balcony_area,built_up_area,carpet_area,land_area,distance_to_main_road,nearby_hospital_distance,nearby_market_distance,nearby_metro_distance,nearby_playground_distance,building_age,water_supply_hours,year_built,maintenance_fee,property_tax,service_charge,price,view_count,photo_count,balconies,baths,beds,floor,number_of_units,parking_spaces,total_floors,elevator,furnished,gas_connection,generator,internet_available,power_backup,security_guard,servant_room,road_width,facing_direction,kitchen_type,locality,type
78.06,1189.41,981.56,1264.76,715.0,720.0,910.0,640.0,770.0,25.0,12.0,2001,47.41,510.3,21.11,4095165.81,2210,31,3,4,3,6,99,1,13,False,False,True,False,True,False,False,False,17.0,west,inline,Farmgate,apartment
92.43,1439.64,1252.86,1627.52,445.0,560.0,90.0,450.0,610.0,3.0,21.0,2023,75.2,883.59,40.25,12004018.57,3770,14,2,3,2,7,144,3,10,False,True,True,False,True,False,True,False,21.0,east,dedicated,Nikunja,condominium
123.23,2819.74,2132.35,4451.52,235.0,300.0,530.0,260.0,490.0,14.0,15.0,2012,92.32,1094.43,53.99,22689241.13,2621,24,3,7,6,2,1,1,4,False,True,True,True,True,True,True,True,58.0,north,dedicated,Bashundhara,triplex
128.43,1730.7,1313.93,1954.62,550.0,1220.0,590.0,310.0,1380.0,2.0,9.0,2024,26.27,476.79,19.27,5480478.68,2741,19,3,4,4,6,22,1,12,True,False,True,True,True,False,False,False,66.0,north,dedicated,Wari,condominium
135.64,2606.34,2088.91,3628.47,570.0,620.0,430.0,440.0,170.0,20.0,16.0,2006,133.53,1721.87,71.63,17835031.39,854,17,3,5,4,2,1,2,2,False,True,True,True,True,False,True,True,73.0,west,dedicated,Cantonment,duplex
71.34,1438.87,1279.04,2553.61,530.0,1190.0,400.0,1400.0,210.0,24.0,17.0,2002,22.8,260.39,17.58,3942982.31,3666,29,2,3,2,3,1,1,3,True,False,False,False,True,True,True,False,67.0,east,dedicated,Tejgaon,duplex
92.05,1211.17,1072.33,1439.18,820.0,630.0,780.0,720.0,920.0,6.0,18.0,2020,20.36,331.12,10.59,4396854.15,277,19,2,2,2,16,37,2,16,True,True,True,False,False,False,True,False,35.0,east,inline,Rampura,condominium
68.01,1089.5,878.99,1302.85,755.0,460.0,990.0,710.0,420.0,22.0,8.0,2004,39.59,375.86,14.83,3843100.3,3423,4,2,3,2,14,145,3,27,True,False,True,False,True,True,False,True,79.0,south,inline,Kafrul,apartment
146.41,3201.07,2615.78,4700.84,180.0,200.0,470.0,310.0,80.0,35.0,21.0,1991,102.76,1476.07,54.93,18119190.12,1564,34,3,6,6,3,1,1,4,False,True,True,False,True,True,True,False,52.0,south,dedicated,Banani,duplex
388.73,6372.91,4896.17,9433.21,65.0,490.0,570.0,480.0,580.0,2.0,16.0,2024,229.07,3216.18,100.8,72033462.3,1790,22,3,6,6,2,1,1,2,False,True,True,True,True,True,False,True,39.0,west,dedicated,Banani,villa
99.46,2184.2,1803.86,2424.22,670.0,530.0,250.0,270.0,440.0,40.0,12.0,1986,76.48,877.61,25.04,8329625.68,2732,32,3,4,3,13,165,2,18,True,True,True,True,True,True,False,False,35.0,west,dedicated,Shyamoli,condominium
88.91,1190.09,937.3,1295.08,910.0,360.0,910.0,950.0,450.0,7.0,22.0,2019,26.22,358.03,14.15,3971138.68,1716,35,3,3,3,2,184,3,6,False,False,True,False,True,True,True,False,49.0,west,inline,Rampura,condominium
102.86,1615.44,1233.64,1734.44,580.0,920.0,210.0,300.0,830.0,39.0,18.0,1987,28.68,422.48,13.6,3630879.7,1584,6,3,4,4,1,108,0,6,True,False,True,True,True,True,True,False,39.0,west,dedicated,Mirpur 10,condominium
160.62,2339.27,1788.73,2626.76,600.0,220.0,390.0,190.0,610.0,40.0,23.0,1986,134.02,1028.74,51.97,11599147.33,2382,35,3,4,4,13,157,1,16,True,False,True,False,True,True,False,False,72.0,west,dedicated,Uttara,apartment
106.02,2015.31,1720.05,2156.39,285.0,700.0,200.0,110.0,440.0,38.0,9.0,1988,64.5,492.72,34.47,7546900.77,4525,18,3,4,4,9,57,1,10,False,False,False,False,False,True,False,False,61.0,north,dedicated,Kafrul,condominium
367.93,5009.51,3868.01,9641.49,380.0,330.0,120.0,650.0,570.0,4.0,13.0,2022,261.79,1757.77,106.06,56009436.17,1520,24,3,6,5,1,1,2,1,True,False,True,False,True,True,True,False,19.0,north,dedicated,Cantonment,villa
55.12,1790.47,1405.66,1925.95,260.0,380.0,390.0,160.0,240.0,39.0,12.0,1987,103.62,693.37,38.85,10872634.96,2102,31,3,4,4,19,86,2,25,True,False,True,False,True,True,False,True,35.0,east,dedicated,Bashundhara,condominium
55.14,1050.83,791.86,1146.34,355.0,1380.0,1100.0,370.0,670.0,20.0,16.0,2006,17.18,320.45,9.12,2646293.36,3549,16,2,3,2,14,20,0,15,True,True,False,False,True,False,False,False,21.0,west,inline,Mirpur 1,condominium
33.6,1047.49,813.71,1149.33,1020.0,1360.0,320.0,1220.0,530.0,36.0,23.0,1990,16.59,275.78,13.66,2078334.99,2489,38,3,4,3,8,173,0,8,True,False,False,False,True,False,False,False,47.0,east,inline,Wari,apartment
42.51,1214.82,1077.65,1412.79,785.0,300.0,600.0,1370.0,1330.0,11.0,20.0,2015,26.73,211.59,16.39,3092924.19,1734,39,3,4,3,14,95,3,14,True,False,True,False,True,False,False,True,15.0,west,inline,Paltan,apartment
57.18,1078.37,835.0,1154.28,1140.0,1360.0,1110.0,1020.0,410.0,6.0,10.0,2020,30.75,326.66,8.33,3004547.28,4170,29,3,3,3,12,48,2,12,True,False,False,False,True,False,True,False,24.0,west,inline,Badda,apartment
42.47,980.09,813.53,1128.68,1315.0,1420.0,1360.0,1020.0,270.0,32.0,21.0,1994,16.24,192.19,10.47,2175366.66,1005,20,3,4,3,10,152,1,13,True,False,False,False,False,False,False,False,29.0,west,inline,Paltan,apartment
131.32,3380.03,3034.4,6482.5,1335.0,310.0,1410.0,340.0,640.0,29.0,10.0,1997,95.79,1135.45,32.07,7445365.41,2416,14,3,7,6,2,1,1,2,True,True,False,False,True,False,False,False,72.0,south,dedicated,Rampura,triplex
220.94,4515.57,3907.05,7580.21,495.0,290.0,280.0,920.0,660.0,14.0,9.0,2012,169.98,1631.41,62.07,22210406.3,3000,19,3,4,4,1,1,2,3,True,False,True,True,True,True,True,False,46.0,east,dedicated,Shyamoli,triplex
57.86,821.29,619.23,935.65,1370.0,380.0,610.0,1490.0,310.0,36.0,8.0,1990,12.86,240.46,11.76,1580057.64,3987,14,1,1,1,8,124,3,19,False,False,False,True,True,False,False,False,18.0,north,inline,Old Dhaka,apartment
420.42,6787.15,6069.68,9660.38,940.0,360.0,680.0,350.0,340.0,1.0,9.0,2025,170.68,2164.57,68.81,48980812.33,1439,19,3,5,4,1,1,2,2,False,True,True,False,True,True,False,False,78.0,south,dedicated,Motijheel,villa
163.88,2512.22,1948.1,4768.16,980.0,1280.0,900.0,710.0,760.0,13.0,18.0,2013,55.36,423.8,32.41,7228803.17,1839,21,3,7,6,2,1,1,3,False,False,False,False,False,True,True,False,46.0,east,dedicated,Rampura,townhouse
166.99,2120.18,1771.35,3332.18,305.0,270.0,420.0,850.0,370.0,1.0,12.0,2025,37.06,441.58,18.08,7648475.76,900,37,3,5,4,1,1,3,4,False,False,True,False,True,True,False,False,13.0,east,dedicated,Shahbagh,duplex
145.25,2095.72,1681.51,3691.78,620.0,830.0,1360.0,1320.0,930.0,23.0,20.0,2003,55.0,600.2,27.14,5661242.5,2755,8,3,4,4,2,1,1,3,False,False,False,False,False,True,False,False,75.0,south,dedicated,Badda,triplex
81.2,1361.72,1114.84,1560.58,430.0,450.0,660.0,140.0,580.0,3.0,18.0,2023,68.01,427.95,27.36,9821472.19,4639,20,2,3,2,8,93,1,8,True,True,True,False,False,True,True,False,39.0,south,inline,Dhanmondi,apartment
225.63,3439.78,2727.85,6014.23,1245.0,1060.0,760.0,1080.0,1020.0,25.0,14.0,2001,98.96,819.89,28.05,9364473.92,445,14,3,5,5,1,1,1,4,False,False,False,False,True,False,False,True,56.0,west,dedicated,Khilgaon,bungalow
167.19,3300.23,2833.18,6470.77,1205.0,340.0,1140.0,270.0,700.0,11.0,10.0,2015,59.62,622.15,32.55,10864054.51,4452,12,3,6,5,4,1,3,4,False,False,True,False,False,True,False,False,54.0,south,dedicated,Paltan,triplex
86.83,2592.61,2234.26,5141.08,365.0,530.0,830.0,240.0,940.0,39.0,19.0,1987,98.75,703.67,36.82,10345375.74,2138,12,3,5,4,2,1,1,3,False,True,True,True,False,True,True,False,34.0,north,dedicated,Farmgate,townhouse
69.27,1336.25,1058.69,2088.13,1355.0,1440.0,1130.0,590.0,980.0,26.0,17.0,2000,39.12,382.14,13.87,3333121.34,600,21,2,2,2,2,1,2,4,False,False,True,False,True,False,True,False,79.0,north,inline,Mirpur 1,duplex
142.69,3833.82,3316.71,7230.71,525.0,720.0,540.0,790.0,210.0,21.0,15.0,2005,129.19,1666.64,52.74,16713409.45,1921,31,3,5,5,1,1,1,1,False,False,False,False,True,True,True,False,13.0,north,dedicated,Kalabagan,triplex
30.0,707.84,584.34,827.9,1170.0,550.0,700.0,830.0,1300.0,25.0,20.0,2001,15.8,129.96,6.84,1586635.23,1698,12,1,2,1,11,29,2,15,True,False,True,False,True,True,False,True,45.0,west,inline,Mirpur 10,apartment
193.14,3017.69,2697.57,4903.4,770.0,470.0,450.0,110.0,610.0,33.0,14.0,1993,82.71,915.36,33.78,11729700.82,637,18,3,7,6,1,1,2,4,False,True,True,True,False,True,False,False,79.0,west,dedicated,Shyamoli,duplex
147.84,2661.91,2368.21,4239.29,175.0,300.0,480.0,410.0,550.0,13.0,19.0,2013,55.95,791.04,45.48,13468835.98,1550,15,3,4,4,1,1,3,4,False,False,False,False,False,False,False,False,48.0,east,dedicated,Farmgate,duplex
36.84,1003.58,894.39,1096.15,105.0,260.0,810.0,110.0,270.0,34.0,21.0,1992,28.45,385.6,12.1,3254076.35,3111,29,3,3,3,23,12,0,24,True,False,True,True,True,False,True,False,57.0,west,inline,Shyamoli,apartment
132.29,1787.79,1555.18,3387.44,520.0,600.0,560.0,100.0,410.0,27.0,8.0,1999,90.67,1183.52,30.87,12207901.5,4474,4,3,4,3,1,1,1,1,False,True,True,False,True,True,False,False,26.0,south,dedicated,Nikunja,duplex
100.1,1976.18,1679.62,2846.06,1135.0,820.0,1000.0,860.0,1050.0,34.0,13.0,1992,34.34,417.36,28.93,4538242.0,2804,4,3,3,3,1,1,1,1,True,False,True,False,False,False,True,False,38.0,west,dedicated,Paltan,townhouse
128.71,1621.08,1362.01,1709.64,825.0,320.0,810.0,430.0,550.0,28.0,7.0,1998,50.43,351.39,23.6,5641634.85,3310,25,3,3,3,8,102,1,13,True,False,False,True,True,False,True,False,19.0,south,dedicated,Farmgate,apartment
96.43,1378.17,1107.13,1570.99,595.0,640.0,140.0,160.0,140.0,36.0,14.0,1990,80.49,469.54,36.2,8511504.11,2735,21,2,2,2,8,139,2,22,True,True,True,True,True,True,True,False,40.0,south,inline,Cantonment,condominium
163.56,2246.95,1787.98,2554.91,1160.0,240.0,1350.0,1360.0,1310.0,11.0,6.0,2015,57.21,640.49,26.87,8259770.89,4273,16,3,6,5,4,181,3,15,False,False,False,False,True,False,False,False,42.0,south,dedicated,Rampura,penthouse
353.97,5217.82,4664.16,9610.17,335.0,140.0,50.0,640.0,640.0,35.0,24.0,1991,301.55,2642.66,133.99,32085214.46,596,14,3,7,6,1,1,1,4,False,True,True,True,True,True,True,True,48.0,north,dedicated,Cantonment,triplex
81.96,1289.2,1144.11,1540.5,230.0,420.0,190.0,260.0,420.0,15.0,16.0,2011,57.93,456.11,29.46,9175315.51,158,26,3,4,3,4,63,3,7,True,False,True,True,True,True,False,False,28.0,north,inline,Uttara,condominium
55.93,1675.12,1346.41,1780.63,225.0,740.0,600.0,710.0,990.0,40.0,20.0,1986,46.54,751.18,23.96,5296808.35,1404,37,3,5,4,21,20,2,24,True,True,True,True,True,False,False,False,52.0,west,dedicated,Kafrul,apartment
174.78,5668.43,4958.28,8435.16,165.0,210.0,540.0,160.0,50.0,28.0,19.0,1998,190.87,2889.29,164.39,35622068.29,1010,18,3,6,5,2,1,1,4,False,True,True,True,True,False,True,False,71.0,east,dedicated,Niketon,triplex
104.75,1996.96,1628.83,3789.11,595.0,60.0,190.0,330.0,390.0,26.0,10.0,2000,66.54,726.2,56.07,13646459.55,3917,15,3,3,3,1,1,1,4,False,False,True,False,True,False,True,True,54.0,west,dedicated,Gulshan,townhouse
48.72,960.79,803.63,1145.46,620.0,1050.0,1140.0,1430.0,950.0,26.0,24.0,2000,15.11,237.91,8.02,2342850.17,893,11,3,4,3,12,34,3,28,True,False,True,False,True,False,False,False,47.0,west,inline,Lalbagh,apartment
160.16,3022.06,2300.34,4643.24,390.0,780.0,150.0,390.0,960.0,37.0,11.0,1989,63.56,830.46,58.08,11440530.15,2868,28,3,7,6,4,1,3,4,False,False,False,False,False,True,False,False,17.0,west,dedicated,Kalabagan,townhouse
169.17,2277.27,1920.99,3279.19,765.0,520.0,920.0,440.0,700.0,19.0,24.0,2007,79.59,546.95,31.65,10666396.54,4238,28,3,5,4,2,1,3,3,True,False,False,False,True,True,True,False,67.0,south,dedicated,Farmgate,townhouse
465.09,5822.18,5198.63,10253.95,670.0,570.0,110.0,680.0,660.0,10.0,19.0,2016,297.23,3392.15,99.52,42167526.27,3259,15,3,6,5,1,1,3,1,False,False,True,True,True,False,True,True,54.0,west,dedicated,Niketon,triplex
48.68,1005.81,795.78,1065.82,1330.0,1480.0,210.0,950.0,1180.0,24.0,18.0,2002,29.44,169.78,10.26,2472204.83,4176,31,2,2,2,20,52,0,23,True,True,True,False,True,False,True,False,44.0,south,inline,Khilgaon,apartment
59.15,815.66,662.86,906.33,975.0,580.0,1050.0,810.0,1340.0,12.0,9.0,2014,14.85,183.01,7.4,2097023.62,4589,22,1,2,1,11,108,3,23,True,True,False,False,False,True,True,False,37.0,east,inline,Old Dhaka,apartment
39.37,942.27,815.46,1018.71,1435.0,740.0,330.0,1200.0,760.0,22.0,7.0,2004,28.05,233.95,13.93,2146174.13,2656,23,3,4,3,10,165,0,18,True,False,True,False,True,False,True,False,14.0,north,inline,Lalbagh,apartment
107.24,2192.27,1924.88,2355.43,245.0,460.0,430.0,340.0,450.0,8.0,22.0,2018,87.83,1179.06,49.69,16777543.25,3160,12,3,3,3,12,29,2,24,True,True,True,True,False,True,True,False,16.0,east,dedicated,Baridhara,condominium
112.48,1417.77,1124.55,1674.45,115.0,250.0,520.0,560.0,120.0,23.0,18.0,2003,35.27,634.62,23.52,5303160.91,299,31,2,2,2,3,29,1,13,True,False,False,False,True,False,False,True,17.0,north,dedicated,Kafrul,apartment
212.78,2681.78,2307.68,2870.53,205.0,670.0,200.0,240.0,540.0,25.0,20.0,2001,155.41,1487.56,79.36,18662711.59,3269,26,3,7,6,20,26,1,29,True,True,False,False,True,True,True,True,39.0,west,dedicated,Nikunja,penthouse
73.47,1306.61,1049.8,1409.39,865.0,340.0,840.0,960.0,1290.0,5.0,23.0,2021,21.91,247.78,11.03,3919183.7,908,7,2,3,2,5,115,3,6,True,False,False,False,True,True,True,False,63.0,south,inline,Jatrabari,apartment
42.41,1262.72,967.35,1349.51,230.0,300.0,300.0,50.0,140.0,18.0,11.0,2008,52.8,742.24,32.76,9124022.7,3899,20,2,3,2,14,192,3,14,True,True,False,True,False,True,True,False,63.0,east,inline,Nikunja,apartment
107.36,1732.51,1354.14,1911.55,645.0,240.0,320.0,410.0,80.0,21.0,8.0,2005,86.61,647.29,28.55,10935676.9,619,33,3,4,4,9,183,1,10,False,True,True,True,True,True,False,True,78.0,south,dedicated,Bashundhara,apartment
49.34,1137.35,918.77,1298.25,360.0,180.0,880.0,330.0,830.0,25.0,22.0,2001,33.87,356.93,19.56,3817382.09,4059,16,2,3,2,8,166,2,22,True,True,False,False,True,False,False,True,53.0,east,inline,Kalabagan,apartment
171.16,2911.06,2452.26,4719.0,1365.0,1300.0,900.0,950.0,1400.0,4.0,10.0,2022,66.32,596.77,38.12,8840859.03,4120,24,3,6,5,1,1,3,1,False,False,True,False,False,True,True,False,13.0,east,dedicated,Paltan,triplex
51.51,1463.34,1132.96,1686.8,925.0,780.0,1130.0,1390.0,1420.0,13.0,14.0,2013,30.4,409.98,19.86,4398754.8,596,39,3,3,3,26,139,0,27,True,False,False,True,True,True,True,True,49.0,south,dedicated,Malibagh,condominium
270.23,3732.84,3148.91,6274.08,90.0,190.0,570.0,630.0,180.0,1.0,19.0,2025,171.29,1684.76,76.62,34433748.16,4089,11,3,6,6,2,1,3,2,False,True,True,True,True,True,True,True,37.0,east,dedicated,Cantonment,townhouse
108.54,2397.58,1895.64,3244.18,735.0,430.0,1160.0,930.0,1060.0,38.0,9.0,1988,47.84,428.81,32.22,6043790.02,2240,20,3,6,5,1,1,1,3,False,True,False,True,False,True,False,False,79.0,east,dedicated,Malibagh,duplex
250.76,3452.29,2648.72,6724.39,640.0,260.0,600.0,680.0,530.0,23.0,22.0,2003,118.37,1799.62,85.32,25030673.12,4109,33,3,6,5,2,1,3,4,False,False,True,False,True,True,False,False,61.0,east,dedicated,Niketon,duplex
170.62,4139.15,3284.09,5641.72,625.0,510.0,420.0,500.0,120.0,22.0,24.0,2004,177.57,1747.44,108.11,34206194.85,2471,15,3,4,4,1,1,1,1,False,True,True,True,True,True,True,False,12.0,north,dedicated,Bashundhara,villa
56.9,925.95,765.54,1039.9,825.0,270.0,640.0,570.0,1250.0,38.0,11.0,1988,27.62,309.22,10.5,1887127.97,1722,31,2,3,2,14,128,1,29,True,False,True,False,True,False,True,True,47.0,east,inline,Rampura,condominium
80.4,1020.32,775.62,1150.82,210.0,400.0,1450.0,1430.0,250.0,12.0,24.0,2014,21.4,305.68,11.42,2653536.25,1087,16,2,3,2,15,67,3,16,True,False,True,False,True,True,True,True,62.0,south,inline,Shahbagh,apartment
232.43,6011.19,4899.74,11763.2,425.0,280.0,880.0,890.0,330.0,13.0,19.0,2013,160.45,2673.86,64.13,33870503.6,1671,21,3,5,4,2,1,0,4,False,True,True,True,True,True,False,False,52.0,east,dedicated,Kalabagan,villa
339.81,8030.95,6816.22,14851.12,475.0,80.0,690.0,130.0,60.0,32.0,12.0,1994,293.12,2485.06,206.28,67002253.54,4579,11,3,6,6,3,1,3,3,False,True,True,False,True,True,True,True,47.0,north,dedicated,Nikunja,villa
94.39,1688.14,1508.49,3182.73,1450.0,1210.0,1280.0,390.0,350.0,36.0,22.0,1990,43.19,362.97,21.83,3884426.75,1607,29,3,3,3,1,1,0,4,False,False,True,False,True,True,False,False,77.0,south,dedicated,Rampura,duplex
80.83,1872.29,1624.24,2219.08,450.0,870.0,540.0,560.0,190.0,40.0,20.0,1986,38.3,666.36,37.07,6595166.87,2533,19,3,4,3,11,163,1,29,True,True,True,False,True,True,True,False,46.0,north,dedicated,Shyamoli,apartment
89.71,1820.36,1376.05,3493.58,905.0,610.0,700.0,830.0,940.0,26.0,13.0,2000,49.62,611.68,22.78,6257678.36,159,24,3,3,3,1,1,0,3,False,False,True,True,True,False,False,False,18.0,west,dedicated,Mohammedpur,duplex
89.85,1456.9,1173.32,1732.01,380.0,510.0,740.0,1250.0,810.0,40.0,18.0,1986,26.9,363.98,13.71,3423814.77,2871,25,2,2,2,8,141,3,10,True,False,True,False,True,False,False,False,77.0,east,dedicated,Wari,condominium
670.09,9003.95,7613.49,14625.29,105.0,350.0,410.0,360.0,450.0,37.0,6.0,1989,363.52,5626.85,165.0,71138986.84,2364,13,3,6,6,3,1,1,4,False,True,False,True,True,True,True,False,50.0,east,dedicated,Uttara,villa
107.75,1579.66,1270.06,1771.64,75.0,170.0,510.0,200.0,590.0,19.0,14.0,2007,81.11,794.97,36.35,11417317.32,2489,15,3,5,4,6,126,1,30,True,True,True,False,True,True,True,False,31.0,south,dedicated,Cantonment,condominium
113.01,1749.46,1492.65,3030.23,1465.0,730.0,610.0,1310.0,1130.0,10.0,9.0,2016,44.72,574.12,19.34,5304022.91,3696,32,3,5,4,2,1,0,2,False,False,False,False,False,False,True,False,21.0,north,dedicated,Tejgaon,townhouse
151.94,2996.04,2343.76,5835.33,355.0,540.0,290.0,480.0,460.0,3.0,8.0,2023,71.71,1036.19,57.38,17346454.25,2942,22,3,6,5,2,1,1,2,False,False,True,False,True,True,True,False,77.0,north,dedicated,Mohammedpur,duplex
356.27,6174.77,5286.84,10871.19,405.0,620.0,330.0,780.0,140.0,39.0,12.0,1987,209.85,2211.29,89.24,28941664.16,164,36,3,6,6,1,1,0,2,True,True,True,False,True,True,True,True,18.0,east,dedicated,Shyamoli,villa
42.72,1129.14,877.92,1215.16,1050.0,530.0,1320.0,1190.0,510.0,18.0,7.0,2008,20.87,248.37,12.13,2797099.62,4015,35,3,4,3,21,85,1,27,False,False,False,True,True,False,True,False,44.0,south,inline,Badda,apartment
70.87,1252.03,1083.45,1405.18,1060.0,250.0,950.0,1300.0,1500.0,2.0,8.0,2024,26.16,284.6,16.04,4157117.43,2286,34,3,4,3,2,180,0,7,True,False,False,False,False,False,True,False,77.0,east,inline,Mirpur 1,apartment
237.87,3477.47,2696.93,5526.97,630.0,260.0,370.0,60.0,680.0,27.0,19.0,1999,183.53,1905.46,91.08,20269826.0,1884,23,3,6,6,2,1,1,4,False,True,True,False,True,True,False,False,34.0,east,dedicated,Cantonment,duplex
55.02,1404.5,1251.33,1554.55,285.0,640.0,990.0,1360.0,720.0,25.0,16.0,2001,42.11,314.4,11.18,3369383.9,1017,7,2,3,2,10,188,0,14,True,False,True,False,False,True,False,False,51.0,north,dedicated,Tejgaon,condominium
162.08,2299.32,2057.34,4369.76,675.0,1400.0,410.0,1350.0,1200.0,35.0,17.0,1991,55.04,579.48,27.26,5185937.85,3890,7,3,6,6,1,1,1,1,False,False,True,False,False,False,False,False,55.0,west,dedicated,Khilgaon,duplex
100.66,1556.59,1397.59,1849.22,480.0,320.0,240.0,780.0,860.0,40.0,21.0,1986,40.07,498.9,21.17,5822836.19,602,37,3,4,3,4,93,0,18,True,False,True,True,True,True,False,False,51.0,east,dedicated,Kalabagan,condominium
67.22,1776.82,1461.73,3006.49,265.0,1420.0,910.0,820.0,720.0,17.0,19.0,2009,34.93,383.33,25.79,4411633.71,2822,38,3,5,4,3,1,2,3,False,True,False,False,True,False,False,False,49.0,south,dedicated,Khilgaon,duplex
528.09,8248.64,6874.49,13390.05,195.0,340.0,250.0,230.0,420.0,3.0,10.0,2023,488.5,3957.84,148.31,99877425.56,1261,13,3,5,5,3,1,1,4,False,True,False,False,False,True,False,False,32.0,south,dedicated,Bashundhara,villa
92.3,1953.68,1736.29,2867.72,820.0,930.0,1380.0,410.0,300.0,22.0,6.0,2004,39.72,458.22,23.26,5640266.19,3406,28,3,4,4,3,1,2,4,False,True,False,True,True,True,False,False,21.0,east,dedicated,Tejgaon,triplex
94.66,1400.91,1070.25,1572.81,1020.0,1450.0,900.0,540.0,1230.0,7.0,8.0,2019,33.64,451.48,14.61,4238545.9,4674,24,2,3,2,8,109,2,29,True,False,False,False,False,False,False,False,43.0,west,dedicated,Badda,condominium
62.7,1690.9,1308.2,1904.19,260.0,240.0,60.0,530.0,330.0,5.0,23.0,2021,69.99,687.59,39.33,14228326.68,4697,8,3,3,3,15,123,3,22,True,True,True,False,True,False,True,True,52.0,north,dedicated,Dhanmondi,condominium
122.41,2289.41,1970.97,2740.66,700.0,170.0,150.0,510.0,440.0,19.0,16.0,2007,131.61,1167.72,52.38,17572135.53,2714,34,3,5,4,10,69,1,12,True,True,False,True,True,True,True,False,68.0,north,dedicated,Niketon,condominium
244.92,3181.9,2608.39,4807.55,365.0,700.0,1000.0,500.0,230.0,13.0,18.0,2013,89.08,1348.1,61.89,15583322.94,272,9,3,6,6,4,1,3,4,False,True,True,False,False,True,True,False,13.0,north,dedicated,Mohammedpur,duplex
114.63,2186.17,1756.27,2347.4,1030.0,1130.0,920.0,970.0,1300.0,18.0,11.0,2008,50.93,730.54,27.39,7137609.66,2541,4,3,4,4,7,70,3,15,True,False,True,False,True,False,False,False,66.0,west,dedicated,Badda,penthouse
35.22,710.12,553.45,811.52,515.0,240.0,780.0,1410.0,830.0,11.0,13.0,2015,20.71,136.4,10.32,2005181.08,4610,13,2,2,2,5,121,0,21,True,False,False,False,True,False,True,False,48.0,south,inline,Mirpur 10,apartment
69.27,1646.65,1260.53,1944.06,400.0,480.0,330.0,80.0,310.0,38.0,9.0,1988,73.15,710.05,49.29,9660980.93,2044,24,3,4,4,7,154,3,19,True,True,True,True,False,True,False,False,20.0,east,dedicated,Bashundhara,condominium
130.76,1743.21,1422.97,1864.59,240.0,110.0,950.0,360.0,430.0,0.0,15.0,2026,62.38,756.69,30.25,8303926.36,2054,11,3,3,3,3,20,2,6,True,False,True,True,True,True,False,False,55.0,north,dedicated,Kafrul,apartment
121.65,3287.46,2610.02,4790.11,210.0,550.0,440.0,520.0,220.0,9.0,13.0,2017,119.5,1861.59,94.05,24247553.88,4556,38,3,6,6,2,1,1,3,False,True,True,True,True,False,False,False,30.0,east,dedicated,Banani,triplex
73.67,1508.86,1287.23,2761.49,340.0,320.0,430.0,270.0,700.0,3.0,13.0,2023,30.0,335.27,21.81,4694165.7,3647,18,3,4,4,1,1,0,1,False,False,False,False,False,True,False,False,55.0,south,dedicated,Tejgaon,duplex
74.88,1505.71,1242.34,1754.96,555.0,330.0,110.0,630.0,160.0,23.0,20.0,2003,87.53,601.37,41.26,10173960.78,2118,32,3,5,4,10,100,2,11,False,True,True,True,True,False,True,False,56.0,north,dedicated,Bashundhara,apartment
131.33,3049.73,2372.09,6037.11,140.0,580.0,440.0,580.0,340.0,24.0,21.0,2002,145.86,1756.58,88.33,19388858.46,1472,34,3,6,5,2,1,1,2,False,False,False,False,True,True,False,False,15.0,east,dedicated,Baridhara,triplex
60.81,841.78,686.45,996.69,1420.0,670.0,1320.0,290.0,210.0,28.0,16.0,1998,21.05,147.18,8.04,1989391.16,3015,13,1,2,1,2,121,2,6,True,True,True,False,False,True,False,False,69.0,west,inline,Paltan,apartment
61.89,1416.47,1170.83,1673.59,405.0,400.0,520.0,730.0,780.0,15.0,13.0,2011,40.71,289.87,15.19,4463409.66,2800,36,2,2,2,1,122,1,11,True,True,True,False,False,True,False,False,65.0,west,dedicated,Wari,condominium
67.64,1090.77,976.71,1220.21,540.0,1450.0,1260.0,210.0,1090.0,2.0,13.0,2024,20.12,347.19,13.49,3878827.26,1764,15,3,4,3,10,185,1,15,True,False,True,False,False,False,False,False,63.0,east,inline,Tejgaon,condominium
74.97,1427.68,1093.74,1502.24,325.0,610.0,400.0,620.0,190.0,28.0,9.0,1998,65.47,917.88,36.26,9170899.77,3043,16,2,2,2,5,20,1,13,False,False,True,True,True,True,True,True,31.0,north,dedicated,Banani,condominium
58.41,1682.78,1399.45,1889.27,250.0,410.0,670.0,440.0,140.0,16.0,21.0,2010,97.11,907.65,33.75,11696782.46,1249,31,3,3,3,13,32,3,14,False,True,True,True,True,True,True,True,22.0,west,dedicated,Baridhara,apartment
106.31,2665.38,2111.21,2805.8,385.0,470.0,260.0,460.0,520.0,37.0,15.0,1989,147.38,862.69,64.61,16942105.5,1921,38,3,4,4,1,164,2,25,False,False,True,True,True,True,True,True,56.0,south,dedicated,Gulshan,penthouse
201.75,3830.03,2950.18,6860.92,85.0,590.0,580.0,420.0,530.0,5.0,16.0,2021,145.88,1723.2,82.07,37596446.1,4336,19,3,5,5,2,1,2,3,True,True,False,True,True,True,True,True,53.0,east,dedicated,Bashundhara,triplex
