balcony_area,built_up_area,carpet_area,land_area,distance_to_main_road,nearby_hospital_distance,nearby_market_distance,nearby_metro_distance,nearby_playground_distance,building_age,water_supply_hours,year_built,maintenance_fee,property_tax,service_charge,price,balconies,baths,beds,floor,number_of_units,parking_spaces,total_floors,elevator,furnished,gas_connection,generator,internet_available,power_backup,security_guard,servant_room,road_width,facing_direction,kitchen_type,locality,type
201.89,2729.23,2232.88,2957.33,660.0,320.0,320.0,530.0,340.0,39.0,12.0,1987,113.68,1152.43,55.82,22868254.5,3,5,5,9,51,3,18,True,False,True,True,True,True,True,True,69.0,east,dedicated,Nikunja,condominium
124.72,2303.24,2046.54,3653.39,495.0,930.0,460.0,840.0,950.0,16.0,12.0,2010,80.7,675.1,32.23,14109906.56,3,7,6,1,1,3,1,False,True,True,False,False,False,False,False,68.0,east,dedicated,Kafrul,townhouse
52.77,1344.58,1086.1,1426.86,1150.0,370.0,550.0,1270.0,650.0,29.0,11.0,1997,26.09,412.2,14.99,4714024.0,2,3,2,7,45,1,8,True,True,False,False,False,False,False,False,74.0,south,inline,Mirpur 1,condominium
77.92,1057.31,793.76,1205.22,425.0,210.0,1480.0,1070.0,1220.0,34.0,17.0,1992,28.49,311.39,8.81,3563655.18,2,3,2,5,131,3,27,True,False,False,False,True,True,False,False,34.0,north,inline,Badda,apartment
102.21,2730.54,2243.53,3913.04,790.0,770.0,110.0,520.0,810.0,5.0,17.0,2021,100.64,830.26,28.54,19971985.81,3,5,5,3,1,0,4,False,False,True,False,True,True,False,False,36.0,south,dedicated,Mohammedpur,duplex
47.24,970.59,738.77,1041.54,460.0,310.0,1170.0,320.0,1440.0,19.0,19.0,2007,14.61,188.0,13.04,3675058.87,2,2,2,1,195,0,8,True,True,False,False,True,False,False,False,20.0,north,inline,Wari,condominium
539.24,7177.65,5412.69,14168.02,600.0,330.0,340.0,220.0,610.0,39.0,19.0,1987,429.17,2466.77,186.44,76608870.41,3,6,6,1,1,2,1,False,True,False,True,True,True,False,True,19.0,south,dedicated,Gulshan,villa
98.15,1369.15,1059.26,1582.1,185.0,350.0,480.0,100.0,790.0,34.0,21.0,1992,44.83,527.55,17.28,7275335.54,2,3,2,4,44,1,27,True,True,True,False,True,False,True,False,74.0,east,inline,Mohammedpur,apartment
52.01,1152.29,868.37,1292.51,355.0,1110.0,1090.0,800.0,810.0,10.0,10.0,2016,28.7,303.74,9.1,5213698.04,2,2,2,7,11,0,25,True,True,False,True,False,True,True,False,22.0,north,inline,Old Dhaka,condominium
145.4,2628.64,1982.61,3666.73,720.0,170.0,970.0,530.0,320.0,6.0,14.0,2020,72.93,955.43,45.86,19393658.38,3,5,4,3,1,0,3,False,True,True,False,True,True,False,True,53.0,west,dedicated,Farmgate,duplex
50.49,961.51,785.72,1054.23,935.0,1450.0,1000.0,770.0,340.0,38.0,24.0,1988,23.58,168.99,11.9,3149917.39,2,3,2,7,98,2,12,True,False,True,False,True,False,False,True,62.0,east,inline,Lalbagh,apartment
43.26,1108.68,974.93,1177.56,105.0,760.0,580.0,960.0,900.0,27.0,15.0,1999,38.96,226.7,16.97,5945321.49,3,3,3,2,11,1,16,True,False,True,False,False,True,True,False,41.0,north,inline,Farmgate,apartment
30.0,819.37,728.42,869.29,735.0,1150.0,790.0,1020.0,920.0,25.0,14.0,2001,14.44,226.48,10.09,2764282.35,2,2,2,10,192,2,25,False,True,True,False,False,False,False,False,30.0,west,inline,Mirpur 10,condominium
89.77,1564.64,1260.59,2797.02,245.0,1390.0,930.0,1300.0,940.0,32.0,19.0,1994,35.11,304.2,19.14,5667907.3,3,3,3,2,1,2,2,False,False,True,False,False,False,False,False,46.0,east,dedicated,Mirpur 10,duplex
112.45,2091.66,1719.32,2199.27,875.0,720.0,420.0,270.0,350.0,12.0,15.0,2014,57.79,668.91,22.75,13944411.76,3,4,4,3,90,2,16,True,True,False,True,True,True,False,False,15.0,east,dedicated,Mohammedpur,condominium
67.66,2034.64,1575.81,3744.64,500.0,120.0,370.0,70.0,550.0,23.0,19.0,2003,112.36,1040.66,38.86,17629352.59,3,4,3,1,1,1,1,False,False,False,False,True,True,False,False,72.0,south,dedicated,Niketon,duplex
62.4,2050.94,1552.82,2393.71,340.0,620.0,100.0,250.0,210.0,0.0,18.0,2026,78.81,1034.82,32.61,23322220.65,3,4,3,15,183,1,19,True,True,True,True,True,True,True,False,68.0,west,dedicated,Nikunja,condominium
46.44,1456.31,1109.72,1613.08,160.0,210.0,70.0,50.0,150.0,29.0,10.0,1997,87.24,629.74,38.88,11413858.68,3,4,3,20,24,3,28,False,True,True,True,True,True,True,False,47.0,east,dedicated,Uttara,apartment
63.84,1682.21,1501.0,2006.75,205.0,740.0,310.0,260.0,800.0,10.0,20.0,2016,46.45,563.39,16.94,10431366.01,3,5,4,3,103,1,9,True,False,True,True,True,False,False,False,51.0,north,dedicated,Shyamoli,apartment
425.24,7119.33,5907.28,13542.82,510.0,420.0,500.0,520.0,360.0,31.0,14.0,1995,278.03,2702.62,108.26,51990719.55,3,5,5,1,1,1,3,False,True,True,True,False,False,True,False,58.0,west,dedicated,Kalabagan,villa
85.81,1613.52,1445.46,1911.8,480.0,810.0,220.0,550.0,460.0,32.0,23.0,1994,36.24,493.06,14.02,5184230.69,3,4,4,7,117,2,10,False,False,False,True,True,False,False,False,22.0,south,dedicated,Rampura,apartment
91.76,1161.29,928.48,1246.68,215.0,1030.0,780.0,1190.0,1370.0,37.0,7.0,1989,24.49,251.13,9.85,4186645.43,2,3,2,2,136,2,10,True,False,True,True,False,True,False,False,49.0,north,inline,Khilgaon,condominium
72.61,1317.84,1143.61,1573.21,330.0,590.0,540.0,600.0,930.0,28.0,23.0,1998,33.19,340.54,13.07,4234225.99,2,2,2,9,46,3,28,False,False,True,True,True,False,False,False,41.0,west,inline,Malibagh,apartment
147.94,3136.78,2487.94,5874.5,480.0,160.0,80.0,230.0,560.0,6.0,16.0,2020,152.26,1711.22,49.55,35434429.57,3,6,5,1,1,1,4,False,True,True,True,True,True,True,False,13.0,north,dedicated,Bashundhara,duplex
328.64,5123.11,3907.68,9936.14,745.0,1410.0,1250.0,630.0,1060.0,24.0,6.0,2002,102.62,1061.33,65.7,24038858.25,3,4,4,1,1,0,1,False,True,False,False,False,True,False,False,44.0,west,dedicated,Badda,villa
49.14,1127.44,999.55,1263.94,505.0,310.0,640.0,650.0,740.0,37.0,23.0,1989,31.41,398.8,22.21,6155841.87,2,3,2,16,163,3,16,True,False,True,True,False,True,True,False,54.0,north,inline,Mohammedpur,apartment
78.07,1298.55,1012.34,2394.71,1020.0,970.0,1240.0,660.0,300.0,3.0,14.0,2023,28.47,284.56,10.11,6266365.58,2,2,2,4,1,3,4,False,False,False,False,False,True,False,False,42.0,south,inline,Khilgaon,duplex
125.52,1622.2,1446.29,1891.69,1305.0,1250.0,1220.0,750.0,210.0,4.0,18.0,2022,25.97,484.77,13.85,7348475.16,3,4,3,24,49,2,26,True,False,False,False,True,False,True,False,55.0,west,dedicated,Old Dhaka,condominium
30.0,743.02,637.65,882.53,235.0,230.0,760.0,1240.0,1420.0,4.0,17.0,2022,20.51,177.43,6.95,3205568.86,2,3,2,4,59,0,6,True,False,True,False,False,False,True,False,16.0,south,inline,Jatrabari,apartment
223.66,3120.01,2705.7,5729.61,460.0,1290.0,1320.0,1450.0,550.0,22.0,10.0,2004,69.28,546.09,33.65,15311264.11,3,7,6,2,1,1,2,True,False,True,False,True,False,True,False,33.0,west,dedicated,Mirpur 10,villa
353.9,5360.92,4647.04,9064.82,550.0,840.0,760.0,640.0,960.0,39.0,17.0,1987,204.57,2254.64,102.75,35281537.31,3,4,4,1,1,0,2,False,True,True,False,False,True,True,False,35.0,west,dedicated,Shyamoli,bungalow
44.93,653.03,573.71,709.08,465.0,330.0,830.0,940.0,1290.0,5.0,22.0,2021,16.24,183.83,7.47,2788000.32,1,2,1,9,184,1,12,True,False,True,False,True,False,True,False,21.0,south,inline,Mirpur 1,apartment
67.91,1620.75,1232.79,1864.42,330.0,640.0,720.0,1320.0,520.0,25.0,24.0,2001,28.94,371.32,17.61,5411681.93,3,3,3,29,156,3,29,True,False,True,True,True,False,False,False,58.0,south,dedicated,Badda,apartment
38.8,1253.6,1046.7,1501.14,380.0,1450.0,240.0,1160.0,1180.0,32.0,13.0,1994,34.79,236.87,10.47,4185758.39,3,4,3,4,199,1,13,True,False,True,True,True,False,False,False,24.0,south,inline,Lalbagh,apartment
171.32,2868.39,2452.55,4941.09,665.0,590.0,950.0,650.0,580.0,5.0,23.0,2021,103.54,1273.03,35.83,20262850.85,3,6,6,1,1,1,1,False,True,True,True,True,False,False,False,54.0,east,dedicated,Shyamoli,townhouse
168.91,2268.2,2023.86,2518.2,630.0,420.0,510.0,170.0,150.0,20.0,23.0,2006,89.04,1134.18,37.46,20634292.96,3,5,5,13,14,3,25,True,True,False,True,True,True,True,True,68.0,north,dedicated,Baridhara,condominium
148.75,4889.33,3798.41,5642.93,55.0,510.0,170.0,160.0,470.0,11.0,20.0,2015,235.86,1590.61,121.76,60830721.26,3,6,5,17,57,3,17,True,False,True,True,False,True,False,False,27.0,north,dedicated,Dhanmondi,penthouse
72.8,1898.89,1426.96,2093.55,675.0,70.0,400.0,170.0,200.0,12.0,16.0,2014,90.58,656.79,32.19,17779698.48,3,4,4,1,92,3,22,True,False,True,True,True,True,True,False,41.0,north,dedicated,Gulshan,apartment
115.45,1884.7,1569.06,2761.61,1450.0,520.0,680.0,1030.0,280.0,35.0,22.0,1991,54.17,319.89,20.02,6827343.32,3,4,4,2,1,2,3,False,False,False,False,True,False,False,True,45.0,east,dedicated,Old Dhaka,duplex
133.77,1997.63,1593.84,2220.33,365.0,270.0,260.0,180.0,420.0,5.0,12.0,2021,105.91,842.97,46.13,21580264.59,3,4,3,8,81,1,29,True,True,False,True,True,True,True,False,66.0,east,dedicated,Banani,condominium
114.19,1567.54,1357.77,1858.05,1170.0,1440.0,450.0,1030.0,1460.0,39.0,12.0,1987,44.14,499.42,19.74,5283398.28,3,4,4,11,142,1,14,True,False,False,False,True,False,True,False,78.0,east,dedicated,Jatrabari,apartment
37.57,918.73,734.26,1051.88,1225.0,1310.0,600.0,290.0,1160.0,32.0,9.0,1994,14.22,291.99,7.16,3241264.68,2,2,2,7,107,3,21,True,True,True,False,True,True,True,False,60.0,east,inline,Badda,apartment
122.32,2394.53,1828.72,4772.4,330.0,120.0,200.0,260.0,60.0,34.0,13.0,1992,118.82,909.41,36.35,21189820.81,3,5,5,1,1,1,1,False,False,True,True,True,True,True,False,76.0,west,dedicated,Banani,duplex
155.45,2764.8,2424.4,4160.46,445.0,1000.0,580.0,730.0,570.0,1.0,9.0,2025,86.34,1130.05,44.38,20940568.82,3,6,5,1,1,2,3,True,False,True,False,False,True,False,True,65.0,east,dedicated,Farmgate,townhouse
147.98,1872.82,1419.36,3319.7,1325.0,560.0,1050.0,1050.0,680.0,25.0,20.0,2001,31.46,452.71,15.21,6748902.5,3,4,4,2,1,3,4,True,False,False,False,False,False,False,False,57.0,west,dedicated,Paltan,townhouse
139.52,2315.99,2023.45,3498.17,260.0,490.0,660.0,450.0,690.0,35.0,13.0,1991,78.68,867.71,25.37,13040445.6,3,6,5,4,1,2,4,False,False,False,True,False,False,True,False,70.0,north,dedicated,Mohammedpur,townhouse
168.6,3073.55,2418.05,3323.23,185.0,130.0,140.0,240.0,560.0,40.0,11.0,1986,146.81,1813.31,59.84,32224477.3,3,5,4,4,186,1,7,True,True,True,False,False,False,True,False,38.0,east,dedicated,Bashundhara,penthouse
296.13,3876.97,3177.57,5679.54,630.0,370.0,550.0,800.0,840.0,16.0,21.0,2010,78.13,1180.53,44.63,32006419.87,3,5,4,1,1,1,2,False,False,False,True,True,True,True,True,27.0,north,dedicated,Kafrul,villa
30.0,839.23,673.83,965.68,810.0,560.0,590.0,420.0,760.0,20.0,24.0,2006,21.24,234.83,9.78,2988985.2,2,2,2,14,89,1,24,True,True,True,False,False,False,False,False,46.0,east,inline,Shahbagh,apartment
86.2,1370.29,1164.63,1474.91,90.0,420.0,510.0,100.0,350.0,18.0,11.0,2008,55.91,702.39,30.82,11880808.5,2,2,2,1,51,2,28,True,True,True,False,True,False,False,True,67.0,south,inline,Banani,condominium
94.19,3032.77,2458.22,3473.68,275.0,680.0,420.0,70.0,270.0,20.0,12.0,2006,172.55,1625.4,56.41,34538970.95,3,6,5,9,127,3,11,True,True,True,True,True,False,True,True,77.0,west,dedicated,Bashundhara,penthouse
73.18,1213.34,1049.14,1417.93,410.0,320.0,150.0,500.0,360.0,13.0,10.0,2013,37.59,492.64,23.44,10529700.21,2,3,2,15,86,2,20,False,True,True,False,True,False,True,True,18.0,east,inline,Cantonment,apartment
121.77,1721.53,1424.67,2915.7,1195.0,400.0,890.0,690.0,250.0,30.0,6.0,1996,49.02,396.09,19.55,6236240.14,3,5,4,2,1,2,4,False,False,False,False,True,False,False,False,48.0,south,dedicated,Paltan,duplex
75.29,1628.99,1450.32,1915.07,675.0,310.0,1200.0,1390.0,1210.0,18.0,10.0,2008,44.4,453.82,16.12,6002970.33,3,4,3,15,172,2,26,True,False,False,False,True,False,True,False,71.0,west,dedicated,Khilgaon,apartment
118.08,1572.51,1253.13,2219.11,735.0,1420.0,1110.0,350.0,1160.0,5.0,12.0,2021,33.63,335.05,12.56,7660931.56,3,4,3,2,1,2,3,True,True,False,True,False,True,False,False,59.0,south,dedicated,Tejgaon,townhouse
156.65,5040.55,4139.27,5497.65,185.0,270.0,100.0,120.0,90.0,16.0,18.0,2010,240.72,1563.24,145.18,60818108.23,3,6,5,12,49,3,12,True,True,False,False,True,True,True,True,72.0,west,dedicated,Bashundhara,penthouse
166.83,2322.37,1959.91,3159.78,480.0,80.0,470.0,460.0,520.0,13.0,7.0,2013,122.29,776.14,49.79,21113850.36,3,5,4,1,1,1,4,False,False,False,False,True,False,False,True,37.0,north,dedicated,Niketon,townhouse
46.65,985.46,847.77,1060.45,250.0,560.0,140.0,870.0,660.0,9.0,22.0,2017,31.51,402.07,15.18,6528495.78,3,4,3,12,84,3,20,True,True,True,False,False,True,True,False,63.0,west,inline,Motijheel,apartment
43.08,1206.2,990.33,1437.99,720.0,190.0,660.0,800.0,870.0,33.0,7.0,1993,38.61,537.92,13.52,6233035.92,3,4,3,12,52,1,30,True,False,True,True,True,False,False,False,61.0,north,inline,Shyamoli,apartment
106.55,1553.1,1227.32,1840.77,645.0,900.0,680.0,1380.0,940.0,10.0,7.0,2016,44.85,500.02,22.56,6281656.75,3,4,4,8,121,2,17,True,False,False,False,True,False,True,False,31.0,south,dedicated,Mirpur 10,apartment
229.71,5698.05,4613.84,10153.49,1450.0,530.0,1270.0,1130.0,450.0,5.0,20.0,2021,118.51,1900.51,85.23,34057365.56,3,6,6,2,1,3,4,True,False,False,False,True,True,False,False,17.0,south,dedicated,Paltan,villa
52.5,1498.77,1187.7,1617.35,530.0,970.0,410.0,330.0,880.0,32.0,11.0,1994,33.4,484.01,15.97,7891017.64,2,3,2,5,13,2,11,True,True,True,True,False,False,False,True,13.0,north,dedicated,Farmgate,apartment
158.12,4381.93,3756.32,7475.71,535.0,780.0,480.0,870.0,680.0,22.0,7.0,2004,104.73,1825.46,57.37,26659666.75,3,5,5,2,1,0,3,False,False,True,False,False,False,False,True,47.0,south,dedicated,Mohammedpur,triplex
124.71,1846.61,1407.1,2019.07,380.0,1160.0,700.0,590.0,370.0,9.0,24.0,2017,41.17,432.25,21.54,7707052.01,3,4,3,8,157,3,29,True,False,True,False,True,False,False,False,37.0,west,dedicated,Wari,condominium
219.27,4509.66,3563.93,4963.69,585.0,540.0,530.0,610.0,580.0,34.0,10.0,1992,205.0,1879.05,78.4,47715047.3,3,6,5,14,135,1,14,False,True,False,True,True,True,True,False,25.0,east,dedicated,Banani,penthouse
107.57,3264.42,2863.44,3548.39,240.0,630.0,90.0,390.0,380.0,31.0,17.0,1995,122.24,1837.03,67.38,34225635.96,3,6,6,12,168,2,16,True,False,True,True,True,True,False,True,75.0,north,dedicated,Baridhara,penthouse
200.46,2951.24,2472.84,4221.39,985.0,330.0,950.0,540.0,480.0,20.0,19.0,2006,69.62,1194.44,57.11,18737981.79,3,6,5,1,1,2,2,True,True,False,True,True,False,True,False,17.0,west,dedicated,Kalabagan,townhouse
149.95,4368.65,3320.59,5227.54,575.0,160.0,60.0,680.0,480.0,39.0,20.0,1987,140.38,2123.38,122.34,47063479.8,3,5,5,6,94,1,8,True,True,True,False,True,True,True,False,16.0,west,dedicated,Banani,penthouse
165.72,2316.88,1865.27,4197.49,995.0,1350.0,1350.0,560.0,280.0,19.0,23.0,2007,51.63,743.9,28.71,9103750.58,3,4,4,1,1,3,1,False,False,True,True,False,True,False,False,46.0,west,dedicated,Malibagh,townhouse
103.95,2247.36,1987.8,3565.21,630.0,950.0,1330.0,1440.0,850.0,23.0,6.0,2003,57.83,713.51,18.82,9157627.42,3,4,4,3,1,3,3,False,True,False,False,False,False,True,False,29.0,east,dedicated,Paltan,triplex
240.76,4497.59,3684.22,6928.88,50.0,440.0,260.0,170.0,340.0,25.0,22.0,2001,224.45,2527.02,71.78,39223471.33,3,6,5,3,1,2,4,False,True,False,False,True,False,False,False,40.0,west,dedicated,Nikunja,triplex
107.87,1982.14,1679.52,3855.29,1305.0,990.0,1060.0,790.0,260.0,32.0,18.0,1994,50.96,479.74,15.52,7395703.94,3,4,4,1,1,1,1,False,False,True,False,True,False,True,False,60.0,east,dedicated,Wari,duplex
75.91,1325.05,1016.24,1485.68,700.0,1110.0,1030.0,1370.0,1090.0,21.0,11.0,2005,30.51,308.67,12.29,4792206.81,2,3,2,6,131,0,10,True,False,False,True,False,False,True,False,58.0,north,inline,Mirpur 1,apartment
48.2,1196.8,1022.87,1292.94,775.0,1160.0,1450.0,1240.0,750.0,28.0,19.0,1998,18.4,264.19,11.42,3920722.08,3,3,3,11,113,1,13,True,False,True,False,True,False,False,False,42.0,south,inline,Wari,apartment
51.12,1156.57,1039.51,1230.5,80.0,130.0,470.0,240.0,530.0,6.0,12.0,2020,50.42,696.28,34.4,11567568.38,3,4,3,21,50,2,30,True,True,True,False,False,True,True,True,55.0,west,inline,Baridhara,apartment
87.72,2176.8,1710.69,3163.49,735.0,240.0,690.0,170.0,440.0,39.0,9.0,1987,76.03,449.56,24.33,13370972.34,3,4,3,3,1,3,3,False,True,False,False,True,True,False,False,63.0,west,dedicated,Mohammedpur,triplex
79.44,1491.86,1136.51,1770.05,880.0,430.0,600.0,380.0,750.0,12.0,8.0,2014,46.25,539.43,24.3,9728124.87,2,3,2,13,152,2,26,True,True,True,True,True,True,True,True,77.0,east,dedicated,Kafrul,apartment
62.97,1206.73,1028.8,1310.85,805.0,900.0,960.0,580.0,740.0,19.0,13.0,2007,38.78,456.98,24.0,7052312.73,2,3,2,21,38,1,22,True,True,False,True,True,False,True,False,44.0,east,inline,Kalabagan,apartment
86.21,1520.78,1317.7,1657.32,640.0,860.0,160.0,260.0,580.0,15.0,11.0,2011,38.1,596.97,23.12,9881122.45,3,4,4,6,179,0,25,True,True,True,False,False,True,True,False,39.0,north,dedicated,Farmgate,condominium
123.97,2771.63,2102.51,4852.88,445.0,1170.0,1370.0,1490.0,1480.0,5.0,21.0,2021,74.61,933.81,21.08,13270573.85,3,7,6,1,1,3,1,False,False,True,False,False,False,False,True,52.0,south,dedicated,Old Dhaka,triplex
111.28,1891.29,1694.47,2607.37,925.0,1230.0,1110.0,1130.0,1170.0,23.0,21.0,2003,36.5,413.94,15.44,7174556.7,3,4,3,3,1,0,3,False,False,False,True,False,False,False,True,50.0,east,dedicated,Lalbagh,duplex
30.0,776.82,624.59,909.76,1125.0,1340.0,1330.0,1220.0,1130.0,1.0,17.0,2025,12.02,129.21,8.73,3359223.15,2,3,2,10,134,0,13,True,False,False,False,True,False,False,False,38.0,east,inline,Paltan,apartment
111.49,1461.47,1312.42,1588.24,745.0,1120.0,1200.0,810.0,330.0,33.0,9.0,1993,40.98,225.78,20.1,5268847.52,3,3,3,9,83,0,25,True,False,False,True,True,False,True,False,43.0,west,dedicated,Old Dhaka,condominium
69.34,1349.72,1192.98,1501.43,595.0,1000.0,240.0,1440.0,270.0,33.0,17.0,1993,31.28,220.23,15.47,4846849.0,2,3,2,5,42,1,13,True,True,True,True,False,True,True,False,18.0,east,inline,Mirpur 10,apartment
99.63,2783.53,2207.71,4182.65,245.0,760.0,480.0,430.0,790.0,13.0,11.0,2013,71.75,1037.95,55.61,19188109.25,3,6,5,1,1,0,2,True,True,True,False,True,False,False,True,32.0,north,dedicated,Shyamoli,duplex
101.9,2733.55,2405.7,4794.82,890.0,570.0,300.0,560.0,680.0,40.0,7.0,1986,94.49,721.17,28.31,17323900.14,3,4,4,1,1,0,3,False,True,True,True,True,False,False,False,60.0,north,dedicated,Motijheel,bungalow
46.88,772.42,692.55,872.42,1300.0,600.0,440.0,430.0,760.0,39.0,15.0,1987,14.51,153.59,6.32,2579111.68,1,1,1,10,55,3,13,True,False,True,True,True,False,False,False,38.0,west,inline,Wari,apartment
59.9,1080.45,863.52,1215.32,745.0,310.0,630.0,410.0,830.0,31.0,19.0,1995,31.25,225.67,8.64,3930930.87,3,3,3,10,75,1,24,True,False,True,False,True,True,True,False,37.0,north,inline,Tejgaon,condominium
82.27,1547.87,1292.36,1652.25,910.0,780.0,270.0,220.0,150.0,0.0,18.0,2026,52.81,363.91,18.23,10966643.85,3,3,3,3,57,0,29,True,False,False,True,True,True,False,False,69.0,south,dedicated,Kafrul,apartment
99.35,1468.56,1231.19,1595.4,985.0,1420.0,820.0,1480.0,1070.0,23.0,14.0,2003,33.77,364.13,19.5,5081786.84,3,4,3,15,82,3,24,True,False,False,False,False,False,True,True,34.0,south,dedicated,Tejgaon,apartment
97.15,1520.83,1175.78,1740.35,785.0,300.0,1200.0,440.0,370.0,3.0,17.0,2023,24.77,379.52,11.94,6443712.24,3,4,4,3,91,2,11,True,False,False,False,True,False,False,False,45.0,north,dedicated,Jatrabari,apartment
59.14,793.32,649.33,875.66,1215.0,850.0,420.0,320.0,660.0,20.0,20.0,2006,18.3,262.67,10.74,2910798.97,2,3,2,5,124,3,13,True,False,False,False,True,False,False,False,62.0,south,inline,Badda,condominium
137.65,1955.88,1493.44,2142.93,515.0,230.0,820.0,110.0,850.0,18.0,10.0,2008,77.55,793.93,22.12,12259623.94,3,3,3,5,33,3,16,True,False,False,True,False,True,True,False,63.0,south,dedicated,Motijheel,condominium
54.79,1573.96,1269.85,1779.47,810.0,820.0,210.0,550.0,1120.0,33.0,17.0,1993,30.6,518.99,20.38,5156304.72,3,4,4,6,112,0,16,True,False,True,False,True,False,False,False,33.0,north,dedicated,Wari,apartment
120.35,2557.06,2228.15,4291.42,565.0,70.0,290.0,140.0,60.0,17.0,21.0,2009,138.56,848.41,74.55,23731132.82,3,5,4,3,1,1,3,False,True,True,True,True,False,True,True,43.0,south,dedicated,Bashundhara,townhouse
48.67,826.49,720.8,955.61,1195.0,1340.0,1180.0,1120.0,430.0,40.0,22.0,1986,24.11,232.78,10.78,2707577.45,1,1,1,7,170,3,15,True,False,False,False,True,False,False,False,58.0,east,inline,Malibagh,apartment
339.6,4520.43,3825.28,6272.44,1355.0,1000.0,1010.0,770.0,650.0,5.0,18.0,2021,122.85,1335.28,55.9,22545638.85,3,7,6,4,1,2,4,False,False,True,False,False,False,False,False,39.0,south,dedicated,Lalbagh,bungalow
120.65,1861.44,1640.06,2179.55,535.0,290.0,940.0,860.0,500.0,26.0,14.0,2000,63.28,456.89,25.76,10195215.0,3,4,4,14,50,1,24,True,False,True,False,True,True,False,False,23.0,west,dedicated,Mohammedpur,condominium
184.48,4561.95,4037.08,7456.58,185.0,280.0,550.0,350.0,600.0,39.0,17.0,1987,261.12,1894.07,98.15,48690813.9,3,5,5,4,1,1,4,False,True,True,True,True,True,False,True,32.0,east,dedicated,Cantonment,villa
40.25,1000.34,824.42,1083.13,740.0,1290.0,820.0,700.0,690.0,21.0,22.0,2005,29.66,245.8,10.41,3617848.86,3,3,3,8,116,1,8,True,False,True,True,True,True,False,False,41.0,east,inline,Paltan,apartment
89.7,2015.38,1663.83,3093.12,595.0,270.0,260.0,1370.0,1040.0,4.0,8.0,2022,51.45,672.52,21.7,10092504.43,3,3,3,3,1,1,3,False,False,True,True,True,True,True,False,60.0,east,dedicated,Old Dhaka,duplex
30.0,781.24,593.67,920.27,1330.0,530.0,410.0,320.0,1340.0,15.0,9.0,2011,15.64,137.74,6.11,2900593.11,2,3,2,8,128,2,11,True,False,False,False,False,False,False,False,71.0,east,inline,Rampura,apartment
244.31,4589.87,3921.52,5203.12,525.0,320.0,330.0,670.0,790.0,5.0,19.0,2021,139.65,1233.06,74.67,40940633.46,3,5,4,8,180,2,10,True,False,False,False,True,True,False,False,73.0,north,dedicated,Shyamoli,penthouse
118.74,2161.69,1786.36,3570.62,690.0,1300.0,400.0,530.0,310.0,3.0,14.0,2023,56.8,534.54,21.0,10127739.71,3,5,4,4,1,3,4,False,False,False,False,True,False,False,False,27.0,west,dedicated,Tejgaon,duplex
35.65,1039.05,823.96,1242.46,120.0,70.0,550.0,190.0,200.0,26.0,16.0,2000,38.77,676.74,15.61,7847454.73,3,4,3,14,124,1,24,True,False,True,True,True,False,False,True,23.0,north,inline,Uttara,apartment
191.92,3883.01,3297.77,6268.1,440.0,390.0,450.0,640.0,280.0,29.0,17.0,1997,161.97,1995.2,74.69,34859690.81,3,6,5,1,1,3,3,False,False,False,True,True,True,False,True,60.0,west,dedicated,Baridhara,triplex
154.96,2021.58,1603.0,2331.01,230.0,360.0,320.0,540.0,870.0,22.0,19.0,2004,70.79,553.46,25.19,11299956.66,3,4,4,14,95,3,15,False,False,True,True,True,True,False,False,54.0,south,dedicated,Kafrul,condominium
182.94,3112.33,2579.21,5006.52,720.0,270.0,140.0,320.0,770.0,16.0,6.0,2010,92.02,1191.27,45.88,19627262.13,3,7,6,2,1,0,4,False,False,True,True,True,True,False,False,49.0,south,dedicated,Kalabagan,townhouse
122.29,2644.97,2111.17,3881.79,140.0,180.0,380.0,500.0,380.0,20.0,21.0,2006,77.85,951.28,46.68,18031285.7,3,7,6,2,1,0,2,True,True,False,True,True,True,True,False,16.0,south,dedicated,Motijheel,duplex
74.56,949.08,807.86,1067.08,1180.0,940.0,730.0,960.0,1000.0,0.0,23.0,2026,23.72,145.84,10.05,3986124.92,2,2,2,18,153,1,21,False,False,True,False,True,False,False,False,14.0,east,inline,Rampura,apartment
34.78,831.65,747.85,898.79,965.0,330.0,1280.0,450.0,880.0,31.0,22.0,1995,24.62,209.91,7.31,2803080.51,2,2,2,16,146,3,18,True,False,False,False,False,True,False,False,72.0,east,inline,Wari,apartment
113.44,2947.46,2530.03,4170.87,215.0,400.0,260.0,670.0,480.0,33.0,22.0,1993,96.95,1802.84,66.0,24633736.48,3,5,5,1,1,3,1,False,True,True,False,True,False,False,True,44.0,west,dedicated,Banani,duplex
138.47,2455.9,2011.47,4658.64,985.0,800.0,660.0,1100.0,240.0,23.0,11.0,2003,61.12,442.84,26.22,8736629.87,3,6,5,1,1,2,1,False,False,True,False,True,False,False,True,59.0,south,dedicated,Khilgaon,townhouse
149.21,2246.63,2007.73,3804.22,265.0,230.0,900.0,1270.0,580.0,5.0,15.0,2021,61.61,487.76,23.43,10156265.42,3,4,4,3,1,1,4,False,False,True,False,False,False,True,False,19.0,west,dedicated,Khilgaon,townhouse
367.62,5934.68,4783.16,11464.79,230.0,440.0,170.0,470.0,260.0,37.0,20.0,1989,251.66,2302.46,92.39,54800827.1,3,4,4,1,1,3,4,True,True,True,True,True,False,False,True,52.0,north,dedicated,Banani,triplex
