Split,Id,MSZoning,LotArea,Street,Utilities,LandSlope,HouseStyle,YearBuilt,YearRemodAdd,RoofStyle,Foundation,TotalBsmtSF,Heating,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,PavedDrive,OpenPorchSF,EnclosedPorch,PoolArea,MiscFeature,SalePrice,Electtrical
labeled,118,RL,8461,Pave,AllPub,Gtl,2Story,2005.0,2006,Gable,PConc,728,GasA,Y,SBrkr,728,728,1456,0,2,3,1,8,1,Attchd,2005.0,Fin,2,390,Y,24,0,0,,163990.0,
labeled,119,RM,10300,Pave,AllPub,Gtl,2Story,1921.0,1950,Gable,BrkTil,576,GasA,Y,SBrkr,902,808,1710,0,2,3,1,9,0,Detchd,1990.0,Unf,2,480,Y,11,64,0,,140000.0,
labeled,120,RL,164660,Grvl,AllPub,Sev,1.5Fin,1965.0,1965,Gable,CBlock,1499,GasA,Y,SBrkr,1619,167,1786,2,2,3,1,7,2,Attchd,1965.0,Fin,2,529,Y,0,0,0,Shed,228950.0,
labeled,121,RH,7082,Pave,AllPub,Gtl,2Story,1916.0,1995,Gable,PConc,686,GasA,Y,SBrkr,948,980,1928,0,2,5,2,10,0,,,,0,0,N,0,228,0,,160000.0,
labeled,122,RL,7558,Pave,AllPub,Gtl,1.5Fin,1928.0,1950,Gable,BrkTil,896,GasA,Y,SBrkr,1172,741,1913,0,1,3,1,9,1,Detchd,1929.0,Unf,2,342,Y,0,0,0,,177000.0,
labeled,123,RL,9600,Pave,AllPub,Gtl,1Story,1950.0,1995,Gable,CBlock,1067,GasA,Y,SBrkr,1067,0,1067,0,2,2,1,4,0,Attchd,1996.0,Unf,2,436,Y,0,0,0,,128000.0,
labeled,124,RL,7931,Pave,AllPub,Gtl,1Story,1960.0,1960,Gable,CBlock,1269,GasA,Y,FuseA,1269,0,1269,0,1,3,1,6,1,Detchd,1964.0,Unf,1,308,Y,0,0,0,,155000.0,
labeled,125,RL,11120,Pave,AllPub,Gtl,1Story,1984.0,1984,Gable,PConc,1232,GasA,Y,SBrkr,1232,0,1232,0,2,3,1,6,0,Attchd,1984.0,Unf,2,516,Y,0,0,0,,162500.0,
labeled,126,RM,4426,Pave,AllPub,Gtl,1Story,2004.0,2004,Gable,PConc,848,GasA,Y,SBrkr,848,0,848,1,1,1,1,3,0,Attchd,2004.0,RFn,2,420,Y,0,0,0,,143000.0,
labeled,127,RL,7018,Pave,AllPub,Gtl,1Story,1979.0,1979,Gable,Slab,0,GasA,Y,SBrkr,1535,0,1535,0,2,4,2,8,0,Attchd,1979.0,Unf,2,400,Y,0,0,0,,118858.0,
labeled,128,RM,3675,Pave,AllPub,Gtl,SLvl,2005.0,2005,Gable,PConc,547,GasA,Y,SBrkr,1072,0,1072,1,1,2,1,5,0,Basment,2005.0,RFn,2,525,Y,28,0,0,,148000.0,
labeled,129,RM,5500,Pave,AllPub,Gtl,1.5Fin,1929.0,2001,Gable,BrkTil,926,GasA,Y,SBrkr,926,0,1316,1,1,3,1,6,0,Detchd,1974.0,Unf,2,484,Y,0,0,0,,130000.0,
labeled,130,RL,7438,Pave,AllPub,Gtl,1.5Fin,1908.0,1991,Gable,PConc,504,GasA,Y,SBrkr,936,316,1252,0,1,3,1,5,0,Attchd,1986.0,Unf,2,576,Y,0,0,0,,127000.0,
labeled,131,RL,10659,Pave,AllPub,Gtl,1Story,1961.0,1961,Hip,CBlock,1050,GasA,Y,SBrkr,1050,0,1050,1,1,3,1,6,0,Attchd,1961.0,Unf,1,368,Y,319,0,0,,136500.0,
labeled,132,RL,10832,Pave,AllPub,Gtl,2Story,1994.0,1996,Gable,PConc,712,GasA,Y,SBrkr,1086,809,1895,0,2,3,1,7,1,Attchd,1994.0,Fin,2,409,Y,46,0,0,Shed,194500.0,
labeled,133,RL,6600,Pave,AllPub,Gtl,1Story,1962.0,1962,Hip,CBlock,894,GasA,N,SBrkr,894,0,894,0,1,2,1,5,0,Detchd,1962.0,Unf,1,308,Y,0,0,0,,109500.0,
labeled,134,RL,11361,Pave,AllPub,Gtl,1Story,1976.0,1976,Gable,CBlock,1193,GasA,Y,SBrkr,1523,0,1523,0,2,3,1,7,1,Attchd,1976.0,Fin,2,478,Y,0,0,0,,180000.0,
labeled,135,RM,6402,Pave,AllPub,Gtl,2Story,1920.0,1950,Gable,PConc,596,GasA,N,SBrkr,596,596,1192,0,1,3,1,6,0,Detchd,1920.0,Unf,1,189,N,0,137,0,,78000.0,
labeled,136,RM,7740,Pave,AllPub,Gtl,2Story,1910.0,1950,Gable,CBlock,622,GasA,Y,SBrkr,741,622,1363,0,1,3,1,6,0,Detchd,1966.0,Unf,2,528,Y,0,0,0,,125500.0,
labeled,137,RL,9760,Pave,AllPub,Mod,2Story,1964.0,1993,Hip,CBlock,822,GasA,Y,SBrkr,1020,831,1851,0,2,3,1,7,1,Attchd,1964.0,RFn,2,440,Y,42,0,0,,187000.0,
labeled,138,RL,9808,Pave,AllPub,Gtl,1Story,2002.0,2002,Gable,PConc,1573,GasA,Y,SBrkr,1573,0,1573,1,2,3,1,6,0,Attchd,2002.0,RFn,2,544,Y,72,0,0,,227000.0,
labeled,139,RL,13031,Pave,AllPub,Gtl,2Story,1995.0,1996,Gable,PConc,691,GasA,Y,SBrkr,691,807,1498,0,2,3,1,6,1,Attchd,1995.0,Fin,2,409,Y,44,0,0,,187500.0,
labeled,140,RL,9600,Pave,AllPub,Gtl,SLvl,1955.0,1996,Hip,CBlock,992,GasA,Y,SBrkr,1661,0,1661,1,1,3,1,8,1,BuiltIn,1955.0,RFn,1,377,Y,28,0,0,,165500.0,
labeled,141,RL,9382,Pave,AllPub,Gtl,1Story,1999.0,2000,Gable,PConc,1468,GasA,Y,SBrkr,1479,0,1479,0,2,3,1,6,0,Attchd,1999.0,RFn,2,577,Y,25,0,0,,191000.0,
labeled,142,RL,11500,Pave,AllPub,Gtl,1Story,1976.0,1976,Gable,CBlock,1680,GasA,Y,SBrkr,1680,0,1680,0,2,4,2,8,0,Detchd,1976.0,Unf,2,528,Y,0,0,0,,136905.0,
labeled,143,RL,7763,Pave,AllPub,Gtl,1Story,1962.0,1980,Gable,CBlock,931,GasA,Y,SBrkr,1283,0,1283,1,1,3,1,6,0,Detchd,1980.0,Unf,2,506,Y,0,0,0,,140000.0,
labeled,144,RM,6120,Pave,AllPub,Gtl,1Story,1936.0,1950,Gable,BrkTil,264,Grav,N,FuseA,800,0,800,0,1,1,1,4,1,,,,0,0,N,0,0,0,,60000.0,
labeled,145,RL,8335,Pave,AllPub,Gtl,1Story,1954.0,1954,Gable,Slab,0,GasA,Y,SBrkr,1124,0,1124,0,1,3,1,5,1,,,,0,0,N,36,190,0,,93000.0,
labeled,146,RM,1680,Pave,AllPub,Gtl,2Story,1971.0,1971,Gable,CBlock,672,GasA,Y,SBrkr,672,546,1218,0,1,3,1,7,0,,,,0,0,N,0,0,0,,91500.0,
labeled,147,RL,9066,Pave,AllPub,Gtl,2Story,1999.0,2000,Gable,PConc,1004,GasA,Y,SBrkr,1004,848,1852,0,2,3,1,7,2,Attchd,1999.0,Fin,3,660,Y,106,0,0,,230000.0,
labeled,148,RL,21872,Pave,AllPub,Gtl,2Story,1996.0,1997,Gable,PConc,729,GasA,Y,SBrkr,729,717,1446,0,2,3,1,6,1,Attchd,1996.0,Unf,2,406,Y,22,0,0,,175000.0,
labeled,149,RL,10800,Pave,AllPub,Gtl,2Story,1900.0,2000,Gable,BrkTil,0,GasA,N,FuseA,694,600,1294,0,2,3,2,7,0,,,,0,0,N,114,210,0,,106250.0,
labeled,150,RL,13286,Pave,AllPub,Gtl,1Story,2007.0,2008,Hip,PConc,1698,GasA,Y,,1698,0,1698,1,2,3,1,8,1,Attchd,2007.0,Fin,3,768,Y,64,0,0,,320000.0,
labeled,151,RM,4500,Pave,AllPub,Gtl,1Story,1998.0,1998,Hip,PConc,1216,GasA,Y,SBrkr,1216,0,1216,1,2,2,1,5,0,Attchd,1998.0,Unf,2,402,Y,125,0,0,,164000.0,
labeled,152,RM,10800,Pave,AllPub,Gtl,1.5Fin,1915.0,1950,Gable,PConc,686,GasA,Y,SBrkr,966,686,1652,1,2,4,1,7,0,Detchd,1961.0,Unf,1,416,Y,0,196,0,Shed,139000.0,
labeled,153,RL,11478,Pave,AllPub,Gtl,1Story,2007.0,2008,Gable,PConc,1704,GasA,Y,SBrkr,1704,0,1704,1,2,3,1,7,1,Attchd,2008.0,RFn,3,772,Y,50,0,0,,306000.0,
labeled,154,RL,10237,Pave,AllPub,Gtl,1Story,2005.0,2006,Gable,PConc,1316,GasA,Y,SBrkr,1316,0,1316,0,2,3,1,6,1,Attchd,2005.0,Fin,2,397,Y,0,0,0,,169990.0,
labeled,155,RL,9819,Pave,AllPub,Gtl,1Story,1967.0,1967,Gable,CBlock,882,GasA,Y,SBrkr,900,0,900,0,1,3,1,5,0,Detchd,1970.0,Unf,1,280,Y,0,0,0,,122000.0,
labeled,156,RL,10769,Pave,AllPub,Gtl,2Story,2007.0,2007,Gable,PConc,866,GasA,Y,SBrkr,866,902,1768,0,2,3,1,7,0,Attchd,2007.0,RFn,2,578,Y,105,0,0,,212000.0,
labeled,157,RL,10991,Pave,AllPub,Gtl,1Story,2007.0,2007,Gable,PConc,1571,GasA,Y,,1571,0,1571,0,2,3,1,7,1,Attchd,2007.0,Fin,3,722,Y,36,0,0,,239000.0,
labeled,158,RM,6000,Pave,AllPub,Gtl,1Story,1948.0,1950,Gable,CBlock,789,GasA,Y,SBrkr,789,0,789,0,1,2,1,5,0,Detchd,1948.0,Unf,1,250,Y,0,0,0,,115000.0,
labeled,159,RM,4571,Pave,AllPub,Gtl,2Story,1916.0,1950,Gable,BrkTil,624,GasA,N,SBrkr,624,720,1344,0,1,4,1,7,0,Detchd,1916.0,Unf,3,513,Y,0,96,0,,98000.0,
labeled,160,RL,4920,Pave,AllPub,Gtl,1Story,2001.0,2001,Gable,PConc,1338,GasA,Y,SBrkr,1338,0,1338,1,2,2,1,6,0,Attchd,2001.0,Fin,2,582,Y,0,170,0,,213500.0,
labeled,161,RL,3182,Pave,AllPub,Gtl,1Story,2005.0,2006,Gable,PConc,1373,GasA,Y,SBrkr,1555,0,1555,0,2,2,1,7,1,Attchd,2005.0,Fin,2,430,Y,20,0,0,,192500.0,
labeled,162,RL,9101,Pave,AllPub,Gtl,SFoyer,1978.0,1978,Gable,PConc,1097,GasA,Y,SBrkr,1110,0,1110,1,1,1,1,4,1,Attchd,1978.0,Fin,2,602,Y,30,0,0,,165500.0,
labeled,163,RL,8800,Pave,AllPub,Gtl,1Story,1977.0,2008,Gable,CBlock,1040,GasA,Y,SBrkr,1040,0,1040,0,2,3,1,5,0,Detchd,1977.0,Unf,2,484,Y,0,0,0,,150500.0,
labeled,164,RL,12160,Pave,AllPub,Gtl,1Story,1959.0,1959,Hip,CBlock,1188,GasA,Y,SBrkr,1188,0,1188,1,1,3,1,6,0,Attchd,1959.0,RFn,2,531,Y,0,0,0,,142000.0,
labeled,165,RL,12420,Pave,AllPub,Gtl,2Story,2001.0,2001,Gable,PConc,944,GasA,Y,SBrkr,944,896,1840,1,2,3,1,6,0,Attchd,2001.0,RFn,2,622,Y,45,0,0,,230000.0,
labeled,166,RL,34650,Pave,AllPub,Gtl,1Story,1955.0,1955,Hip,CBlock,1056,GasA,N,SBrkr,1056,0,1056,1,1,3,1,5,0,Attchd,1955.0,Fin,2,572,Y,0,0,0,,145000.0,
labeled,167,RL,10496,Pave,AllPub,Gtl,1.5Fin,1949.0,1950,Gable,CBlock,1040,GasA,Y,SBrkr,1168,678,1846,0,2,3,1,7,1,Attchd,1949.0,Unf,1,315,Y,0,0,0,,143000.0,
labeled,168,FV,3735,Pave,AllPub,Gtl,2Story,1999.0,1999,Hip,PConc,691,GasA,Y,SBrkr,713,739,1452,1,2,3,1,6,0,Detchd,1999.0,Unf,2,506,Y,34,0,0,,183900.0,
labeled,169,RL,16157,Pave,AllPub,Gtl,SLvl,1978.0,1978,Gable,PConc,1360,GasA,Y,SBrkr,1432,0,1432,1,1,2,1,5,1,Attchd,1978.0,Unf,2,588,Y,180,0,0,,194000.0,
labeled,170,RL,8973,Pave,AllPub,Gtl,1Story,1958.0,1991,Gable,CBlock,1008,GasA,Y,FuseA,1053,0,1053,0,1,3,1,6,0,2Types,1998.0,RFn,2,750,Y,80,0,0,,150000.0,
labeled,171,RL,8700,Pave,AllPub,Gtl,1Story,1963.0,1963,Hip,CBlock,1120,GasA,Y,SBrkr,1128,0,1128,1,2,3,1,6,0,Attchd,1963.0,RFn,2,525,Y,20,123,0,,155000.0,
labeled,172,RM,6240,Pave,AllPub,Gtl,1.5Fin,1934.0,1950,Gable,PConc,816,GasA,Y,SBrkr,816,0,1176,0,1,3,1,6,1,Detchd,1985.0,Unf,2,528,Y,0,0,0,Shed,114500.0,
labeled,173,RL,9144,Pave,AllPub,Gtl,1.5Fin,1940.0,1982,Gable,CBlock,883,GasA,Y,SBrkr,988,517,1505,1,1,3,1,8,0,Detchd,1940.0,Unf,1,240,N,0,0,0,,145000.0,
labeled,174,RH,7800,Pave,AllPub,Gtl,1Story,1965.0,1965,Gable,CBlock,828,GasA,Y,SBrkr,965,0,965,1,1,3,1,6,0,Detchd,1979.0,Unf,1,300,Y,0,0,0,,119900.0,
labeled,175,RL,8846,Pave,AllPub,Gtl,2Story,2005.0,2006,Gable,PConc,750,GasA,Y,SBrkr,750,750,1500,0,2,3,1,6,0,Attchd,2005.0,RFn,2,564,Y,35,0,0,,173900.0,
labeled,176,RL,7200,Pave,AllPub,Gtl,1Story,1972.0,1972,Gable,CBlock,780,GasA,Y,SBrkr,780,0,780,0,1,2,1,4,0,Detchd,1973.0,Unf,1,352,Y,0,0,0,,124900.0,
labeled,177,RL,16059,Pave,AllPub,Gtl,2Story,1991.0,1992,Hip,CBlock,1288,GasA,Y,SBrkr,1301,1116,2417,0,2,4,1,9,1,Attchd,1991.0,Unf,2,462,Y,82,0,0,,260000.0,
labeled,178,RL,10240,Pave,AllPub,Gtl,2Story,2005.0,2005,Gable,PConc,1030,GasA,Y,SBrkr,1038,1060,2098,0,2,3,1,8,1,Attchd,2005.0,RFn,3,878,Y,52,0,0,,275500.0,
labeled,179,RL,11207,Pave,AllPub,Gtl,2Story,1997.0,1997,Gable,PConc,802,GasA,Y,SBrkr,802,709,1511,1,2,3,1,8,1,Attchd,1997.0,Fin,2,413,Y,75,0,0,,185000.0,
labeled,180,RL,6951,Pave,AllPub,Gtl,1Story,1984.0,1985,Gable,CBlock,876,GasA,Y,SBrkr,923,0,923,1,1,3,1,5,0,Attchd,1984.0,Unf,1,264,Y,0,0,0,,119500.0,
labeled,181,RL,8777,Pave,AllPub,Gtl,1Story,1910.0,1950,Gable,CBlock,796,GasA,Y,FuseA,796,0,796,0,1,2,1,4,0,,,,0,0,P,0,164,0,,85000.0,
labeled,182,RM,12665,Pave,AllPub,Gtl,1.5Fin,1915.0,1950,Gable,BrkTil,876,GasA,Y,SBrkr,876,540,1416,0,1,4,1,7,1,Detchd,1949.0,Unf,3,720,Y,0,194,0,,153900.0,
labeled,183,RL,3010,Pave,AllPub,Gtl,1Story,2005.0,2006,Gable,PConc,1248,GasA,Y,SBrkr,1248,0,1248,0,2,2,1,5,0,Attchd,2005.0,Fin,2,438,Y,0,0,0,,167240.0,
labeled,184,RL,8935,Pave,AllPub,Gtl,2Story,2002.0,2002,Gable,PConc,831,GasA,Y,SBrkr,831,829,1660,0,2,3,1,7,0,Attchd,2002.0,RFn,2,493,Y,68,0,0,,195000.0,
labeled,185,RL,7800,Pave,AllPub,Gtl,1Story,1967.0,2004,Hip,PConc,864,GasA,Y,SBrkr,899,0,899,0,1,3,1,5,0,Attchd,1967.0,Fin,1,288,Y,0,0,0,,130000.0,
labeled,186,RL,8877,Pave,AllPub,Mod,1Story,1938.0,1958,Gable,CBlock,816,GasA,Y,SBrkr,816,0,816,1,1,2,1,3,1,Detchd,1958.0,Unf,1,288,Y,0,0,0,,100000.0,
labeled,187,RM,4435,Pave,AllPub,Gtl,1Story,2003.0,2004,Gable,PConc,848,GasA,Y,SBrkr,848,0,848,1,1,1,1,4,0,Attchd,2003.0,Fin,2,420,Y,0,0,0,,144000.0,
labeled,188,RL,11553,Pave,AllPub,Gtl,1Story,1968.0,1968,Hip,CBlock,1051,GasA,Y,SBrkr,1159,0,1159,0,1,3,1,7,1,Attchd,1968.0,Unf,1,336,Y,0,0,0,,158000.0,
labeled,189,RL,9938,Pave,AllPub,Gtl,2Story,1993.0,1994,Gable,PConc,1050,GasA,Y,SBrkr,1062,887,1949,1,2,3,1,8,1,Attchd,1993.0,Fin,2,574,Y,90,0,0,,236000.0,
labeled,190,RL,11838,Pave,AllPub,Gtl,1Story,2001.0,2001,Hip,PConc,1753,GasA,Y,SBrkr,1788,0,1788,0,2,3,1,7,1,Attchd,2001.0,RFn,2,522,Y,151,0,0,,236500.0,
labeled,191,RL,9790,Pave,AllPub,Gtl,1Story,1967.0,1967,Gable,CBlock,1372,GasA,Y,SBrkr,1342,0,1342,0,2,3,1,7,1,Attchd,1967.0,Unf,2,457,Y,0,0,0,,161500.0,
labeled,192,RL,7200,Pave,AllPub,Gtl,1Story,1950.0,1950,Hip,CBlock,0,GasA,Y,FuseF,1040,0,1040,0,1,2,1,5,0,Detchd,1950.0,Unf,2,625,Y,0,0,0,,109500.0,
labeled,193,RL,7340,Pave,AllPub,Gtl,1Story,1971.0,1971,Gable,CBlock,858,GasA,Y,SBrkr,858,0,858,0,1,2,1,4,0,Detchd,1979.0,Unf,1,684,Y,0,0,0,,110000.0,
labeled,194,RL,13101,Pave,AllPub,Gtl,1Story,1965.0,1965,Gable,CBlock,1728,GasA,Y,SBrkr,1728,0,1728,0,2,6,2,10,0,Detchd,1987.0,Unf,2,576,Y,0,0,0,,142600.0,
labeled,195,RL,6305,Pave,AllPub,Gtl,1Story,1938.0,1950,Gable,PConc,920,GasA,Y,SBrkr,954,0,954,0,1,2,1,5,1,Basment,1938.0,Unf,1,240,Y,0,0,0,,119750.0,
labeled,196,RL,9554,Pave,AllPub,Gtl,2Story,1993.0,1994,Gable,PConc,777,GasA,Y,SBrkr,1065,846,1911,0,2,3,1,8,1,Attchd,1993.0,RFn,2,471,Y,81,0,0,,215000.0,
labeled,197,RL,7590,Pave,AllPub,Gtl,2Story,1962.0,1962,Gable,CBlock,864,GasA,Y,SBrkr,876,936,1812,0,2,4,1,8,1,Attchd,1962.0,RFn,1,264,Y,168,0,0,,169500.0,
labeled,198,RL,12589,Pave,AllPub,Gtl,2Story,2005.0,2005,Gable,PConc,742,GasA,Y,SBrkr,742,742,1484,0,2,3,1,8,1,Attchd,2005.0,Fin,2,390,Y,24,0,0,,174000.0,
labeled,199,FV,10207,Pave,AllPub,Gtl,2Story,2007.0,2007,Gable,PConc,874,GasA,Y,SBrkr,874,887,1761,0,3,3,1,7,0,Attchd,2007.0,Fin,2,578,Y,105,0,0,,227875.0,
labeled,200,RM,1526,Pave,AllPub,Gtl,SFoyer,1970.0,2002,Gable,CBlock,630,GasA,Y,SBrkr,630,0,630,1,1,1,1,3,0,Attchd,1970.0,Unf,1,286,Y,0,0,0,,86000.0,
labeled,201,RL,7700,Pave,AllPub,Gtl,2Story,1966.0,1966,Gable,CBlock,756,GasA,Y,SBrkr,1051,788,1839,0,1,4,1,7,1,Attchd,1966.0,Unf,2,442,Y,124,216,0,,155000.0,
labeled,202,RL,7207,Pave,AllPub,Gtl,1Story,1958.0,2008,Gable,CBlock,858,GasA,Y,SBrkr,858,0,858,1,1,2,1,4,0,,,,0,0,Y,0,0,0,,116500.0,
labeled,203,RL,9464,Pave,AllPub,Gtl,1Story,1958.0,1958,Hip,CBlock,1080,GasA,Y,SBrkr,1080,0,1080,0,1,3,1,5,0,Attchd,1958.0,Unf,1,288,Y,0,0,0,,136000.0,
labeled,204,RL,6342,Pave,AllPub,Gtl,1.5Fin,1875.0,1996,Gable,CBlock,780,GasA,N,SBrkr,780,240,1020,0,1,2,1,6,0,,,,0,0,N,0,176,0,,94000.0,
labeled,205,RL,11160,Pave,AllPub,Gtl,1Story,1968.0,1968,Hip,CBlock,2110,GasA,Y,SBrkr,2110,0,2110,1,2,3,1,8,2,Attchd,1968.0,Fin,2,522,Y,0,0,0,,244000.0,
labeled,206,RL,10562,Pave,AllPub,Gtl,2Story,2007.0,2007,Gable,PConc,1582,GasA,Y,SBrkr,1610,551,2161,1,1,3,1,8,1,Attchd,2007.0,Fin,3,789,Y,120,0,0,,325624.0,
labeled,207,RL,12640,Pave,AllPub,Gtl,1Story,1976.0,1976,Gable,CBlock,1728,GasA,Y,SBrkr,1728,0,1728,0,2,4,2,8,0,Attchd,1976.0,Unf,2,574,Y,0,0,0,,150900.0,
labeled,208,RL,7000,Pave,AllPub,Gtl,1.5Fin,1924.0,1950,Gable,BrkTil,617,GasA,Y,SBrkr,865,445,1310,0,2,2,1,6,0,Attchd,1924.0,Unf,1,398,Y,0,126,0,,112000.0,
labeled,209,RM,9142,Pave,AllPub,Gtl,2Story,1910.0,1950,Gable,Stone,1020,GasA,N,FuseP,908,1020,1928,0,2,4,2,9,0,Detchd,1910.0,Unf,1,440,Y,60,112,0,,137000.0,
labeled,210,RL,8499,Pave,AllPub,Gtl,2Story,2006.0,2007,Gable,PConc,616,GasA,Y,SBrkr,616,796,1412,0,2,3,1,6,1,BuiltIn,2007.0,Fin,2,432,Y,36,0,0,,156932.0,
labeled,211,RL,11841,Grvl,AllPub,Gtl,SFoyer,1990.0,1990,Gable,CBlock,816,GasA,Y,SBrkr,816,0,816,1,1,3,1,5,0,,,,0,0,Y,32,0,0,,118500.0,
labeled,212,RL,8172,Pave,AllPub,Gtl,1.5Fin,1954.0,1972,Gable,PConc,941,GasA,Y,SBrkr,997,473,1470,0,2,4,1,7,0,Detchd,1958.0,Unf,1,548,Y,0,0,0,,135000.0,
labeled,213,RL,8400,Pave,AllPub,Gtl,1Story,1962.0,2005,Gable,CBlock,1319,GasA,Y,SBrkr,1537,0,1537,1,1,3,1,7,1,Attchd,1962.0,RFn,2,462,Y,36,0,0,,174000.0,
labeled,214,RL,9735,Pave,AllPub,Gtl,SLvl,2006.0,2007,Gable,PConc,384,GasA,Y,,754,640,1394,0,2,3,1,7,0,BuiltIn,2007.0,Fin,2,400,Y,0,0,0,,167500.0,
labeled,215,RM,10440,Pave,AllPub,Gtl,2Story,1910.0,1981,Gable,PConc,440,GasA,Y,SBrkr,682,548,1230,0,1,2,1,5,0,Detchd,1966.0,Unf,2,440,Y,0,128,0,,110000.0,
labeled,216,RL,7590,Pave,AllPub,Gtl,2Story,1966.0,1966,Gable,CBlock,660,GasA,Y,SBrkr,660,688,1348,0,1,3,1,6,1,Attchd,1966.0,RFn,2,453,Y,108,0,0,,155000.0,
labeled,217,RH,6629,Pave,AllPub,Gtl,2Story,1925.0,1950,Gambrel,BrkTil,672,GasA,N,SBrkr,697,672,1369,1,2,3,1,6,0,Detchd,1930.0,Unf,1,300,Y,0,0,0,,103600.0,
labeled,218,RL,10463,Pave,AllPub,Gtl,2Story,2005.0,2005,Gable,PConc,893,GasA,Y,SBrkr,901,900,1801,0,2,3,1,8,1,Attchd,2005.0,Fin,3,800,Y,116,0,0,,239900.0,
labeled,219,FV,11216,Pave,AllPub,Gtl,1Story,2006.0,2006,Gable,PConc,1489,GasA,Y,SBrkr,1489,0,1489,0,2,3,1,7,1,Attchd,2006.0,RFn,2,776,Y,140,0,0,,232600.0,
labeled,220,RL,12046,Pave,AllPub,Gtl,2Story,1976.0,1976,Gable,CBlock,848,GasA,Y,SBrkr,1118,912,2030,0,2,4,1,8,1,Attchd,1976.0,Fin,2,551,Y,224,0,0,,195000.0,
labeled,221,RL,7134,Pave,AllPub,Mod,SLvl,1955.0,1955,Gable,CBlock,384,GasA,Y,SBrkr,1360,0,1360,0,1,3,1,6,1,Detchd,1962.0,Unf,2,572,Y,50,0,0,,130000.0,
labeled,222,RL,13125,Pave,AllPub,Mod,1Story,1997.0,1998,Gable,PConc,1478,GasA,Y,SBrkr,1493,0,1493,1,2,3,1,7,1,Attchd,1997.0,Fin,2,508,Y,39,0,0,,208900.0,
labeled,223,RL,10000,Pave,AllPub,Gtl,1Story,1961.0,1983,Hip,CBlock,864,GasA,Y,SBrkr,1144,0,1144,1,1,3,1,6,1,Attchd,1961.0,RFn,1,264,Y,0,0,0,Shed,131400.0,
labeled,224,RL,8339,Pave,AllPub,Gtl,1Story,1959.0,1959,Gable,Slab,0,GasA,Y,SBrkr,882,0,882,0,1,3,1,5,0,Attchd,1959.0,RFn,1,294,Y,0,0,0,Shed,106500.0,
labeled,225,RL,10625,Pave,AllPub,Gtl,SFoyer,1974.0,1974,Gable,CBlock,1053,GasA,Y,SBrkr,1173,0,1173,1,2,3,1,6,2,Attchd,1974.0,RFn,2,528,Y,120,0,0,,170000.0,
labeled,226,RL,9416,Pave,AllPub,Gtl,1Story,2007.0,2007,Hip,PConc,1726,GasA,Y,SBrkr,1726,0,1726,1,2,3,1,8,1,Attchd,2007.0,Fin,3,786,Y,138,0,0,,311872.0,
labeled,227,RM,1890,Pave,AllPub,Gtl,2Story,1973.0,1973,Gable,CBlock,672,GasA,Y,SBrkr,672,546,1218,0,1,3,1,7,0,Detchd,1973.0,Unf,1,264,Y,28,0,0,,113000.0,
labeled,228,RL,9100,Pave,AllPub,Gtl,1Story,1958.0,1958,Gable,CBlock,864,GasA,Y,SBrkr,864,0,864,1,1,3,1,5,0,Detchd,1964.0,Unf,2,624,Y,0,0,0,,129900.0,
labeled,229,RM,4456,Pave,AllPub,Gtl,2Story,1920.0,2008,Gable,BrkTil,736,GasA,Y,SBrkr,736,716,1452,0,2,2,3,8,0,,,,0,0,N,0,102,0,,113000.0,
labeled,230,RM,8765,Pave,AllPub,Gtl,1Story,1936.0,1950,Gable,BrkTil,951,GasA,N,SBrkr,951,0,951,0,1,2,1,6,0,Detchd,1936.0,Unf,1,327,Y,28,0,0,,106500.0,
labeled,231,RL,7599,Pave,AllPub,Gtl,1Story,1982.0,2006,Gable,CBlock,845,GasA,Y,SBrkr,845,0,845,1,1,2,1,4,0,Detchd,1987.0,Unf,2,360,Y,0,0,0,,129500.0,
labeled,232,RL,7758,Pave,AllPub,Gtl,1Story,1962.0,2001,Gable,CBlock,999,GasA,Y,SBrkr,999,0,999,1,1,3,1,6,0,Detchd,1963.0,Unf,1,264,Y,132,0,0,,132500.0,
labeled,233,RM,2016,Pave,AllPub,Gtl,2Story,1970.0,1970,Gable,CBlock,630,GasA,Y,SBrkr,630,672,1302,0,2,3,1,6,0,Detchd,1970.0,Unf,2,440,Y,0,0,0,,106000.0,
labeled,234,RM,5784,Pave,AllPub,Gtl,1Story,1938.0,1996,Gable,BrkTil,190,GasA,Y,FuseA,886,0,886,0,1,2,1,4,0,Attchd,1938.0,Unf,1,273,Y,20,80,0,,91300.0,
labeled,235,RL,7711,Pave,AllPub,Gtl,1Story,1977.0,1977,Gable,PConc,1440,GasA,Y,SBrkr,1440,0,1440,2,2,4,2,8,0,,,,0,0,N,0,0,0,,150000.0,
labeled,236,RM,12358,Pave,AllPub,Gtl,1.5Fin,1941.0,1950,Gable,CBlock,720,GasA,Y,SBrkr,854,0,1382,0,1,2,1,7,0,Detchd,1991.0,Unf,2,660,Y,0,0,0,,128500.0,
labeled,237,RL,10594,Pave,AllPub,Gtl,1.5Unf,1926.0,1950,Gable,BrkTil,768,Grav,N,SBrkr,789,0,789,0,1,2,1,5,0,Detchd,1926.0,Unf,1,200,Y,0,112,0,,96500.0,
