id,split,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,was_contacted_before,campaign_intensity,age_group,quarter
1051,labeled,34,management,married,tertiary,no,-79.0,yes,no,cellular,11,jul,90.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q3
1052,labeled,38,admin.,married,tertiary,no,659.0,yes,yes,cellular,31,jul,129.0,2,-1,0,unknown,no,0,2.0,adulto_joven,Q3
1053,labeled,52,technician,married,secondary,no,123.0,no,no,cellular,28,aug,16.0,20,-1,0,unknown,no,0,20.0,adulto,Q3
1054,labeled,30,self-employed,married,secondary,no,1771.0,yes,no,cellular,13,apr,158.0,4,-1,0,unknown,no,0,4.0,joven,Q2
1055,labeled,32,management,married,tertiary,no,2353.0,no,no,cellular,14,aug,134.0,5,-1,0,unknown,no,0,5.0,adulto_joven,Q3
1056,labeled,57,blue-collar,married,primary,no,284.0,no,yes,cellular,7,jul,261.0,12,-1,0,unknown,no,0,12.0,adulto,Q3
1057,labeled,43,blue-collar,married,secondary,no,10900.0,yes,no,cellular,15,may,66.0,2,-1,0,unknown,no,0,2.0,adulto_joven,Q2
1058,labeled,46,management,single,primary,no,536.0,no,no,cellular,17,jun,118.0,3,-1,0,unknown,no,0,3.0,adulto,Q2
1059,labeled,32,management,single,tertiary,no,2620.0,no,no,cellular,28,aug,77.0,4,-1,0,unknown,no,0,4.0,adulto_joven,Q3
1060,labeled,31,unemployed,married,tertiary,no,597.0,no,no,cellular,21,nov,161.0,2,-1,0,unknown,no,0,2.0,adulto_joven,Q4
1061,labeled,38,blue-collar,single,primary,no,491.0,yes,yes,cellular,25,aug,17.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q3
1062,labeled,53,services,married,secondary,no,4991.0,no,no,cellular,18,aug,62.0,6,-1,0,unknown,no,0,6.0,adulto,Q3
1063,labeled,56,entrepreneur,divorced,primary,no,20.0,no,no,cellular,29,jan,52.0,2,227,1,failure,no,1,1.0,adulto,Q1
1064,labeled,51,technician,divorced,tertiary,no,0.0,no,no,cellular,28,aug,84.0,7,-1,0,unknown,no,0,7.0,adulto,Q3
1066,labeled,32,services,single,secondary,no,-393.0,yes,no,cellular,17,apr,135.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q2
1067,labeled,44,self-employed,divorced,secondary,no,76.0,yes,yes,cellular,14,may,387.0,2,-1,0,unknown,no,0,2.0,adulto_joven,Q2
1069,labeled,46,technician,single,secondary,no,834.0,yes,no,cellular,11,jul,196.0,2,-1,0,unknown,no,0,2.0,adulto,Q3
1070,labeled,56,housemaid,married,tertiary,no,1921.0,yes,no,cellular,24,jul,247.0,2,-1,0,unknown,no,0,2.0,adulto,Q3
1071,labeled,42,management,divorced,tertiary,no,397.0,yes,no,cellular,24,jul,217.0,9,-1,0,unknown,no,0,9.0,adulto_joven,Q3
1072,labeled,27,technician,single,secondary,no,773.0,yes,no,cellular,9,may,317.0,2,-1,0,unknown,no,0,2.0,joven,Q2
1073,labeled,42,admin.,single,secondary,no,35.0,yes,no,cellular,4,feb,98.0,1,266,3,failure,no,1,0.25,adulto_joven,Q1
1074,labeled,34,technician,single,tertiary,no,9847.0,yes,no,cellular,20,nov,128.0,5,-1,0,unknown,no,0,5.0,adulto_joven,Q4
1075,labeled,38,admin.,married,primary,no,0.0,yes,no,cellular,2,jun,29.0,32,-1,0,unknown,no,0,32.0,adulto_joven,Q2
1076,labeled,56,blue-collar,married,primary,no,150.0,no,no,cellular,3,feb,128.0,1,-1,0,unknown,no,0,1.0,adulto,Q1
1078,labeled,27,admin.,married,secondary,yes,-527.0,yes,no,cellular,14,jul,172.0,3,-1,0,unknown,no,0,3.0,joven,Q3
1079,labeled,55,management,married,primary,no,227.0,no,yes,cellular,9,jun,175.0,3,-1,0,unknown,no,0,3.0,adulto,Q2
1080,labeled,32,services,single,secondary,no,41.0,yes,no,cellular,20,apr,8.0,3,-1,0,unknown,no,0,3.0,adulto_joven,Q2
1082,labeled,32,blue-collar,married,primary,no,331.0,yes,no,cellular,3,feb,321.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q1
1083,labeled,34,blue-collar,married,primary,no,431.0,yes,no,cellular,18,may,59.0,2,-1,0,unknown,no,0,2.0,adulto_joven,Q2
1084,labeled,60,housemaid,married,primary,no,0.0,no,yes,telephone,22,jul,124.0,1,-1,0,unknown,no,0,1.0,adulto,Q3
1085,labeled,38,housemaid,divorced,secondary,no,74.0,no,no,cellular,27,oct,255.0,3,148,1,success,yes,1,1.5,adulto_joven,Q4
1086,labeled,57,retired,married,secondary,no,108.0,no,no,cellular,14,jul,85.0,2,-1,0,unknown,no,0,2.0,adulto,Q3
1087,labeled,36,self-employed,married,tertiary,no,13689.540000000003,yes,no,cellular,6,jun,197.0,3,-1,0,unknown,no,0,3.0,adulto_joven,Q2
1088,labeled,38,management,single,tertiary,no,113.0,yes,no,cellular,6,may,606.0,3,-1,0,unknown,yes,0,3.0,adulto_joven,Q2
1090,labeled,54,services,married,secondary,no,382.0,yes,no,cellular,2,aug,155.0,2,-1,0,unknown,no,0,2.0,adulto,Q3
1091,labeled,31,technician,married,secondary,no,650.0,no,no,cellular,22,jun,115.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q2
1092,labeled,44,management,married,secondary,no,-620.4,no,no,cellular,30,jul,342.0,3,-1,0,unknown,no,0,3.0,adulto_joven,Q3
1094,labeled,55,management,married,tertiary,no,0.0,yes,no,cellular,14,may,159.0,2,-1,0,unknown,no,0,2.0,adulto,Q2
1095,labeled,53,services,divorced,secondary,no,756.0,yes,no,cellular,14,may,959.0,3,174,7,other,yes,1,0.375,adulto,Q2
1096,labeled,55,technician,married,secondary,yes,-317.0,no,no,cellular,2,feb,781.0,1,-1,0,unknown,yes,0,1.0,adulto,Q1
1097,labeled,59,housemaid,married,primary,no,230.0,no,no,cellular,13,aug,119.0,2,-1,0,unknown,no,0,2.0,adulto,Q3
1098,labeled,33,technician,married,tertiary,no,-620.4,yes,yes,cellular,15,jul,83.0,3,-1,0,unknown,no,0,3.0,adulto_joven,Q3
1099,labeled,52,services,married,secondary,no,-620.4,no,no,cellular,16,jul,135.0,1,-1,0,unknown,no,0,1.0,adulto,Q3
1100,labeled,57,blue-collar,married,primary,no,5432.0,yes,yes,cellular,6,may,383.0,1,-1,0,unknown,no,0,1.0,adulto,Q2
1101,labeled,44,admin.,married,secondary,no,199.0,no,no,cellular,3,nov,289.0,1,-1,0,unknown,yes,0,1.0,adulto_joven,Q4
1103,labeled,34,technician,married,tertiary,no,553.0,yes,yes,cellular,18,nov,58.0,2,-1,0,unknown,no,0,2.0,adulto_joven,Q4
1104,labeled,35,technician,single,secondary,no,-44.0,no,no,cellular,2,jul,134.0,2,-1,0,unknown,no,0,2.0,adulto_joven,Q3
1105,labeled,27,blue-collar,single,secondary,no,14.0,no,no,cellular,14,may,72.0,2,-1,0,unknown,no,0,2.0,joven,Q2
1106,labeled,58,services,divorced,secondary,no,460.0,no,no,cellular,13,nov,495.0,1,93,1,success,yes,1,0.5,adulto,Q4
1107,labeled,28,technician,single,secondary,no,764.0,yes,no,cellular,15,may,153.0,1,371,2,failure,no,1,0.3333333333333333,joven,Q2
1108,labeled,59,retired,married,primary,no,0.0,yes,no,cellular,26,may,104.0,7,-1,0,unknown,no,0,7.0,adulto,Q2
1109,labeled,33,unemployed,married,secondary,no,10.0,yes,no,cellular,16,jul,132.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q3
1110,labeled,52,management,married,tertiary,no,6923.0,no,no,cellular,20,nov,371.0,1,-1,0,unknown,no,0,1.0,adulto,Q4
1111,labeled,36,unemployed,married,secondary,no,-135.0,yes,no,cellular,29,jul,121.0,3,-1,0,unknown,no,0,3.0,adulto_joven,Q3
1112,labeled,60,retired,divorced,secondary,no,593.0,no,yes,cellular,8,jul,96.0,1,-1,0,unknown,no,0,1.0,adulto,Q3
1113,labeled,34,services,married,secondary,no,0.0,yes,no,cellular,14,jul,78.0,4,-1,0,unknown,no,0,4.0,adulto_joven,Q3
1114,labeled,56,technician,married,secondary,no,4056.0,no,yes,telephone,28,jul,31.0,4,-1,0,unknown,no,0,4.0,adulto,Q3
1115,labeled,27,blue-collar,single,primary,no,-181.0,yes,no,cellular,15,may,54.0,2,-1,0,unknown,no,0,2.0,joven,Q2
1117,labeled,38,self-employed,married,secondary,no,754.0,no,no,cellular,20,jun,256.0,3,-1,0,unknown,no,0,3.0,adulto_joven,Q2
1119,labeled,55,technician,married,secondary,no,276.0,yes,no,cellular,29,jan,84.0,3,183,3,failure,no,1,0.75,adulto,Q1
1121,labeled,40,technician,married,secondary,no,982.0,yes,no,cellular,6,feb,252.0,3,-1,0,unknown,no,0,3.0,adulto_joven,Q1
1123,labeled,41,blue-collar,married,primary,no,177.0,yes,no,cellular,18,nov,187.0,3,-1,0,unknown,no,0,3.0,adulto_joven,Q4
1124,labeled,44,blue-collar,married,primary,no,878.0,yes,no,cellular,12,may,165.0,2,363,1,failure,no,1,1.0,adulto_joven,Q2
1125,labeled,42,technician,married,secondary,no,448.0,yes,no,cellular,3,feb,13.0,5,-1,0,unknown,no,0,5.0,adulto_joven,Q1
1126,labeled,48,unemployed,married,primary,no,5459.0,no,no,cellular,6,jun,29.0,4,-1,0,unknown,no,0,4.0,adulto,Q2
1128,labeled,35,blue-collar,married,primary,no,371.0,no,no,cellular,29,aug,41.0,2,-1,0,unknown,no,0,2.0,adulto_joven,Q3
1131,labeled,42,blue-collar,single,primary,no,1634.0,yes,no,cellular,5,feb,119.0,1,195,8,success,no,1,0.1111111111111111,adulto_joven,Q1
1132,labeled,31,management,single,tertiary,no,1497.0,no,no,cellular,13,aug,275.0,12,-1,0,unknown,no,0,12.0,adulto_joven,Q3
1135,labeled,30,admin.,married,secondary,no,0.0,no,no,cellular,15,jul,127.0,5,-1,0,unknown,no,0,5.0,joven,Q3
1136,labeled,31,admin.,married,secondary,no,239.0,yes,yes,telephone,4,may,211.0,3,-1,0,unknown,no,0,3.0,adulto_joven,Q2
1137,labeled,35,management,married,tertiary,no,367.0,no,no,cellular,21,nov,168.0,2,-1,0,unknown,no,0,2.0,adulto_joven,Q4
1138,labeled,32,blue-collar,married,secondary,no,3523.0,yes,no,cellular,20,may,226.0,2,-1,0,unknown,no,0,2.0,adulto_joven,Q2
1139,labeled,55,blue-collar,single,primary,no,1189.0,yes,no,cellular,2,jun,193.0,2,-1,0,unknown,no,0,2.0,adulto,Q2
1141,labeled,26,blue-collar,married,secondary,no,107.0,yes,no,cellular,4,jul,46.0,3,-1,0,unknown,no,0,3.0,joven,Q3
1142,labeled,45,blue-collar,married,primary,no,2121.0,yes,no,cellular,19,may,149.0,4,-1,0,unknown,no,0,4.0,adulto_joven,Q2
1144,labeled,57,technician,married,secondary,no,6171.0,no,no,cellular,19,nov,161.0,2,-1,0,unknown,no,0,2.0,adulto,Q4
1145,labeled,46,management,single,tertiary,no,329.0,yes,no,telephone,4,may,36.0,6,90,2,other,no,1,2.0,adulto,Q2
1146,labeled,46,management,divorced,tertiary,no,616.0,no,no,cellular,17,sep,336.0,2,183,2,success,yes,1,0.6666666666666666,adulto,Q3
1148,labeled,31,services,single,secondary,no,471.0,yes,no,cellular,20,nov,106.0,2,183,2,failure,no,1,0.6666666666666666,adulto_joven,Q4
1149,labeled,46,management,divorced,tertiary,no,25.0,no,no,cellular,26,may,103.0,2,-1,0,unknown,no,0,2.0,adulto,Q2
1151,labeled,42,services,married,secondary,no,3619.0,yes,no,cellular,27,may,22.0,16,-1,0,unknown,no,0,16.0,adulto_joven,Q2
1153,labeled,26,unemployed,single,secondary,no,626.0,no,no,cellular,28,jan,1031.94,2,-1,0,unknown,yes,0,2.0,joven,Q1
1154,labeled,57,housemaid,married,primary,no,43.0,no,no,cellular,18,aug,89.0,3,-1,0,unknown,no,0,3.0,adulto,Q3
1155,labeled,34,technician,married,secondary,no,0.0,yes,no,cellular,15,jul,144.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q3
1156,labeled,45,blue-collar,married,primary,no,2431.0,no,no,cellular,6,aug,133.0,2,-1,0,unknown,no,0,2.0,adulto_joven,Q3
1157,labeled,42,blue-collar,single,secondary,no,1074.0,yes,yes,cellular,13,may,951.0,3,370,4,failure,yes,1,0.6,adulto_joven,Q2
1158,labeled,23,blue-collar,single,primary,no,8620.0,yes,no,cellular,3,jun,281.0,1,-1,0,unknown,no,0,1.0,joven,Q2
1159,labeled,34,blue-collar,married,secondary,no,-554.0,yes,no,cellular,26,may,252.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q2
1160,labeled,44,management,married,tertiary,no,325.0,yes,no,cellular,23,jul,497.0,5,-1,0,unknown,no,0,5.0,adulto_joven,Q3
1161,labeled,60,management,married,tertiary,no,759.0,no,no,cellular,14,aug,136.0,2,-1,0,unknown,no,0,2.0,adulto,Q3
1162,labeled,48,blue-collar,single,secondary,no,-557.0,no,yes,cellular,21,nov,150.0,2,-1,0,unknown,no,0,2.0,adulto,Q4
1165,labeled,44,entrepreneur,married,tertiary,no,0.0,yes,no,cellular,9,jul,300.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q3
1166,labeled,35,housemaid,married,primary,no,0.0,yes,no,cellular,14,jul,340.0,3,-1,0,unknown,no,0,3.0,adulto_joven,Q3
1167,labeled,33,services,married,primary,no,0.0,yes,no,cellular,18,jul,351.0,2,-1,0,unknown,no,0,2.0,adulto_joven,Q3
1168,labeled,53,admin.,single,secondary,no,2393.0,yes,no,cellular,2,aug,317.0,1,180,2,failure,yes,1,0.3333333333333333,adulto,Q3
1169,labeled,43,technician,married,secondary,no,145.0,no,no,cellular,25,aug,363.0,7,-1,0,unknown,yes,0,7.0,adulto_joven,Q3
1170,labeled,28,admin.,married,secondary,no,931.0,yes,no,cellular,4,jul,53.0,2,-1,0,unknown,no,0,2.0,joven,Q3
1172,labeled,24,services,married,tertiary,no,0.0,yes,no,cellular,27,may,299.0,1,-1,0,unknown,no,0,1.0,joven,Q2
1174,labeled,35,technician,single,tertiary,no,7555.0,yes,no,cellular,28,dec,137.0,1,122,3,failure,no,1,0.25,adulto_joven,Q4
1175,labeled,37,admin.,married,secondary,no,1131.0,no,yes,cellular,28,may,138.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q2
1176,labeled,31,technician,single,secondary,no,2540.0,no,no,cellular,15,jul,252.0,1,184,3,success,yes,1,0.25,adulto_joven,Q3
1177,labeled,36,technician,single,secondary,no,9148.0,yes,no,cellular,13,aug,141.0,3,-1,0,unknown,no,0,3.0,adulto_joven,Q3
1178,labeled,47,blue-collar,married,secondary,no,1237.0,yes,no,cellular,30,apr,412.0,1,169,1,success,yes,1,0.5,adulto,Q2
1179,labeled,33,technician,married,secondary,no,6699.0,no,no,cellular,9,nov,425.0,1,462,1,failure,no,1,0.5,adulto_joven,Q4
1181,labeled,30,management,single,tertiary,no,4206.0,no,no,cellular,25,aug,142.0,4,-1,0,unknown,no,0,4.0,joven,Q3
1182,labeled,41,services,divorced,secondary,no,662.0,yes,no,cellular,13,may,139.0,2,-1,0,unknown,no,0,2.0,adulto_joven,Q2
1183,labeled,47,management,married,tertiary,no,6644.0,yes,no,cellular,17,apr,174.0,2,-1,0,unknown,no,0,2.0,adulto,Q2
1184,labeled,58,blue-collar,divorced,primary,no,8226.0,yes,no,cellular,31,jul,124.0,10,-1,0,unknown,no,0,10.0,adulto,Q3
1185,labeled,46,technician,married,secondary,no,404.0,no,yes,cellular,21,nov,162.0,5,-1,0,unknown,no,0,5.0,adulto,Q4
1186,labeled,49,unemployed,married,tertiary,no,376.0,no,no,cellular,22,may,158.0,1,59,2,failure,no,1,0.3333333333333333,adulto,Q2
1188,labeled,44,blue-collar,married,secondary,no,1072.0,yes,no,cellular,11,may,143.0,3,357,1,failure,no,1,1.5,adulto_joven,Q2
1189,labeled,47,management,married,tertiary,no,1893.0,no,no,cellular,8,jul,161.0,1,-1,0,unknown,no,0,1.0,adulto,Q3
1190,labeled,38,blue-collar,single,secondary,no,587.0,yes,no,cellular,21,may,112.0,2,-1,0,unknown,no,0,2.0,adulto_joven,Q2
1191,labeled,30,management,single,tertiary,no,146.0,yes,no,cellular,3,jun,220.0,2,-1,0,unknown,no,0,2.0,joven,Q2
1192,labeled,22,student,single,secondary,no,48.0,no,no,cellular,3,jul,69.0,3,-1,0,unknown,no,0,3.0,joven,Q3
1193,labeled,42,admin.,single,secondary,no,1013.0,yes,no,cellular,5,may,146.0,2,-1,0,unknown,no,0,2.0,adulto_joven,Q2
1195,labeled,61,admin.,married,secondary,no,4633.0,yes,no,cellular,27,jan,181.0,1,92,1,success,yes,1,0.5,senior,Q1
1196,labeled,34,entrepreneur,married,secondary,no,4651.0,yes,no,cellular,30,aug,28.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q3
1197,labeled,37,admin.,single,secondary,no,783.0,no,no,cellular,20,aug,75.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q3
1198,labeled,31,technician,married,secondary,no,3702.0,yes,no,cellular,20,nov,129.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q4
1199,labeled,55,management,married,secondary,no,561.0,no,no,cellular,28,jan,271.0,2,-1,0,unknown,no,0,2.0,adulto,Q1
1200,labeled,39,services,married,secondary,no,115.0,yes,no,cellular,31,jul,81.0,5,-1,0,unknown,no,0,5.0,adulto_joven,Q3
1201,labeled,29,services,married,secondary,no,51.0,yes,no,telephone,21,jul,342.0,9,-1,0,unknown,no,0,9.0,joven,Q3
1202,labeled,48,management,divorced,tertiary,no,549.0,yes,no,cellular,14,may,72.0,1,363,2,other,no,1,0.3333333333333333,adulto,Q2
1203,labeled,51,management,married,tertiary,no,-620.4,yes,yes,cellular,14,aug,248.0,2,-1,0,unknown,no,0,2.0,adulto,Q3
1204,labeled,33,blue-collar,married,primary,no,-190.0,no,no,cellular,20,sep,9.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q3
1205,labeled,32,management,married,tertiary,no,1671.0,yes,no,cellular,18,nov,164.0,2,179,3,failure,no,1,0.5,adulto_joven,Q4
1208,labeled,33,blue-collar,married,secondary,no,633.0,yes,no,cellular,28,may,410.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q2
1209,labeled,46,self-employed,married,tertiary,no,1154.0,no,no,telephone,29,jul,104.0,2,-1,0,unknown,no,0,2.0,adulto,Q3
1210,labeled,59,blue-collar,divorced,secondary,no,3566.0,no,no,cellular,15,may,44.0,1,-1,0,unknown,no,0,1.0,adulto,Q2
1211,labeled,59,admin.,divorced,secondary,no,981.0,yes,no,cellular,15,may,263.0,4,-1,0,unknown,no,0,4.0,adulto,Q2
1214,labeled,35,blue-collar,married,secondary,no,6407.0,yes,yes,cellular,30,jan,144.0,1,266,2,failure,no,1,0.3333333333333333,adulto_joven,Q1
1215,labeled,40,entrepreneur,married,tertiary,no,1738.0,yes,no,cellular,12,may,85.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q2
1216,labeled,31,blue-collar,married,secondary,no,-50.0,yes,no,cellular,2,jun,184.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q2
1217,labeled,42,services,married,tertiary,no,12224.0,yes,no,cellular,19,nov,36.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q4
1218,labeled,40,technician,married,secondary,no,0.0,yes,yes,cellular,26,jul,105.0,2,172,1,failure,no,1,1.0,adulto_joven,Q3
1219,labeled,52,unemployed,married,primary,no,248.0,no,yes,cellular,10,jul,374.0,3,-1,0,unknown,no,0,3.0,adulto,Q3
1220,labeled,53,management,married,tertiary,no,13.0,no,no,cellular,20,jun,19.0,6,-1,0,unknown,no,0,6.0,adulto,Q2
1221,labeled,26,admin.,single,secondary,no,793.0,no,no,cellular,30,jan,77.0,1,2,2,other,no,1,0.3333333333333333,joven,Q1
1223,labeled,36,blue-collar,married,primary,no,1180.0,no,no,cellular,15,apr,330.0,1,311,4,success,yes,1,0.2,adulto_joven,Q2
1224,labeled,39,blue-collar,married,secondary,no,288.0,yes,no,cellular,23,may,160.0,3,-1,0,unknown,no,0,3.0,adulto_joven,Q2
1225,labeled,51,blue-collar,married,primary,no,37.0,yes,no,cellular,13,may,79.0,1,370,1,failure,no,1,0.5,adulto,Q2
1227,labeled,42,admin.,single,secondary,no,249.0,yes,no,cellular,14,may,46.0,5,-1,0,unknown,no,0,5.0,adulto_joven,Q2
1228,labeled,37,blue-collar,single,primary,no,6968.0,yes,no,cellular,20,may,412.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q2
1229,labeled,53,technician,married,secondary,no,203.0,no,no,cellular,26,aug,87.0,6,-1,0,unknown,no,0,6.0,adulto,Q3
1231,labeled,33,management,married,tertiary,no,752.0,yes,no,cellular,11,aug,104.0,4,-1,0,unknown,no,0,4.0,adulto_joven,Q3
1232,labeled,43,unemployed,married,secondary,no,3522.0,no,no,cellular,5,feb,169.0,2,-1,0,unknown,no,0,2.0,adulto_joven,Q1
1233,labeled,55,blue-collar,married,primary,no,4104.0,no,no,cellular,19,nov,291.0,1,-1,0,unknown,no,0,1.0,adulto,Q4
1234,labeled,46,blue-collar,married,secondary,no,-209.0,yes,no,cellular,28,jul,404.0,3,-1,0,unknown,no,0,3.0,adulto,Q3
1236,labeled,26,services,single,secondary,no,56.0,yes,no,cellular,12,aug,153.0,1,-1,0,unknown,no,0,1.0,joven,Q3
1237,labeled,47,services,married,secondary,no,397.0,no,yes,cellular,8,aug,994.0,2,-1,0,unknown,yes,0,2.0,adulto,Q3
1238,labeled,43,blue-collar,married,primary,no,-106.0,yes,yes,cellular,12,may,112.0,2,330,3,other,no,1,0.5,adulto_joven,Q2
1239,labeled,30,unemployed,married,secondary,no,150.0,yes,no,cellular,20,may,350.0,4,-1,0,unknown,no,0,4.0,joven,Q2
1242,labeled,44,management,married,tertiary,no,721.0,yes,no,cellular,17,nov,157.0,2,172,1,failure,no,1,1.0,adulto_joven,Q4
1243,labeled,41,technician,married,secondary,no,76.0,yes,no,cellular,7,may,56.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q2
1244,labeled,43,management,married,secondary,no,13689.540000000003,no,no,cellular,26,aug,14.0,14,-1,0,unknown,no,0,14.0,adulto_joven,Q3
1245,labeled,36,management,divorced,tertiary,no,3610.0,yes,no,cellular,4,jun,347.0,3,-1,0,unknown,no,0,3.0,adulto_joven,Q2
1246,labeled,58,management,married,secondary,no,106.0,no,no,telephone,24,mar,58.0,2,-1,0,unknown,no,0,2.0,adulto,Q1
1247,labeled,37,housemaid,divorced,secondary,no,1047.0,yes,no,cellular,13,may,199.0,1,173,2,failure,no,1,0.3333333333333333,adulto_joven,Q2
1248,labeled,33,services,married,secondary,no,0.0,yes,no,telephone,22,jul,44.0,8,-1,0,unknown,no,0,8.0,adulto_joven,Q3
1249,labeled,36,management,divorced,tertiary,no,5199.0,yes,no,cellular,2,jun,55.0,25,-1,0,unknown,no,0,25.0,adulto_joven,Q2
1250,labeled,53,retired,divorced,secondary,yes,-208.0,no,yes,cellular,6,jun,161.0,1,-1,0,unknown,no,0,1.0,adulto,Q2
1251,labeled,40,admin.,single,secondary,no,263.0,yes,no,cellular,6,may,231.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q2
1252,labeled,56,management,married,tertiary,no,326.0,no,yes,telephone,9,jul,246.0,3,-1,0,unknown,no,0,3.0,adulto,Q3
1253,labeled,34,admin.,single,secondary,no,12.0,no,yes,cellular,18,nov,162.0,1,173,3,failure,no,1,0.25,adulto_joven,Q4
1254,labeled,42,blue-collar,married,secondary,no,118.0,yes,no,cellular,9,may,147.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q2
1255,labeled,49,blue-collar,married,primary,no,1011.0,yes,no,cellular,16,apr,285.0,5,-1,0,unknown,no,0,5.0,adulto,Q2
1256,labeled,26,student,single,secondary,no,281.0,no,no,cellular,7,may,239.0,3,-1,0,unknown,no,0,3.0,joven,Q2
1257,labeled,44,services,divorced,secondary,no,0.0,yes,no,cellular,4,jun,389.0,5,-1,0,unknown,no,0,5.0,adulto_joven,Q2
1258,labeled,32,management,married,tertiary,no,-65.0,yes,no,cellular,26,aug,107.0,4,-1,0,unknown,no,0,4.0,adulto_joven,Q3
1259,labeled,44,self-employed,married,secondary,no,313.0,no,no,cellular,6,aug,211.0,4,-1,0,unknown,no,0,4.0,adulto_joven,Q3
1260,labeled,24,retired,single,secondary,no,356.0,no,yes,cellular,16,may,234.0,2,-1,0,unknown,no,0,2.0,joven,Q2
1261,labeled,55,blue-collar,married,primary,no,1649.0,yes,no,cellular,12,may,52.0,3,-1,0,unknown,no,0,3.0,adulto,Q2
1262,labeled,31,management,single,tertiary,no,6241.0,yes,no,cellular,9,may,154.0,2,-1,0,unknown,no,0,2.0,adulto_joven,Q2
1263,labeled,56,admin.,divorced,primary,no,0.0,no,yes,cellular,10,jul,542.0,1,-1,0,unknown,no,0,1.0,adulto,Q3
1265,labeled,30,admin.,single,secondary,no,126.0,yes,no,cellular,18,may,16.0,6,368,1,other,no,1,3.0,joven,Q2
1267,labeled,37,self-employed,married,tertiary,no,144.0,no,no,cellular,13,aug,244.0,6,-1,0,unknown,no,0,6.0,adulto_joven,Q3
1268,labeled,37,management,married,tertiary,no,482.0,yes,no,cellular,7,aug,205.0,5,-1,0,unknown,no,0,5.0,adulto_joven,Q3
1269,labeled,48,blue-collar,married,primary,no,5359.0,yes,no,cellular,21,may,248.0,3,-1,0,unknown,no,0,3.0,adulto,Q2
1270,labeled,50,technician,married,tertiary,no,201.0,yes,yes,cellular,3,feb,116.0,2,253,1,failure,no,1,1.0,adulto,Q1
1271,labeled,33,management,single,tertiary,no,26.0,no,no,cellular,20,aug,216.0,3,-1,0,unknown,no,0,3.0,adulto_joven,Q3
1272,labeled,46,blue-collar,married,secondary,no,667.0,yes,no,cellular,15,may,1031.94,2,-1,0,unknown,yes,0,2.0,adulto,Q2
1273,labeled,37,blue-collar,married,secondary,no,387.0,yes,no,cellular,6,may,219.0,2,-1,0,unknown,no,0,2.0,adulto_joven,Q2
1274,labeled,39,blue-collar,married,secondary,no,1042.0,yes,yes,cellular,9,jul,290.0,13,-1,0,unknown,no,0,13.0,adulto_joven,Q3
1276,labeled,34,unemployed,single,tertiary,no,422.0,no,no,cellular,12,aug,123.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q3
1278,labeled,34,management,single,tertiary,no,1177.0,yes,no,cellular,10,jul,129.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q3
1279,labeled,27,services,single,secondary,no,-153.0,no,no,cellular,8,jul,283.0,2,-1,0,unknown,no,0,2.0,joven,Q3
1280,labeled,34,blue-collar,married,primary,no,456.0,yes,no,cellular,20,jun,372.0,3,-1,0,unknown,no,0,3.0,adulto_joven,Q2
1281,labeled,58,retired,married,secondary,no,430.0,yes,yes,cellular,17,nov,100.0,1,-1,0,unknown,no,0,1.0,adulto,Q4
1282,labeled,53,unemployed,married,primary,no,979.0,yes,no,cellular,3,dec,352.0,1,-1,0,unknown,yes,0,1.0,adulto,Q4
1283,labeled,55,services,divorced,tertiary,no,1979.0,yes,no,telephone,19,nov,123.0,1,-1,0,unknown,no,0,1.0,adulto,Q4
1284,labeled,49,blue-collar,married,secondary,no,-57.0,no,no,cellular,17,jun,150.0,3,-1,0,unknown,no,0,3.0,adulto,Q2
1285,labeled,30,blue-collar,single,secondary,no,449.0,yes,no,cellular,16,apr,218.0,1,330,2,failure,no,1,0.3333333333333333,joven,Q2
1286,labeled,25,technician,single,secondary,no,-84.0,yes,yes,cellular,3,jun,89.0,1,-1,0,unknown,no,0,1.0,joven,Q2
