id,split,MinTemp,MaxTemp,MedTemp,Rainfall,Sunshine,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm
2010-02-10,labeled,21.7,27.9,24.8,0.4,10.1,72.0,61.0,1020.6,1017.6,25.6,27.3
2010-02-11,labeled,21.4,28.2,24.8,0.0,6.9,71.0,60.0,1017.1,1013.5,25.3,27.4
2010-02-12,labeled,23.9,37.8,30.85,0.0,9.8,71.0,32.0,1008.7,1005.5,26.9,37.4
2010-02-13,labeled,21.4,25.5,23.45,70.0,0.3,92.0,80.0,1011.9,1010.2,22.1,25.2
2010-02-14,labeled,22.1,26.4,24.25,10.0,1.4,91.0,92.0,1007.3,1004.5,23.5,23.9
2010-02-15,labeled,20.2,30.0,25.1,15.2,9.9,95.0,67.0,1006.7,1003.5,21.4,28.5
2010-02-16,labeled,21.3,26.4,23.85,0.2,8.7,65.0,57.0,1011.8,1013.6,22.3,25.0
2010-02-17,labeled,18.5,25.6,22.05,0.0,12.8,64.0,56.0,1016.7,1016.0,21.4,25.4
2010-02-18,labeled,18.3,25.9,22.1,0.0,12.0,52.0,51.0,1022.4,1023.4,23.7,24.9
2010-02-19,labeled,20.2,25.5,22.85,0.0,8.0,60.0,51.0,1024.8,1023.1,22.6,25.0
2010-02-20,labeled,18.9,27.3,23.1,0.0,11.8,76.0,54.0,1021.9,1018.4,22.2,26.1
2010-02-21,labeled,20.7,29.8,25.25,0.0,11.6,75.0,59.0,1018.0,1014.8,23.5,28.6
2010-02-22,labeled,23.2,35.4,29.3,0.0,11.9,61.0,46.0,1015.4,1011.7,26.7,32.5
2010-02-23,labeled,26.0,28.6,27.3,0.0,7.4,54.0,60.0,1013.6,1016.3,28.5,23.7
2010-02-24,labeled,21.1,24.1,22.6,0.0,1.5,55.0,52.0,1021.7,1021.4,22.4,23.8
2010-02-25,labeled,20.5,24.6,22.55,0.0,9.3,45.0,46.0,1026.4,1026.6,23.3,24.2
2010-02-26,labeled,18.1,25.1,21.6,0.0,1.6,73.0,58.0,1027.0,1024.4,20.2,24.6
2010-02-27,labeled,18.4,27.0,22.7,0.2,11.8,79.0,60.0,1021.6,1017.8,21.9,26.5
2010-02-28,labeled,21.0,26.7,23.85,0.0,3.8,83.0,72.0,1017.1,1014.3,23.7,25.8
2010-03-01,labeled,19.2,19.7,19.45,4.2,0.0,68.0,84.0,1018.9,1018.4,19.4,19.2
2010-03-02,labeled,17.3,23.0,20.15,9.0,1.3,52.0,52.0,1019.3,1018.2,19.5,21.8
2010-03-03,labeled,18.2,24.4,21.3,0.2,7.5,53.0,53.0,1019.4,1018.2,22.7,23.5
2010-03-04,labeled,17.2,25.2,21.2,0.0,7.9,73.0,67.0,1016.2,1013.7,20.9,24.7
2010-03-05,labeled,20.5,25.1,22.8,0.0,1.0,72.0,83.0,1011.5,1009.6,23.9,23.5
2010-03-06,labeled,20.9,26.7,23.8,14.0,6.2,90.0,77.0,1011.9,1010.8,22.4,25.1
2010-03-07,labeled,22.3,26.4,24.35,0.0,5.0,71.0,68.0,1013.8,1012.0,25.0,25.6
2010-03-08,labeled,22.6,29.2,25.9,0.0,6.4,72.0,65.0,1011.6,1009.6,24.8,27.4
2010-03-09,labeled,20.8,30.0,25.4,0.0,11.7,46.0,35.0,1013.4,1012.2,23.9,29.6
2010-03-10,labeled,19.2,20.8,20.0,0.2,0.3,85.0,67.0,1020.8,1022.5,19.3,20.4
2010-03-11,labeled,18.2,24.2,21.2,0.0,9.0,63.0,49.0,1031.1,1031.5,20.4,23.6
2010-03-12,labeled,18.7,24.5,21.6,0.2,7.9,55.0,54.0,1035.0,1034.8,23.3,22.5
2010-03-13,labeled,17.4,24.7,21.05,0.0,7.1,68.0,52.0,1034.3,1032.9,20.5,22.8
2010-03-14,labeled,16.2,24.6,20.4,5.6,6.9,87.0,50.0,1030.4,1027.8,18.7,23.0
2010-03-15,labeled,18.0,25.2,21.6,0.0,5.9,78.0,57.0,1025.7,1022.4,19.7,24.5
2010-03-16,labeled,17.4,25.5,21.45,0.0,11.0,82.0,54.0,1023.5,1022.7,20.0,25.1
2010-03-17,labeled,15.6,26.0,20.8,0.0,11.3,80.0,54.0,1025.7,1024.5,18.8,24.4
2010-03-18,labeled,17.0,26.5,21.75,0.0,10.2,77.0,51.0,1026.5,1023.7,19.8,25.3
2010-03-19,labeled,18.2,27.4,22.8,0.0,11.2,82.0,60.0,1022.2,1019.2,20.1,26.9
2010-03-20,labeled,19.8,29.0,24.4,0.0,11.1,64.0,68.0,1021.0,1019.5,22.8,26.5
2010-03-21,labeled,21.7,30.9,26.3,0.0,9.0,64.0,56.0,1017.9,1014.3,23.5,28.0
2010-03-22,labeled,20.8,25.0,22.9,0.0,6.3,64.0,57.0,1020.1,1018.7,22.5,24.1
2010-03-23,labeled,18.7,27.0,22.85,0.0,10.9,74.0,60.0,1020.1,1017.4,21.6,26.1
2010-03-24,labeled,18.7,26.0,22.35,0.0,6.1,79.0,58.0,1021.6,1020.8,20.3,25.3
2010-03-25,labeled,19.5,25.5,22.5,0.0,8.7,75.0,61.0,1023.4,1019.6,21.1,24.8
2010-03-26,labeled,19.5,29.6,24.55,0.0,8.9,80.0,52.0,1019.1,1015.4,22.6,29.5
2010-03-27,labeled,22.4,26.9,24.65,0.0,7.2,80.0,66.0,1019.6,1018.4,23.0,25.5
2010-03-28,labeled,20.8,26.4,23.6,0.0,8.2,82.0,66.0,1019.2,1014.9,23.1,26.2
2010-03-29,labeled,22.4,27.5,24.95,0.0,0.1,78.0,56.0,1016.9,1016.4,23.2,26.7
2010-03-30,labeled,20.5,21.3,20.9,4.0,0.0,92.0,88.0,1019.8,1018.4,20.6,21.2
2010-03-31,labeled,18.9,23.1,21.0,14.0,3.1,68.0,67.0,1019.5,1017.5,21.0,22.0
2010-04-01,labeled,16.0,25.3,20.65,0.2,10.8,68.0,45.0,1018.3,1016.3,18.4,24.8
2010-04-02,labeled,17.2,24.6,20.9,0.0,9.4,74.0,46.0,1019.9,1018.5,19.0,24.3
2010-04-03,labeled,15.9,24.0,19.95,0.0,7.2,72.0,56.0,1021.4,1020.0,18.6,22.1
2010-04-04,labeled,15.4,22.4,18.9,6.8,6.6,84.0,59.0,1022.9,1020.5,17.7,20.7
2010-04-05,labeled,15.2,21.5,18.35,1.2,2.5,76.0,64.0,1021.1,1019.0,19.6,20.5
2010-04-06,labeled,17.0,23.3,20.15,0.8,3.6,74.0,62.0,1020.5,1017.6,21.4,22.4
2010-04-07,labeled,18.5,25.9,22.2,3.8,1.1,90.0,65.0,1016.6,1012.3,19.1,24.5
2010-04-08,labeled,19.0,28.7,23.85,3.0,9.4,77.0,71.0,1012.5,1011.8,22.2,24.3
2010-04-09,labeled,16.4,25.0,20.7,4.4,9.9,68.0,55.0,1014.8,1011.1,20.8,22.4
2010-04-10,labeled,17.2,27.9,22.55,0.0,7.4,78.0,41.0,1010.5,1007.6,18.6,27.6
2010-04-11,labeled,18.6,27.9,23.25,0.0,10.1,58.0,33.0,1007.9,1006.0,24.5,27.7
2010-04-12,labeled,14.9,24.5,19.7,0.0,10.6,33.0,22.0,1014.3,1011.7,16.8,24.2
2010-04-13,labeled,13.1,22.3,17.7,0.0,10.7,52.0,46.0,1021.8,1020.3,17.6,21.3
2010-04-14,labeled,12.3,25.0,18.65,0.0,10.7,71.0,49.0,1022.8,1019.3,15.9,23.0
2010-04-15,labeled,14.9,24.9,19.9,0.0,9.3,77.0,62.0,1021.9,1020.5,17.5,23.3
2010-04-16,labeled,16.9,22.3,19.6,0.0,1.5,77.0,64.0,1027.0,1025.1,18.1,21.8
2010-04-17,labeled,15.8,25.3,20.55,0.6,10.8,82.0,63.0,1028.1,1026.0,19.1,24.2
2010-04-18,labeled,14.9,25.0,19.95,0.0,10.7,84.0,66.0,1027.3,1024.3,19.9,23.6
2010-04-19,labeled,17.2,24.9,21.05,0.0,9.6,82.0,65.0,1026.0,1023.7,20.5,24.2
2010-04-20,labeled,17.3,24.8,21.05,0.0,9.3,87.0,57.0,1025.2,1021.7,20.0,24.4
2010-04-21,labeled,16.7,24.2,20.45,0.0,10.3,95.0,63.0,1023.4,1020.4,17.6,23.9
2010-04-22,labeled,16.7,25.7,21.2,0.0,10.6,81.0,63.0,1022.9,1019.4,19.3,23.9
2010-04-23,labeled,16.6,30.7,23.65,0.0,10.6,68.0,50.0,1020.6,1016.0,20.2,26.5
2010-04-24,labeled,20.2,28.6,24.4,0.0,3.4,57.0,49.0,1014.3,1009.9,22.8,26.4
2010-04-25,labeled,17.2,22.8,20.0,8.8,3.8,77.0,70.0,1013.2,1013.5,17.3,19.2
2010-04-26,labeled,12.5,21.8,17.15,0.4,10.5,56.0,46.0,1024.3,1022.3,15.1,21.5
2010-04-27,labeled,11.7,20.4,16.049999999999997,0.0,2.2,65.0,41.0,1020.4,1017.8,14.2,20.1
2010-04-28,labeled,12.6,24.9,18.75,0.0,10.6,64.0,32.0,1021.0,1016.7,16.0,24.5
2010-04-29,labeled,13.4,24.6,19.0,0.0,10.7,44.0,35.0,1019.9,1017.0,18.2,24.5
2010-04-30,labeled,14.0,19.4,16.7,0.0,0.3,79.0,64.0,1025.2,1024.4,14.4,19.2
2010-05-01,labeled,14.3,21.7,18.0,1.8,4.6,89.0,74.0,1027.6,1024.4,15.1,20.6
2010-05-02,labeled,13.9,26.5,20.2,0.0,8.2,90.0,30.0,1024.8,1022.1,15.3,26.3
2010-05-03,labeled,14.8,23.1,18.950000000000003,0.2,6.5,75.0,60.0,1027.6,1024.3,18.0,22.7
2010-05-04,labeled,16.2,24.8,20.5,0.0,4.2,80.0,54.0,1021.3,1015.8,19.2,24.2
2010-05-05,labeled,15.4,21.1,18.25,0.0,5.9,59.0,41.0,1012.2,1011.3,18.7,18.1
2010-05-06,labeled,10.4,22.3,16.35,2.0,10.2,48.0,34.0,1020.0,1018.3,13.9,21.5
2010-05-07,labeled,11.3,23.1,17.200000000000003,0.0,10.1,62.0,33.0,1022.4,1018.3,13.5,22.9
2010-05-08,labeled,11.1,24.4,17.75,0.0,10.1,65.0,46.0,1021.9,1019.3,14.1,22.6
2010-05-09,labeled,12.3,24.6,18.450000000000003,0.0,10.2,68.0,50.0,1022.0,1018.3,15.3,22.4
2010-05-10,labeled,12.7,22.6,17.65,0.0,10.2,78.0,61.0,1020.3,1015.8,15.7,22.0
2010-05-11,labeled,12.8,27.0,19.9,0.0,9.7,64.0,19.0,1012.6,1008.7,16.3,25.7
2010-05-12,labeled,10.5,18.9,14.7,0.0,10.2,40.0,29.0,1017.9,1016.9,12.7,18.5
2010-05-13,labeled,9.0,21.9,15.45,0.0,9.4,53.0,36.0,1018.8,1015.8,12.0,20.7
2010-05-14,labeled,10.6,21.1,15.85,0.0,10.1,60.0,35.0,1018.4,1014.9,13.0,20.3
2010-05-15,labeled,10.5,21.7,16.1,0.0,9.0,62.0,47.0,1017.6,1016.1,13.2,20.5
2010-05-16,labeled,11.0,21.6,16.3,0.0,7.7,71.0,60.0,1020.9,1018.4,12.7,19.7
2010-05-17,labeled,12.7,17.9,15.3,1.0,0.2,85.0,68.0,1019.7,1016.7,13.1,16.5
2010-05-18,labeled,12.4,15.4,13.9,13.8,0.0,94.0,92.0,1018.2,1017.4,13.0,14.9
2010-05-19,labeled,11.7,20.0,15.85,47.8,6.1,91.0,62.0,1022.1,1020.3,13.0,20.0
2010-05-20,labeled,11.2,19.7,15.45,1.0,6.1,82.0,55.0,1023.1,1019.9,12.7,19.3
2010-05-21,labeled,11.7,19.5,15.6,0.0,6.4,83.0,58.0,1020.6,1017.9,13.9,18.4
2010-05-22,labeled,10.8,18.6,14.7,17.2,4.8,92.0,58.0,1021.5,1019.7,11.3,18.4
2010-05-23,labeled,9.5,14.7,12.1,14.2,0.4,91.0,93.0,1023.6,1020.8,10.4,14.3
2010-05-24,labeled,10.4,18.0,14.2,5.6,1.1,86.0,68.0,1019.7,1015.7,12.1,17.8
2010-05-25,labeled,12.1,16.9,14.5,0.8,0.1,89.0,84.0,1011.7,1006.3,14.1,16.8
2010-05-26,labeled,13.4,17.3,15.35,9.0,0.0,96.0,94.0,1004.8,1004.9,13.5,15.6
2010-05-27,labeled,13.5,18.7,16.1,33.6,3.3,82.0,62.0,1018.0,1017.6,15.9,18.3
2010-05-28,labeled,11.7,19.9,15.8,1.6,4.6,92.0,53.0,1021.0,1017.1,12.9,19.8
2010-05-29,labeled,12.9,17.1,15.0,3.0,0.0,88.0,87.0,1009.5,1004.7,15.8,16.2
2010-05-30,labeled,11.8,19.1,15.45,3.0,2.2,78.0,56.0,1003.2,1002.4,13.0,18.7
2010-05-31,labeled,12.6,20.0,16.3,12.8,3.9,87.0,68.0,1008.3,1010.2,16.5,19.1
2010-06-01,labeled,11.7,19.7,15.7,12.4,3.6,80.0,60.0,1019.2,1017.7,14.5,18.5
2010-06-02,labeled,11.2,20.1,15.65,0.0,7.0,81.0,63.0,1020.9,1019.6,12.7,19.0
2010-06-03,labeled,12.7,18.6,15.65,6.0,0.8,91.0,90.0,1023.0,1020.0,15.2,17.1
2010-06-04,labeled,15.2,17.7,16.45,26.4,0.0,85.0,94.0,1018.7,1015.5,17.3,16.4
2010-06-05,labeled,12.5,20.5,16.5,61.4,4.4,80.0,67.0,1014.2,1012.0,13.5,17.4
2010-06-06,labeled,9.5,18.5,14.0,0.4,6.5,64.0,70.0,1014.7,1015.8,11.3,15.2
2010-06-07,labeled,9.1,15.5,12.3,4.2,3.9,60.0,77.0,1024.3,1023.0,10.6,14.3
2010-06-08,labeled,9.1,18.5,13.8,0.4,9.0,78.0,62.0,1023.5,1018.7,10.6,16.3
2010-06-09,labeled,9.5,16.7,13.1,0.0,7.2,71.0,34.0,1012.0,1008.3,11.1,15.7
2010-06-10,labeled,10.3,17.2,13.75,0.0,7.2,48.0,30.0,1017.5,1017.7,11.3,16.8
2010-06-11,labeled,6.2,17.4,11.8,0.0,9.8,64.0,37.0,1019.9,1016.0,9.0,16.9
2010-06-12,labeled,9.0,16.7,12.85,0.0,9.6,63.0,42.0,1022.0,1021.7,11.5,15.8
2010-06-13,labeled,6.6,17.9,12.25,0.0,9.5,66.0,50.0,1029.8,1028.9,8.4,17.1
2010-06-14,labeled,6.9,18.3,12.6,0.0,9.5,75.0,50.0,1034.7,1032.0,8.9,17.8
2010-06-15,labeled,8.1,19.3,13.7,0.0,9.3,86.0,56.0,1032.7,1028.9,10.0,17.6
2010-06-16,labeled,9.1,18.9,14.0,0.0,9.6,89.0,59.0,1028.9,1024.1,10.6,18.3
2010-06-17,labeled,10.6,17.3,13.95,0.0,1.7,67.0,69.0,1016.0,1010.5,14.2,16.6
2010-06-18,labeled,9.8,18.0,13.9,0.6,9.6,58.0,39.0,1017.1,1015.5,12.1,17.8
2010-06-19,labeled,8.5,19.5,14.0,0.6,9.7,59.0,41.0,1018.6,1017.6,11.8,18.8
2010-06-20,labeled,9.5,20.2,14.85,0.0,9.8,71.0,40.0,1025.0,1023.8,11.3,20.0
2010-06-21,labeled,10.1,16.0,13.05,8.2,4.2,95.0,80.0,1032.8,1032.5,11.5,15.7
2010-06-22,labeled,11.5,17.2,14.35,3.4,4.2,84.0,78.0,1037.0,1035.7,14.3,14.7
2010-06-23,labeled,12.6,15.6,14.1,4.0,0.2,83.0,90.0,1036.7,1034.1,14.4,14.6
2010-06-24,labeled,11.8,17.0,14.4,18.8,5.2,96.0,64.0,1031.6,1027.1,12.2,17.0
2010-06-25,labeled,12.2,18.4,15.3,0.0,2.8,83.0,65.0,1025.1,1020.7,13.7,18.4
2010-06-26,labeled,13.5,20.0,16.75,1.0,4.0,78.0,50.0,1017.3,1016.3,15.2,19.7
2010-06-27,labeled,6.7,14.9,10.8,0.0,6.8,72.0,53.0,1021.0,1018.9,8.1,13.9
2010-06-28,labeled,5.5,15.8,10.65,0.0,9.7,68.0,36.0,1021.0,1017.7,7.0,15.3
2010-06-29,labeled,4.7,14.4,9.55,0.0,9.9,63.0,36.0,1020.1,1017.0,7.0,14.4
2010-06-30,labeled,4.3,16.1,10.2,0.0,9.3,70.0,41.0,1020.8,1018.5,6.4,15.7
2010-07-01,labeled,6.4,17.1,11.75,0.0,8.6,70.0,40.0,1024.9,1022.8,8.5,16.9
2010-07-02,labeled,7.6,12.1,9.85,0.0,0.0,74.0,65.0,1026.8,1023.5,9.2,11.9
2010-07-03,labeled,7.7,16.3,12.0,0.6,9.8,68.0,38.0,1025.6,1026.1,9.1,15.6
2010-07-04,labeled,7.8,17.8,12.8,0.0,8.8,68.0,56.0,1029.7,1026.9,8.9,16.9
2010-07-05,labeled,8.8,13.5,11.15,0.0,0.1,76.0,83.0,1027.2,1024.1,9.7,13.1
2010-07-06,labeled,9.7,17.2,13.45,4.2,3.5,95.0,67.0,1016.7,1015.1,10.8,15.1
2010-07-07,labeled,9.6,16.0,12.8,2.6,2.9,83.0,70.0,1023.9,1022.5,10.3,15.3
2010-07-08,labeled,8.0,14.8,11.4,2.0,2.3,80.0,92.0,1023.9,1025.6,11.0,12.8
2010-07-09,labeled,9.7,15.6,12.65,32.0,3.8,96.0,83.0,1029.6,1027.9,10.7,13.9
2010-07-10,labeled,8.6,17.6,13.1,4.6,4.8,95.0,65.0,1028.9,1025.0,9.9,16.6
2010-07-11,labeled,9.9,19.0,14.45,0.2,1.0,61.0,76.0,1022.2,1019.8,16.7,17.3
2010-07-12,labeled,10.1,16.9,13.5,0.2,2.1,87.0,61.0,1023.6,1021.1,11.4,16.0
2010-07-13,labeled,11.4,18.6,15.0,0.0,0.0,83.0,78.0,1020.3,1014.6,14.1,17.7
2010-07-14,labeled,13.9,18.1,16.0,1.0,8.0,56.0,33.0,1008.7,1008.6,14.4,17.4
2010-07-15,labeled,10.4,18.2,14.3,0.0,9.8,50.0,34.0,1015.4,1017.1,11.9,17.4
2010-07-16,labeled,7.2,18.2,12.7,0.0,9.4,63.0,46.0,1025.9,1024.0,9.0,16.2
2010-07-17,labeled,7.1,18.5,12.8,0.0,9.9,71.0,39.0,1028.1,1024.7,8.6,18.4
2010-07-18,labeled,7.3,19.4,13.35,0.0,10.0,81.0,40.0,1022.6,1017.8,8.9,18.7
2010-07-19,labeled,8.7,16.7,12.7,0.0,0.8,67.0,53.0,1017.8,1016.0,11.1,15.0
2010-07-20,labeled,8.0,16.5,12.25,0.0,8.5,71.0,53.0,1022.4,1021.4,10.2,14.9
2010-07-21,labeled,8.0,15.7,11.85,6.6,4.1,73.0,54.0,1026.7,1024.6,9.2,15.5
2010-07-22,labeled,6.0,14.7,10.35,0.4,5.0,64.0,69.0,1028.5,1028.1,8.8,13.6
2010-07-23,labeled,8.0,18.2,13.1,0.2,5.8,75.0,62.0,1032.6,1030.3,9.8,16.4
2010-07-24,labeled,9.6,18.3,13.95,4.6,3.9,81.0,54.0,1030.7,1027.4,10.3,17.6
2010-07-25,labeled,10.2,16.9,13.55,0.0,6.2,83.0,64.0,1029.9,1027.7,12.5,15.5
2010-07-26,labeled,9.2,17.0,13.1,16.0,3.2,90.0,69.0,1034.0,1032.6,11.9,15.5
2010-07-27,labeled,9.3,16.9,13.1,2.4,3.2,86.0,49.0,1035.7,1032.5,11.2,16.6
2010-07-28,labeled,11.2,15.2,13.2,2.6,0.8,96.0,90.0,1029.8,1024.8,12.3,14.4
2010-07-29,labeled,11.4,16.2,13.8,24.2,0.6,93.0,77.0,1019.1,1016.0,12.8,15.8
2010-07-30,labeled,12.0,21.1,16.55,3.4,5.8,97.0,62.0,1016.9,1013.6,12.8,21.0
2010-07-31,labeled,12.8,20.7,16.75,6.6,5.8,96.0,37.0,1012.1,1012.0,14.5,20.5
2010-08-01,labeled,9.6,20.9,15.25,0.0,10.3,62.0,35.0,1019.9,1013.0,13.2,20.6
2010-08-02,labeled,9.1,15.7,12.4,0.4,7.3,49.0,36.0,1015.8,1011.6,11.2,15.1
2010-08-03,labeled,10.3,17.3,13.8,16.4,6.6,75.0,62.0,1016.2,1016.9,13.9,15.5
2010-08-04,labeled,8.3,18.9,13.6,0.0,10.2,75.0,44.0,1019.0,1014.9,11.2,18.7
2010-08-05,labeled,7.1,16.9,12.0,0.0,8.3,57.0,33.0,1018.1,1015.1,11.1,15.8
2010-08-06,labeled,7.6,17.0,12.3,0.0,10.3,56.0,40.0,1020.5,1019.2,10.5,15.7
2010-08-07,labeled,6.8,16.1,11.45,0.0,10.2,58.0,50.0,1024.7,1022.2,9.1,15.5
2010-08-08,labeled,6.4,17.2,11.8,0.0,10.3,73.0,50.0,1022.2,1019.1,8.8,15.2
2010-08-09,labeled,7.2,17.1,12.15,0.0,8.9,83.0,58.0,1023.5,1020.9,9.3,17.0
2010-08-10,labeled,9.3,16.4,12.85,2.8,0.0,93.0,90.0,1019.2,1013.8,12.2,16.2
2010-08-11,labeled,12.2,18.0,15.1,4.6,6.0,59.0,35.0,1008.6,1003.7,12.8,17.4
2010-08-12,labeled,10.7,16.7,13.7,0.2,5.9,55.0,47.0,1001.5,1002.3,12.2,15.0
2010-08-13,labeled,9.9,18.3,14.1,0.0,10.6,54.0,44.0,1011.9,1012.0,12.7,17.0
2010-08-14,labeled,8.2,21.8,15.0,0.0,10.7,69.0,36.0,1014.5,1009.7,13.0,21.4
2010-08-15,labeled,12.8,20.1,16.450000000000003,0.0,7.3,53.0,37.0,1006.2,1004.0,15.1,20.0
2010-08-16,labeled,12.6,18.8,15.7,0.4,10.7,44.0,31.0,1011.5,1010.3,14.3,18.3
2010-08-17,labeled,7.6,17.6,12.6,0.0,10.4,44.0,26.0,1022.0,1019.9,10.8,15.9
2010-08-18,labeled,6.5,19.9,13.2,0.0,6.6,69.0,53.0,1020.5,1012.0,9.3,17.7
2010-08-19,labeled,9.3,24.6,16.950000000000003,2.2,10.8,57.0,23.0,1007.7,1004.6,19.5,24.4
2010-08-20,labeled,11.3,19.3,15.3,0.0,10.8,45.0,26.0,1012.4,1010.9,14.3,19.2
2010-08-21,labeled,8.8,16.7,12.75,0.0,10.9,44.0,33.0,1017.0,1015.2,12.8,16.7
2010-08-22,labeled,8.4,17.3,12.85,0.0,9.4,58.0,48.0,1023.7,1020.4,11.4,15.7
2010-08-23,labeled,11.2,15.0,13.1,0.0,1.0,77.0,65.0,1017.1,1010.8,12.4,13.9
2010-08-24,labeled,10.9,19.8,15.35,0.0,10.3,53.0,28.0,1012.3,1007.9,13.9,19.6
2010-08-25,labeled,11.5,18.1,14.8,0.0,10.4,36.0,24.0,1008.1,1005.2,14.1,17.2
2010-08-26,labeled,10.3,18.0,14.15,0.0,8.9,48.0,33.0,1003.5,1000.7,13.8,16.4
2010-08-27,labeled,10.3,19.2,14.75,0.0,8.4,47.0,35.0,1008.1,1008.0,14.1,18.8
2010-08-28,labeled,9.2,17.5,13.35,0.0,10.9,52.0,40.0,1021.8,1022.3,12.3,16.5
2010-08-29,labeled,7.8,18.4,13.1,0.0,9.7,68.0,55.0,1021.8,1025.9,11.1,16.3
2010-08-30,labeled,10.5,17.6,14.05,0.0,8.2,70.0,56.0,1027.1,1024.3,14.9,16.8
2010-08-31,labeled,11.5,20.0,15.75,0.0,9.7,71.0,60.0,1025.3,1019.8,15.8,18.4
2010-09-01,labeled,14.9,25.9,20.4,0.0,3.3,53.0,33.0,1017.8,1012.5,18.2,24.1
2010-09-02,labeled,16.6,18.1,17.35,0.8,0.0,77.0,74.0,1016.3,1014.4,17.8,17.8
2010-09-03,labeled,13.7,17.6,15.65,3.2,0.0,80.0,64.0,1025.8,1023.6,15.2,16.5
2010-09-04,labeled,15.2,20.3,17.75,7.4,0.0,90.0,84.0,1014.2,1006.7,17.6,19.0
2010-09-05,labeled,16.4,21.3,18.85,0.6,11.3,44.0,35.0,1007.9,1009.7,18.6,20.4
2010-09-06,labeled,11.5,20.4,15.95,0.0,8.4,45.0,33.0,1018.6,1017.1,15.1,18.9
2010-09-07,labeled,10.4,16.8,13.6,0.0,10.3,54.0,51.0,1023.4,1023.3,14.4,16.1
2010-09-08,labeled,8.2,18.3,13.25,0.0,10.7,58.0,54.0,1027.3,1023.6,13.1,17.2
2010-09-09,labeled,9.7,18.4,14.05,0.0,2.4,77.0,56.0,1017.5,1010.6,13.0,18.0
2010-09-10,labeled,11.0,24.5,17.75,2.4,5.4,82.0,34.0,1004.1,1001.3,16.2,21.2
2010-09-11,labeled,11.1,19.9,15.5,0.8,10.9,46.0,44.0,1017.4,1017.2,15.3,17.5
2010-09-12,labeled,9.2,18.9,14.05,0.0,10.0,64.0,61.0,1022.5,1017.8,13.6,17.6
2010-09-13,labeled,13.3,23.9,18.6,0.0,6.9,64.0,24.0,1015.8,1012.1,16.2,23.3
2010-09-14,labeled,13.9,18.1,16.0,0.0,1.7,70.0,87.0,1016.4,1011.4,17.6,15.7
2010-09-15,labeled,14.9,20.4,17.65,21.0,7.6,75.0,63.0,1010.8,1009.6,15.4,18.8
2010-09-16,labeled,10.4,21.2,15.8,0.0,9.6,42.0,30.0,1014.8,1010.6,15.3,20.8
2010-09-17,labeled,9.5,19.3,14.4,0.0,11.2,41.0,33.0,1021.1,1017.8,13.5,17.2
2010-09-18,labeled,9.6,23.3,16.45,0.0,11.0,48.0,45.0,1017.4,1013.8,15.0,19.5
2010-09-19,labeled,11.7,18.1,14.9,0.0,4.1,56.0,66.0,1022.0,1019.7,15.0,17.3
2010-09-20,labeled,11.1,20.1,15.6,0.0,9.1,66.0,65.0,1024.0,1022.7,16.8,18.5
2010-09-21,labeled,11.6,23.7,17.65,0.0,8.2,82.0,66.0,1023.0,1022.3,15.3,20.4
2010-09-22,labeled,13.0,20.1,16.55,1.8,9.5,75.0,61.0,1026.5,1020.8,16.6,18.1
2010-09-23,labeled,15.2,19.0,17.1,0.2,1.1,69.0,63.0,1024.7,1022.3,16.6,17.3
2010-09-24,labeled,13.7,21.1,17.4,0.0,10.7,67.0,69.0,1022.2,1017.6,19.0,20.2
2010-09-25,labeled,13.4,26.9,20.15,0.0,8.0,58.0,33.0,1016.0,1013.5,18.5,24.8
2010-09-26,labeled,13.1,22.0,17.55,0.0,10.8,57.0,74.0,1020.1,1017.3,19.5,19.7
2010-09-27,labeled,12.8,27.1,19.950000000000003,0.0,5.5,60.0,38.0,1014.5,1017.3,18.7,26.5
2010-09-28,labeled,14.2,27.0,20.6,0.0,9.8,36.0,18.0,1013.2,1017.3,21.7,26.2
2010-09-29,labeled,13.2,18.5,15.85,0.0,9.3,39.0,42.0,1016.8,1017.3,16.5,16.7
2010-09-30,labeled,8.6,18.7,13.65,4.0,10.7,54.0,42.0,1016.8,1017.3,14.4,16.2
2010-10-01,labeled,9.7,18.4,14.05,0.0,0.7,69.0,61.0,1016.8,1017.3,12.7,17.7
2010-10-02,labeled,12.7,19.6,16.15,0.0,0.0,70.0,82.0,1029.8,1027.7,18.3,16.5
2010-10-03,labeled,15.0,19.7,17.35,14.2,1.2,93.0,77.0,1030.0,1027.4,15.3,18.9
2010-10-04,labeled,15.3,20.6,17.950000000000003,12.0,2.3,83.0,72.0,1026.2,1022.8,17.9,19.9
2010-10-05,labeled,16.6,22.4,19.5,2.6,7.2,81.0,71.0,1026.2,1022.8,19.4,21.1
2010-10-06,labeled,17.2,22.4,19.8,0.0,4.9,83.0,72.0,1026.2,1022.8,19.7,21.8
2010-10-07,labeled,16.3,23.1,19.700000000000003,0.0,1.2,88.0,73.0,1026.2,1022.8,17.7,18.2
2010-10-08,labeled,13.8,19.5,16.65,0.0,9.5,73.0,56.0,1026.2,1022.8,16.5,19.1
2010-10-09,labeled,15.8,18.9,17.35,0.0,0.0,59.0,55.0,1026.4,1025.3,17.0,18.3
2010-10-10,labeled,14.7,21.9,18.3,0.0,9.0,59.0,53.0,1031.2,1031.7,18.5,20.7
