id,split,age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y,month_num,season,month_sin,month_cos,day_sin,day_cos,early_month,late_month,avg_contact_duration,contacts_per_month,financial_stress,education_unknown,age_group,balance_group
537,labeled,35,blue-collar,married,primary,0,295,1,0,cellular,13,135,2,370,2,failure,0,5,spring,0.49999999999999994,-0.8660254037844387,0.48530196253108104,-0.8743466161445821,0,0,67.5,0.4,0,0,2,2
538,labeled,42,housemaid,married,primary,0,14758,0,0,unknown,19,107,2,-1,0,unknown,0,5,spring,0.49999999999999994,-0.8660254037844387,-0.651372482722222,-0.7587581226927911,0,0,53.5,0.4,0,0,2,5
539,labeled,32,management,single,tertiary,0,1164,1,1,unknown,11,450,2,-1,0,unknown,0,6,summer,1.2246467991473532e-16,-1.0,0.7907757369376989,-0.6121059825476626,0,0,225.0,0.3333333333333333,1,0,1,3
540,labeled,30,blue-collar,married,primary,0,7,1,1,telephone,22,80,2,-1,0,unknown,0,7,summer,-0.4999999999999997,-0.8660254037844388,-0.9680771188662041,-0.2506525322587213,0,1,40.0,0.2857142857142857,1,0,1,2
541,labeled,40,management,single,secondary,0,193,1,0,unknown,16,71,11,-1,0,unknown,0,5,spring,0.49999999999999994,-0.8660254037844387,-0.10116832198743204,-0.9948693233918952,0,0,6.454545454545454,2.2,0,0,2,2
542,labeled,49,services,married,secondary,0,5678,0,1,cellular,4,357,3,-1,0,unknown,0,8,summer,-0.8660254037844385,-0.5000000000000004,0.72479278722912,0.6889669190756866,1,0,119.0,0.375,1,0,3,4
543,labeled,81,retired,married,secondary,0,6,0,0,cellular,19,65,5,-1,0,unknown,0,8,summer,-0.8660254037844385,-0.5000000000000004,-0.651372482722222,-0.7587581226927911,0,0,13.0,0.625,0,0,5,2
544,labeled,39,technician,married,tertiary,0,19,0,0,cellular,28,114,2,-1,0,unknown,0,1,winter,0.49999999999999994,0.8660254037844387,-0.5712682150947924,0.8207634412072763,0,1,57.0,2.0,0,0,2,2
545,labeled,35,entrepreneur,married,tertiary,0,2725,1,1,cellular,8,275,4,-1,0,unknown,0,8,summer,-0.8660254037844385,-0.5000000000000004,0.9987165071710528,-0.05064916883871264,1,0,68.75,0.5,1,0,2,3
546,labeled,54,technician,married,secondary,0,85,1,0,cellular,10,140,3,-1,0,unknown,0,7,summer,-0.4999999999999997,-0.8660254037844388,0.8978045395707416,-0.4403941515576344,1,0,46.666666666666664,0.42857142857142855,0,0,3,2
547,labeled,34,technician,married,secondary,0,-234,1,0,cellular,20,187,3,332,3,other,0,4,spring,0.8660254037844387,-0.4999999999999998,-0.7907757369376986,-0.6121059825476627,0,1,62.333333333333336,0.75,1,0,1,1
549,labeled,77,retired,married,tertiary,0,7795,0,0,telephone,4,421,1,92,2,success,1,5,spring,0.49999999999999994,-0.8660254037844387,0.72479278722912,0.6889669190756866,1,0,421.0,0.2,0,0,5,4
552,labeled,55,admin.,married,primary,0,345,1,0,cellular,14,276,3,-1,0,unknown,0,7,summer,-0.4999999999999997,-0.8660254037844388,0.29936312297335804,-0.9541392564000488,0,0,92.0,0.42857142857142855,0,0,4,2
553,labeled,34,self-employed,married,primary,0,708,1,0,unknown,2,326,3,-1,0,unknown,0,6,summer,1.2246467991473532e-16,-1.0,0.39435585511331855,0.9189578116202306,1,0,108.66666666666667,0.5,0,0,1,2
554,labeled,35,blue-collar,married,primary,0,627,1,0,unknown,7,163,1,-1,0,unknown,0,5,spring,0.49999999999999994,-0.8660254037844387,0.9884683243281114,0.1514277775045767,1,0,163.0,0.2,0,0,2,2
555,labeled,47,blue-collar,married,primary,0,880,1,0,cellular,14,143,1,370,2,failure,0,5,spring,0.49999999999999994,-0.8660254037844387,0.29936312297335804,-0.9541392564000488,0,0,143.0,0.2,0,0,3,2
557,labeled,56,admin.,divorced,secondary,0,3329,1,0,telephone,17,99,3,-1,0,unknown,0,11,autumn,-0.5000000000000004,0.8660254037844384,-0.2993631229733582,-0.9541392564000488,0,0,33.0,0.2727272727272727,0,0,4,3
558,labeled,42,admin.,divorced,secondary,0,933,0,0,cellular,30,931,1,-1,0,unknown,1,1,winter,0.49999999999999994,0.8660254037844387,-0.20129852008866114,0.9795299412524943,0,1,931.0,1.0,0,0,2,2
559,labeled,35,entrepreneur,married,secondary,0,2963,0,0,cellular,4,429,4,164,2,failure,1,5,spring,0.49999999999999994,-0.8660254037844387,0.72479278722912,0.6889669190756866,1,0,107.25,0.8,0,0,2,3
560,labeled,27,entrepreneur,single,tertiary,0,78,0,0,cellular,5,197,1,199,3,failure,0,2,winter,0.8660254037844386,0.5000000000000001,0.8486442574947509,0.5289640103269624,1,0,197.0,0.5,0,0,1,2
561,labeled,51,self-employed,married,secondary,0,90,1,0,cellular,23,1309,4,-1,0,unknown,1,7,summer,-0.4999999999999997,-0.8660254037844388,-0.9987165071710528,-0.05064916883871355,0,1,327.25,0.5714285714285714,0,0,3,2
562,labeled,46,blue-collar,married,primary,0,318,1,0,unknown,21,526,8,-1,0,unknown,0,5,spring,0.49999999999999994,-0.8660254037844387,-0.8978045395707417,-0.44039415155763423,0,1,65.75,1.6,0,0,3,2
563,labeled,46,blue-collar,divorced,primary,0,1706,0,0,unknown,19,110,1,-1,0,unknown,0,6,summer,1.2246467991473532e-16,-1.0,-0.651372482722222,-0.7587581226927911,0,0,110.0,0.16666666666666666,0,0,3,3
564,labeled,34,blue-collar,single,secondary,0,13692,1,0,unknown,3,115,3,-1,0,unknown,0,6,summer,1.2246467991473532e-16,-1.0,0.5712682150947923,0.8207634412072763,1,0,38.333333333333336,0.5,0,0,1,5
565,labeled,34,management,married,tertiary,0,694,0,0,cellular,5,166,1,-1,0,unknown,0,8,summer,-0.8660254037844385,-0.5000000000000004,0.8486442574947509,0.5289640103269624,1,0,166.0,0.125,0,0,1,2
566,labeled,36,blue-collar,married,secondary,0,2360,1,0,unknown,17,228,2,-1,0,unknown,0,6,summer,1.2246467991473532e-16,-1.0,-0.2993631229733582,-0.9541392564000488,0,0,114.0,0.3333333333333333,0,0,2,3
568,labeled,32,technician,married,secondary,0,682,0,0,cellular,20,161,4,-1,0,unknown,0,8,summer,-0.8660254037844385,-0.5000000000000004,-0.7907757369376986,-0.6121059825476627,0,1,40.25,0.5,0,0,1,2
569,labeled,42,blue-collar,married,primary,0,2526,1,0,unknown,15,262,4,-1,0,unknown,0,5,spring,0.49999999999999994,-0.8660254037844387,0.10116832198743272,-0.994869323391895,0,0,65.5,0.8,0,0,2,3
570,labeled,27,blue-collar,single,primary,0,-84,1,0,unknown,30,385,5,-1,0,unknown,0,5,spring,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,0,1,77.0,1.0,1,0,1,1
571,labeled,39,blue-collar,married,primary,0,1566,0,0,unknown,17,57,1,-1,0,unknown,0,6,summer,1.2246467991473532e-16,-1.0,-0.2993631229733582,-0.9541392564000488,0,0,57.0,0.16666666666666666,0,0,2,3
574,labeled,26,student,single,tertiary,0,289,0,0,cellular,5,87,1,91,2,success,1,3,spring,1.0,6.123233995736766e-17,0.8486442574947509,0.5289640103269624,1,0,87.0,0.3333333333333333,0,0,1,2
577,labeled,39,services,married,secondary,0,-543,0,0,unknown,6,29,1,-1,0,unknown,0,6,summer,1.2246467991473532e-16,-1.0,0.9377521321470804,0.3473052528448203,1,0,29.0,0.16666666666666666,1,0,2,1
579,labeled,34,admin.,married,secondary,0,234,1,0,cellular,31,56,4,-1,0,unknown,0,7,summer,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,0,1,14.0,0.5714285714285714,0,0,1,2
580,labeled,26,technician,single,secondary,0,8,1,0,cellular,22,188,2,-1,0,unknown,0,7,summer,-0.4999999999999997,-0.8660254037844388,-0.9680771188662041,-0.2506525322587213,0,1,94.0,0.2857142857142857,0,0,1,2
581,labeled,57,retired,married,primary,0,2918,0,1,telephone,30,78,5,-1,0,unknown,0,7,summer,-0.4999999999999997,-0.8660254037844388,-0.20129852008866114,0.9795299412524943,0,1,15.6,0.7142857142857143,1,0,4,3
582,labeled,32,blue-collar,single,secondary,0,122,1,0,cellular,17,1275,1,-1,0,unknown,1,7,summer,-0.4999999999999997,-0.8660254037844388,-0.2993631229733582,-0.9541392564000488,0,0,1275.0,0.14285714285714285,0,0,1,2
583,labeled,30,technician,single,secondary,0,184,0,0,cellular,25,167,4,-1,0,unknown,0,8,summer,-0.8660254037844385,-0.5000000000000004,-0.9377521321470804,0.3473052528448203,0,1,41.75,0.5,0,0,1,2
584,labeled,58,housemaid,married,primary,0,441,1,0,telephone,28,122,6,-1,0,unknown,0,7,summer,-0.4999999999999997,-0.8660254037844388,-0.5712682150947924,0.8207634412072763,0,1,20.333333333333332,0.8571428571428571,0,0,4,2
585,labeled,43,self-employed,single,tertiary,0,0,0,0,unknown,19,147,1,-1,0,unknown,0,6,summer,1.2246467991473532e-16,-1.0,-0.651372482722222,-0.7587581226927911,0,0,147.0,0.16666666666666666,0,0,2,1
586,labeled,29,management,single,tertiary,0,564,0,0,cellular,16,314,1,195,1,success,1,12,winter,-2.4492935982947064e-16,1.0,-0.10116832198743204,-0.9948693233918952,0,0,314.0,0.08333333333333333,0,0,1,2
587,labeled,41,admin.,married,secondary,0,0,0,0,unknown,20,89,1,-1,0,unknown,0,6,summer,1.2246467991473532e-16,-1.0,-0.7907757369376986,-0.6121059825476627,0,1,89.0,0.16666666666666666,0,0,2,1
588,labeled,67,retired,married,tertiary,0,694,0,0,cellular,6,254,2,-1,0,unknown,1,8,summer,-0.8660254037844385,-0.5000000000000004,0.9377521321470804,0.3473052528448203,1,0,127.0,0.25,0,0,5,2
589,labeled,32,technician,single,tertiary,0,922,0,0,cellular,27,85,7,-1,0,unknown,0,8,summer,-0.8660254037844385,-0.5000000000000004,-0.72479278722912,0.6889669190756865,0,1,12.142857142857142,0.875,0,0,1,2
590,labeled,53,technician,married,tertiary,0,3168,0,0,cellular,8,92,2,-1,0,unknown,0,8,summer,-0.8660254037844385,-0.5000000000000004,0.9987165071710528,-0.05064916883871264,1,0,46.0,0.25,0,0,3,3
591,labeled,53,entrepreneur,married,tertiary,0,64,0,1,cellular,29,86,1,-1,0,unknown,0,1,winter,0.49999999999999994,0.8660254037844387,-0.3943558551133187,0.9189578116202306,0,1,86.0,1.0,1,0,3,2
594,labeled,41,blue-collar,married,primary,0,-1,1,0,cellular,15,155,2,-1,0,unknown,0,7,summer,-0.4999999999999997,-0.8660254037844388,0.10116832198743272,-0.994869323391895,0,0,77.5,0.2857142857142857,1,0,2,1
595,labeled,41,blue-collar,single,secondary,1,-377,0,1,cellular,20,477,1,-1,0,unknown,1,11,autumn,-0.5000000000000004,0.8660254037844384,-0.7907757369376986,-0.6121059825476627,0,1,477.0,0.09090909090909091,3,0,2,1
596,labeled,45,services,married,secondary,0,1339,0,1,cellular,8,220,1,-1,0,unknown,0,7,summer,-0.4999999999999997,-0.8660254037844388,0.9987165071710528,-0.05064916883871264,1,0,220.0,0.14285714285714285,1,0,3,3
597,labeled,41,entrepreneur,married,tertiary,0,212,1,0,unknown,14,57,2,-1,0,unknown,0,5,spring,0.49999999999999994,-0.8660254037844387,0.29936312297335804,-0.9541392564000488,0,0,28.5,0.4,0,0,2,2
599,labeled,57,retired,married,primary,0,-469,1,0,cellular,4,75,1,190,6,failure,0,2,winter,0.8660254037844386,0.5000000000000001,0.72479278722912,0.6889669190756866,1,0,75.0,0.5,1,0,4,1
600,labeled,51,technician,married,secondary,0,12,0,1,cellular,25,363,6,-1,0,unknown,0,7,summer,-0.4999999999999997,-0.8660254037844388,-0.9377521321470804,0.3473052528448203,0,1,60.5,0.8571428571428571,1,0,3,2
601,labeled,57,retired,married,secondary,0,531,0,1,cellular,2,49,6,-1,0,unknown,0,2,winter,0.8660254037844386,0.5000000000000001,0.39435585511331855,0.9189578116202306,1,0,8.166666666666666,3.0,1,0,4,2
603,labeled,43,management,single,secondary,0,102,1,0,unknown,27,64,3,-1,0,unknown,0,5,spring,0.49999999999999994,-0.8660254037844387,-0.72479278722912,0.6889669190756865,0,1,21.333333333333332,0.6,0,0,2,2
606,labeled,31,services,single,secondary,0,79,0,0,cellular,16,151,1,-1,0,unknown,0,7,summer,-0.4999999999999997,-0.8660254037844388,-0.10116832198743204,-0.9948693233918952,0,0,151.0,0.14285714285714285,0,0,1,2
607,labeled,41,services,married,secondary,0,4000,1,0,telephone,20,281,2,-1,0,unknown,0,11,autumn,-0.5000000000000004,0.8660254037844384,-0.7907757369376986,-0.6121059825476627,0,1,140.5,0.18181818181818182,0,0,2,3
608,labeled,38,technician,married,tertiary,0,3240,0,0,cellular,18,578,2,-1,0,unknown,1,11,autumn,-0.5000000000000004,0.8660254037844384,-0.4853019625310808,-0.8743466161445822,0,0,289.0,0.18181818181818182,0,0,2,3
609,labeled,34,self-employed,single,tertiary,0,460,0,0,cellular,21,1877,3,-1,0,unknown,1,8,summer,-0.8660254037844385,-0.5000000000000004,-0.8978045395707417,-0.44039415155763423,0,1,625.6666666666666,0.375,0,0,1,2
610,labeled,50,unemployed,divorced,secondary,0,723,1,0,cellular,30,113,1,-1,0,unknown,0,1,winter,0.49999999999999994,0.8660254037844387,-0.20129852008866114,0.9795299412524943,0,1,113.0,1.0,0,0,3,2
611,labeled,26,blue-collar,married,secondary,0,474,1,0,unknown,19,48,2,-1,0,unknown,0,5,spring,0.49999999999999994,-0.8660254037844387,-0.651372482722222,-0.7587581226927911,0,0,24.0,0.4,0,0,1,2
612,labeled,47,technician,married,secondary,0,2243,1,0,cellular,10,330,1,-1,0,unknown,0,7,summer,-0.4999999999999997,-0.8660254037844388,0.8978045395707416,-0.4403941515576344,1,0,330.0,0.14285714285714285,0,0,3,3
613,labeled,50,management,married,tertiary,0,-99,0,1,unknown,25,75,1,-1,0,unknown,0,6,summer,1.2246467991473532e-16,-1.0,-0.9377521321470804,0.3473052528448203,0,1,75.0,0.16666666666666666,2,0,3,1
614,labeled,68,retired,divorced,secondary,0,4194,0,0,telephone,14,897,2,-1,0,unknown,1,7,summer,-0.4999999999999997,-0.8660254037844388,0.29936312297335804,-0.9541392564000488,0,0,448.5,0.2857142857142857,0,0,5,3
615,labeled,29,services,divorced,secondary,0,338,1,0,unknown,12,88,2,-1,0,unknown,0,5,spring,0.49999999999999994,-0.8660254037844387,0.6513724827222223,-0.758758122692791,0,0,44.0,0.4,0,0,1,2
616,labeled,36,services,married,primary,0,185,0,0,unknown,9,411,1,-1,0,unknown,0,6,summer,1.2246467991473532e-16,-1.0,0.9680771188662043,-0.2506525322587204,1,0,411.0,0.16666666666666666,0,0,2,2
618,labeled,34,management,married,tertiary,0,1910,1,0,cellular,14,68,3,-1,0,unknown,0,7,summer,-0.4999999999999997,-0.8660254037844388,0.29936312297335804,-0.9541392564000488,0,0,22.666666666666668,0.42857142857142855,0,0,1,3
619,labeled,46,management,divorced,tertiary,0,-158,1,1,unknown,27,107,2,-1,0,unknown,0,5,spring,0.49999999999999994,-0.8660254037844387,-0.72479278722912,0.6889669190756865,0,1,53.5,0.4,2,0,3,1
620,labeled,24,blue-collar,married,secondary,0,-224,1,0,cellular,2,90,1,-1,0,unknown,0,4,spring,0.8660254037844387,-0.4999999999999998,0.39435585511331855,0.9189578116202306,1,0,90.0,0.25,1,0,0,1
621,labeled,56,blue-collar,married,primary,0,832,1,0,cellular,14,214,1,349,1,failure,0,5,spring,0.49999999999999994,-0.8660254037844387,0.29936312297335804,-0.9541392564000488,0,0,214.0,0.2,0,0,4,2
622,labeled,41,technician,single,secondary,0,883,0,1,cellular,7,60,4,-1,0,unknown,0,7,summer,-0.4999999999999997,-0.8660254037844388,0.9884683243281114,0.1514277775045767,1,0,15.0,0.5714285714285714,1,0,2,2
623,labeled,25,technician,single,tertiary,0,770,1,0,unknown,14,351,1,-1,0,unknown,0,5,spring,0.49999999999999994,-0.8660254037844387,0.29936312297335804,-0.9541392564000488,0,0,351.0,0.2,0,0,1,2
624,labeled,51,entrepreneur,married,tertiary,0,5397,0,0,unknown,6,42,1,-1,0,unknown,0,6,summer,1.2246467991473532e-16,-1.0,0.9377521321470804,0.3473052528448203,1,0,42.0,0.16666666666666666,0,0,3,4
625,labeled,32,technician,single,tertiary,0,1094,1,1,cellular,11,67,1,-1,0,unknown,0,8,summer,-0.8660254037844385,-0.5000000000000004,0.7907757369376989,-0.6121059825476626,0,0,67.0,0.125,1,0,1,3
626,labeled,41,entrepreneur,married,secondary,0,2110,1,0,cellular,18,134,1,-1,0,unknown,0,11,autumn,-0.5000000000000004,0.8660254037844384,-0.4853019625310808,-0.8743466161445822,0,0,134.0,0.09090909090909091,0,0,2,3
627,labeled,37,management,married,tertiary,0,3289,0,0,cellular,8,124,2,-1,0,unknown,0,8,summer,-0.8660254037844385,-0.5000000000000004,0.9987165071710528,-0.05064916883871264,1,0,62.0,0.25,0,0,2,3
628,labeled,33,management,married,secondary,0,3942,1,0,cellular,6,765,1,342,2,failure,1,5,spring,0.49999999999999994,-0.8660254037844387,0.9377521321470804,0.3473052528448203,1,0,765.0,0.2,0,0,1,3
629,labeled,39,management,married,tertiary,0,0,1,0,unknown,2,46,2,-1,0,unknown,0,6,summer,1.2246467991473532e-16,-1.0,0.39435585511331855,0.9189578116202306,1,0,23.0,0.3333333333333333,0,0,2,1
630,labeled,32,entrepreneur,divorced,secondary,0,1121,1,1,cellular,16,211,3,-1,0,unknown,0,4,spring,0.8660254037844387,-0.4999999999999998,-0.10116832198743204,-0.9948693233918952,0,0,70.33333333333333,0.75,1,0,1,3
631,labeled,50,blue-collar,married,primary,0,3932,1,0,cellular,20,122,2,-1,0,unknown,0,4,spring,0.8660254037844387,-0.4999999999999998,-0.7907757369376986,-0.6121059825476627,0,1,61.0,0.5,0,0,3,3
632,labeled,36,housemaid,married,secondary,0,2871,0,0,unknown,12,283,1,-1,0,unknown,0,6,summer,1.2246467991473532e-16,-1.0,0.6513724827222223,-0.758758122692791,0,0,283.0,0.16666666666666666,0,0,2,3
633,labeled,39,self-employed,single,unknown,0,0,0,0,unknown,20,13,11,-1,0,unknown,0,6,summer,1.2246467991473532e-16,-1.0,-0.7907757369376986,-0.6121059825476627,0,1,1.1818181818181819,1.8333333333333333,0,0,2,1
634,labeled,42,technician,single,secondary,0,272,0,0,cellular,26,31,8,-1,0,unknown,0,8,summer,-0.8660254037844385,-0.5000000000000004,-0.8486442574947509,0.5289640103269624,0,1,3.875,1.0,0,0,2,2
637,labeled,42,services,divorced,secondary,0,263,1,0,cellular,12,955,2,-1,0,unknown,1,5,spring,0.49999999999999994,-0.8660254037844387,0.6513724827222223,-0.758758122692791,0,0,477.5,0.4,0,0,2,2
638,labeled,49,entrepreneur,married,secondary,0,170,1,1,unknown,6,198,3,-1,0,unknown,0,5,spring,0.49999999999999994,-0.8660254037844387,0.9377521321470804,0.3473052528448203,1,0,66.0,0.6,1,0,3,2
639,labeled,38,technician,married,secondary,0,1951,1,0,cellular,21,161,2,-1,0,unknown,0,8,summer,-0.8660254037844385,-0.5000000000000004,-0.8978045395707417,-0.44039415155763423,0,1,80.5,0.25,0,0,2,3
640,labeled,35,blue-collar,married,secondary,0,145,0,1,unknown,4,5,1,808,12,failure,0,10,autumn,-0.8660254037844386,0.5000000000000001,0.72479278722912,0.6889669190756866,1,0,5.0,0.1,1,0,2,2
641,labeled,47,blue-collar,married,primary,0,563,1,0,cellular,4,147,2,264,4,other,0,2,winter,0.8660254037844386,0.5000000000000001,0.72479278722912,0.6889669190756866,1,0,73.5,1.0,0,0,3,2
642,labeled,42,services,married,secondary,0,-255,1,0,unknown,7,149,1,-1,0,unknown,0,5,spring,0.49999999999999994,-0.8660254037844387,0.9884683243281114,0.1514277775045767,1,0,149.0,0.2,1,0,2,1
643,labeled,40,management,single,tertiary,0,27,1,0,unknown,27,240,3,-1,0,unknown,0,5,spring,0.49999999999999994,-0.8660254037844387,-0.72479278722912,0.6889669190756865,0,1,80.0,0.6,0,0,2,2
644,labeled,24,blue-collar,married,secondary,0,12,1,0,unknown,27,292,7,-1,0,unknown,0,5,spring,0.49999999999999994,-0.8660254037844387,-0.72479278722912,0.6889669190756865,0,1,41.714285714285715,1.4,0,0,0,2
645,labeled,32,management,married,tertiary,0,63,1,0,cellular,21,221,8,-1,0,unknown,0,7,summer,-0.4999999999999997,-0.8660254037844388,-0.8978045395707417,-0.44039415155763423,0,1,27.625,1.1428571428571428,0,0,1,2
646,labeled,55,retired,married,primary,0,3328,0,0,cellular,14,632,4,-1,0,unknown,1,8,summer,-0.8660254037844385,-0.5000000000000004,0.29936312297335804,-0.9541392564000488,0,0,158.0,0.5,0,0,4,3
647,labeled,49,unemployed,married,tertiary,0,-470,1,0,cellular,20,77,3,185,7,failure,0,11,autumn,-0.5000000000000004,0.8660254037844384,-0.7907757369376986,-0.6121059825476627,0,1,25.666666666666668,0.2727272727272727,1,0,3,1
648,labeled,38,technician,single,tertiary,0,2267,1,0,cellular,17,222,1,-1,0,unknown,0,4,spring,0.8660254037844387,-0.4999999999999998,-0.2993631229733582,-0.9541392564000488,0,0,222.0,0.25,0,0,2,3
649,labeled,32,blue-collar,married,secondary,0,303,0,0,cellular,6,166,2,-1,0,unknown,0,2,winter,0.8660254037844386,0.5000000000000001,0.9377521321470804,0.3473052528448203,1,0,83.0,1.0,0,0,1,2
650,labeled,36,management,single,tertiary,0,0,0,0,cellular,11,108,2,-1,0,unknown,0,8,summer,-0.8660254037844385,-0.5000000000000004,0.7907757369376989,-0.6121059825476626,0,0,54.0,0.25,0,0,2,1
651,labeled,31,technician,married,secondary,0,259,0,1,cellular,29,156,2,-1,0,unknown,0,8,summer,-0.8660254037844385,-0.5000000000000004,-0.3943558551133187,0.9189578116202306,0,1,78.0,0.25,1,0,1,2
653,labeled,27,admin.,divorced,secondary,0,81,1,0,unknown,4,236,1,-1,0,unknown,0,6,summer,1.2246467991473532e-16,-1.0,0.72479278722912,0.6889669190756866,1,0,236.0,0.16666666666666666,0,0,1,2
654,labeled,41,admin.,married,secondary,0,918,1,1,unknown,27,239,1,-1,0,unknown,0,5,spring,0.49999999999999994,-0.8660254037844387,-0.72479278722912,0.6889669190756865,0,1,239.0,0.2,1,0,2,2
656,labeled,32,technician,married,secondary,0,776,1,0,unknown,26,116,4,-1,0,unknown,0,5,spring,0.49999999999999994,-0.8660254037844387,-0.8486442574947509,0.5289640103269624,0,1,29.0,0.8,0,0,1,2
657,labeled,31,unemployed,married,secondary,0,3236,0,0,unknown,25,292,2,-1,0,unknown,0,6,summer,1.2246467991473532e-16,-1.0,-0.9377521321470804,0.3473052528448203,0,1,146.0,0.3333333333333333,0,0,1,3
659,labeled,29,services,married,secondary,0,300,1,0,unknown,28,75,1,-1,0,unknown,0,5,spring,0.49999999999999994,-0.8660254037844387,-0.5712682150947924,0.8207634412072763,0,1,75.0,0.2,0,0,1,2
660,labeled,25,admin.,married,secondary,0,250,1,0,cellular,30,62,12,-1,0,unknown,0,7,summer,-0.4999999999999997,-0.8660254037844388,-0.20129852008866114,0.9795299412524943,0,1,5.166666666666667,1.7142857142857142,0,0,1,2
662,labeled,47,admin.,single,secondary,0,1534,1,0,cellular,6,104,1,312,1,failure,0,4,spring,0.8660254037844387,-0.4999999999999998,0.9377521321470804,0.3473052528448203,1,0,104.0,0.25,0,0,3,3
663,labeled,29,blue-collar,married,secondary,0,132,1,0,unknown,13,50,1,-1,0,unknown,0,5,spring,0.49999999999999994,-0.8660254037844387,0.48530196253108104,-0.8743466161445821,0,0,50.0,0.2,0,0,1,2
664,labeled,48,blue-collar,single,secondary,0,306,1,1,cellular,3,369,2,-1,0,unknown,0,2,winter,0.8660254037844386,0.5000000000000001,0.5712682150947923,0.8207634412072763,1,0,184.5,1.0,1,0,3,2
665,labeled,34,technician,single,secondary,0,111,1,0,cellular,7,146,2,171,3,failure,0,5,spring,0.49999999999999994,-0.8660254037844387,0.9884683243281114,0.1514277775045767,1,0,73.0,0.4,0,0,1,2
668,labeled,25,management,single,tertiary,0,544,1,0,cellular,17,113,4,479,1,failure,0,9,autumn,-1.0,-1.8369701987210297e-16,-0.2993631229733582,-0.9541392564000488,0,0,28.25,0.4444444444444444,0,0,1,2
670,labeled,30,management,single,tertiary,0,48,0,1,cellular,31,11,17,-1,0,unknown,0,7,summer,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,0,1,0.6470588235294118,2.4285714285714284,1,0,1,2
671,labeled,48,blue-collar,married,secondary,0,155,1,0,unknown,9,71,1,-1,0,unknown,0,5,spring,0.49999999999999994,-0.8660254037844387,0.9680771188662043,-0.2506525322587204,1,0,71.0,0.2,0,0,3,2
672,labeled,54,management,divorced,tertiary,0,1293,1,0,cellular,21,179,10,-1,0,unknown,0,7,summer,-0.4999999999999997,-0.8660254037844388,-0.8978045395707417,-0.44039415155763423,0,1,17.9,1.4285714285714286,0,0,3,3
675,labeled,30,unemployed,married,tertiary,0,0,1,0,cellular,18,756,1,-1,0,unknown,0,11,autumn,-0.5000000000000004,0.8660254037844384,-0.4853019625310808,-0.8743466161445822,0,0,756.0,0.09090909090909091,0,0,1,1
678,labeled,36,management,married,tertiary,0,425,0,0,unknown,28,121,1,-1,0,unknown,0,5,spring,0.49999999999999994,-0.8660254037844387,-0.5712682150947924,0.8207634412072763,0,1,121.0,0.2,0,0,2,2
679,labeled,28,blue-collar,married,primary,0,696,1,0,unknown,26,318,2,-1,0,unknown,0,6,summer,1.2246467991473532e-16,-1.0,-0.8486442574947509,0.5289640103269624,0,1,159.0,0.3333333333333333,0,0,1,2
680,labeled,34,technician,single,secondary,0,933,0,0,cellular,29,96,4,-1,0,unknown,0,8,summer,-0.8660254037844385,-0.5000000000000004,-0.3943558551133187,0.9189578116202306,0,1,24.0,0.5,0,0,1,2
681,labeled,37,admin.,married,tertiary,0,0,1,0,cellular,17,65,2,119,1,failure,0,11,autumn,-0.5000000000000004,0.8660254037844384,-0.2993631229733582,-0.9541392564000488,0,0,32.5,0.18181818181818182,0,0,2,1
682,labeled,49,housemaid,divorced,primary,0,197,1,0,unknown,13,205,3,-1,0,unknown,0,5,spring,0.49999999999999994,-0.8660254037844387,0.48530196253108104,-0.8743466161445821,0,0,68.33333333333333,0.6,0,0,3,2
683,labeled,34,technician,single,tertiary,0,148,1,1,cellular,14,104,1,85,19,failure,0,10,autumn,-0.8660254037844386,0.5000000000000001,0.29936312297335804,-0.9541392564000488,0,0,104.0,0.1,1,0,1,2
684,labeled,34,blue-collar,single,secondary,0,3720,1,0,unknown,27,47,5,-1,0,unknown,0,5,spring,0.49999999999999994,-0.8660254037844387,-0.72479278722912,0.6889669190756865,0,1,9.4,1.0,0,0,1,3
687,labeled,32,services,single,secondary,0,2875,0,0,cellular,2,356,1,-1,0,unknown,1,7,summer,-0.4999999999999997,-0.8660254037844388,0.39435585511331855,0.9189578116202306,1,0,356.0,0.14285714285714285,0,0,1,3
688,labeled,40,technician,single,tertiary,0,219,0,0,cellular,15,176,2,-1,0,unknown,0,1,winter,0.49999999999999994,0.8660254037844387,0.10116832198743272,-0.994869323391895,0,0,88.0,2.0,0,0,2,2
690,labeled,55,technician,married,unknown,0,576,1,0,cellular,29,243,2,-1,0,unknown,0,1,winter,0.49999999999999994,0.8660254037844387,-0.3943558551133187,0.9189578116202306,0,1,121.5,2.0,0,0,4,2
691,labeled,56,management,divorced,tertiary,0,1017,1,0,unknown,9,184,5,-1,0,unknown,0,6,summer,1.2246467991473532e-16,-1.0,0.9680771188662043,-0.2506525322587204,1,0,36.8,0.8333333333333334,0,0,4,3
692,labeled,34,management,married,secondary,0,283,1,0,unknown,21,162,3,-1,0,unknown,0,5,spring,0.49999999999999994,-0.8660254037844387,-0.8978045395707417,-0.44039415155763423,0,1,54.0,0.6,0,0,1,2
