id,split,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
644,labeled,24,blue-collar,married,secondary,no,12,yes,no,unknown,27,may,292,7,-1,0,unknown,no
645,labeled,32,management,married,tertiary,no,63,yes,no,cellular,21,jul,221,8,-1,0,unknown,no
646,labeled,55,retired,married,primary,no,3328,no,no,cellular,14,aug,632,4,-1,0,unknown,yes
647,labeled,49,unemployed,married,tertiary,no,-470,yes,no,cellular,20,nov,77,3,185,7,failure,no
648,labeled,38,technician,single,tertiary,no,2267,yes,no,cellular,17,apr,222,1,-1,0,unknown,no
649,labeled,32,blue-collar,married,secondary,no,303,no,no,cellular,6,feb,166,2,-1,0,unknown,no
650,labeled,36,management,single,tertiary,no,0,no,no,cellular,11,aug,108,2,-1,0,unknown,no
651,labeled,31,technician,married,secondary,no,259,no,yes,cellular,29,aug,156,2,-1,0,unknown,no
653,labeled,27,admin.,divorced,secondary,no,81,yes,no,unknown,4,jun,236,1,-1,0,unknown,no
654,labeled,41,admin.,married,secondary,no,918,yes,yes,unknown,27,may,239,1,-1,0,unknown,no
656,labeled,32,technician,married,secondary,no,776,yes,no,unknown,26,may,116,4,-1,0,unknown,no
657,labeled,31,unemployed,married,secondary,no,3236,no,no,unknown,25,jun,292,2,-1,0,unknown,no
659,labeled,29,services,married,secondary,no,300,yes,no,unknown,28,may,75,1,-1,0,unknown,no
660,labeled,25,admin.,married,secondary,no,250,yes,no,cellular,30,jul,62,12,-1,0,unknown,no
662,labeled,47,admin.,single,secondary,no,1534,yes,no,cellular,6,apr,104,1,312,1,failure,no
663,labeled,29,blue-collar,married,secondary,no,132,yes,no,unknown,13,may,50,1,-1,0,unknown,no
664,labeled,48,blue-collar,single,secondary,no,306,yes,yes,cellular,3,feb,369,2,-1,0,unknown,no
665,labeled,34,technician,single,secondary,no,111,yes,no,cellular,7,may,146,2,171,3,failure,no
668,labeled,25,management,single,tertiary,no,544,yes,no,cellular,17,sep,113,4,479,1,failure,no
670,labeled,30,management,single,tertiary,no,48,no,yes,cellular,31,jul,11,17,-1,0,unknown,no
671,labeled,48,blue-collar,married,secondary,no,155,yes,no,unknown,9,may,71,1,-1,0,unknown,no
672,labeled,54,management,divorced,tertiary,no,1293,yes,no,cellular,21,jul,179,10,-1,0,unknown,no
675,labeled,30,unemployed,married,tertiary,no,0,yes,no,cellular,18,nov,756,1,-1,0,unknown,no
678,labeled,36,management,married,tertiary,no,425,no,no,unknown,28,may,121,1,-1,0,unknown,no
679,labeled,28,blue-collar,married,primary,no,696,yes,no,unknown,26,jun,318,2,-1,0,unknown,no
680,labeled,34,technician,single,secondary,no,933,no,no,cellular,29,aug,96,4,-1,0,unknown,no
681,labeled,37,admin.,married,tertiary,no,0,yes,no,cellular,17,nov,65,2,119,1,failure,no
682,labeled,49,housemaid,divorced,primary,no,197,yes,no,unknown,13,may,205,3,-1,0,unknown,no
683,labeled,34,technician,single,tertiary,no,148,yes,yes,cellular,14,oct,104,1,85,19,failure,no
684,labeled,34,blue-collar,single,secondary,no,3720,yes,no,unknown,27,may,47,5,-1,0,unknown,no
687,labeled,32,services,single,secondary,no,2875,no,no,cellular,2,jul,356,1,-1,0,unknown,yes
688,labeled,40,technician,single,tertiary,no,219,no,no,cellular,15,jan,176,2,-1,0,unknown,no
690,labeled,55,technician,married,unknown,no,576,yes,no,cellular,29,jan,243,2,-1,0,unknown,no
691,labeled,56,management,divorced,tertiary,no,1017,yes,no,unknown,9,jun,184,5,-1,0,unknown,no
692,labeled,34,management,married,secondary,no,283,yes,no,unknown,21,may,162,3,-1,0,unknown,no
695,labeled,28,blue-collar,married,secondary,no,4281,no,no,cellular,30,apr,171,1,-1,0,unknown,no
696,labeled,32,unemployed,single,secondary,no,0,no,no,cellular,27,may,123,2,-1,0,unknown,no
697,labeled,46,services,married,secondary,no,1542,yes,no,cellular,16,apr,126,2,149,8,failure,no
698,labeled,51,management,single,tertiary,no,2141,no,no,cellular,17,nov,176,2,-1,0,unknown,no
701,labeled,49,blue-collar,married,primary,no,475,yes,yes,telephone,9,feb,152,3,221,1,failure,no
702,labeled,52,technician,married,tertiary,no,223,no,no,cellular,29,aug,161,3,-1,0,unknown,no
703,labeled,47,admin.,married,secondary,no,1059,yes,no,unknown,6,jun,83,3,-1,0,unknown,no
705,labeled,55,services,divorced,primary,no,2916,yes,no,unknown,15,may,104,2,-1,0,unknown,no
706,labeled,57,management,married,tertiary,no,0,no,no,cellular,19,aug,188,4,-1,0,unknown,no
708,labeled,27,entrepreneur,single,secondary,no,367,yes,yes,cellular,5,may,273,1,-1,0,unknown,no
709,labeled,44,self-employed,married,tertiary,no,133,no,no,cellular,28,aug,86,4,-1,0,unknown,no
710,labeled,32,blue-collar,married,secondary,no,451,no,no,cellular,12,may,121,1,-1,0,unknown,no
711,labeled,52,retired,married,secondary,no,611,no,yes,unknown,9,jun,79,1,-1,0,unknown,no
712,labeled,49,unemployed,divorced,tertiary,no,779,no,no,cellular,8,nov,148,1,871,2,failure,no
713,labeled,56,retired,married,secondary,no,1332,no,no,cellular,28,aug,17,14,-1,0,unknown,no
714,labeled,41,blue-collar,married,primary,no,7735,yes,no,cellular,20,nov,220,1,190,1,failure,no
715,labeled,42,technician,single,secondary,no,0,yes,no,unknown,7,may,275,4,-1,0,unknown,no
716,labeled,39,services,single,secondary,no,478,no,no,unknown,15,oct,5,1,-1,0,unknown,no
717,labeled,29,admin.,single,tertiary,no,10,no,no,cellular,29,sep,87,1,120,1,failure,no
718,labeled,42,blue-collar,married,secondary,no,2151,yes,no,cellular,13,may,149,1,364,2,failure,no
719,labeled,48,blue-collar,married,secondary,no,697,no,no,unknown,13,may,108,2,-1,0,unknown,no
720,labeled,45,blue-collar,married,secondary,no,831,yes,no,unknown,15,may,319,5,-1,0,unknown,no
721,labeled,34,management,married,tertiary,no,2589,yes,no,cellular,21,nov,161,3,-1,0,unknown,no
722,labeled,57,admin.,married,secondary,no,2142,no,no,telephone,8,jul,132,7,-1,0,unknown,no
723,labeled,48,blue-collar,married,primary,no,1083,no,yes,cellular,18,nov,79,1,172,8,failure,no
724,labeled,33,technician,married,tertiary,no,66,no,no,cellular,21,jul,204,4,-1,0,unknown,no
726,labeled,41,blue-collar,single,secondary,no,74,yes,no,unknown,1,jul,479,9,-1,0,unknown,yes
727,labeled,56,services,married,secondary,no,696,yes,no,unknown,29,may,151,2,-1,0,unknown,no
729,labeled,35,blue-collar,divorced,secondary,no,0,yes,no,unknown,8,may,477,1,-1,0,unknown,no
731,labeled,58,management,married,tertiary,no,9338,yes,no,telephone,18,nov,52,3,172,3,other,no
733,labeled,34,management,single,tertiary,no,186,yes,no,cellular,15,may,14,2,-1,0,unknown,no
734,labeled,33,services,married,secondary,no,200,yes,yes,unknown,20,may,201,1,-1,0,unknown,no
735,labeled,43,blue-collar,divorced,primary,no,58,yes,no,unknown,9,may,100,1,-1,0,unknown,no
737,labeled,32,technician,single,secondary,no,0,no,no,cellular,21,aug,126,2,-1,0,unknown,no
739,labeled,32,management,single,tertiary,no,3620,no,no,cellular,14,aug,165,2,-1,0,unknown,no
740,labeled,41,blue-collar,married,primary,no,-524,no,yes,telephone,8,jul,554,3,-1,0,unknown,no
741,labeled,38,blue-collar,divorced,secondary,no,601,yes,no,cellular,7,may,245,3,-1,0,unknown,no
742,labeled,29,services,married,secondary,no,11425,yes,no,unknown,28,may,272,2,-1,0,unknown,no
743,labeled,50,blue-collar,divorced,primary,no,-17,no,yes,cellular,10,jul,369,6,-1,0,unknown,no
744,labeled,34,technician,single,secondary,no,173,no,no,cellular,19,aug,294,3,-1,0,unknown,no
745,labeled,43,technician,single,tertiary,yes,0,no,no,cellular,29,aug,73,4,-1,0,unknown,no
746,labeled,26,management,single,tertiary,no,211,no,no,unknown,26,may,111,1,-1,0,unknown,no
747,labeled,33,self-employed,married,tertiary,no,264,no,no,cellular,4,may,119,2,-1,0,unknown,no
748,labeled,31,technician,single,tertiary,no,1215,no,no,cellular,3,feb,39,1,-1,0,unknown,no
749,labeled,38,student,single,tertiary,no,799,no,no,cellular,27,feb,74,2,-1,0,unknown,no
750,labeled,55,blue-collar,married,secondary,no,392,no,no,unknown,5,may,287,1,-1,0,unknown,no
751,labeled,51,housemaid,divorced,secondary,no,9223,no,no,cellular,18,jul,655,4,-1,0,unknown,yes
752,labeled,44,blue-collar,married,primary,no,5,yes,no,cellular,17,jul,196,1,-1,0,unknown,no
753,labeled,44,technician,single,secondary,no,-32,yes,yes,unknown,14,may,100,3,-1,0,unknown,no
754,labeled,36,technician,single,secondary,no,1862,yes,no,cellular,4,feb,75,1,273,1,failure,no
755,labeled,42,management,single,secondary,no,9727,no,no,cellular,5,aug,81,2,-1,0,unknown,no
756,labeled,27,admin.,married,secondary,no,191,yes,no,unknown,27,may,136,2,-1,0,unknown,no
757,labeled,35,services,married,secondary,no,504,yes,yes,unknown,27,may,371,2,-1,0,unknown,no
758,labeled,46,technician,married,tertiary,no,212,yes,no,cellular,14,may,141,1,346,2,other,no
760,labeled,29,blue-collar,single,secondary,no,554,yes,no,cellular,15,may,133,4,-1,0,unknown,no
761,labeled,45,admin.,single,secondary,no,0,yes,no,cellular,8,may,38,1,-1,0,unknown,no
762,labeled,58,admin.,married,secondary,no,1144,no,no,telephone,4,feb,82,3,-1,0,unknown,no
763,labeled,29,management,single,tertiary,no,1453,no,no,cellular,26,apr,328,2,143,2,success,yes
764,labeled,48,services,divorced,secondary,no,3181,no,yes,cellular,9,apr,104,1,-1,0,unknown,no
766,labeled,63,retired,married,tertiary,no,123,yes,no,cellular,13,feb,104,2,-1,0,unknown,no
767,labeled,30,management,single,tertiary,no,192,yes,no,cellular,17,mar,325,2,-1,0,unknown,yes
768,labeled,52,blue-collar,married,primary,no,1136,yes,no,cellular,12,may,22,5,-1,0,unknown,no
769,labeled,32,services,married,primary,no,220,yes,no,cellular,21,jul,1017,6,-1,0,unknown,yes
770,labeled,59,unknown,married,unknown,no,3949,no,no,unknown,5,jun,48,2,-1,0,unknown,no
771,labeled,59,retired,divorced,secondary,no,1022,no,no,unknown,5,nov,669,1,-1,0,unknown,yes
772,labeled,40,services,married,secondary,no,9383,yes,no,cellular,21,nov,7,8,185,1,failure,no
773,labeled,29,services,single,secondary,no,-295,yes,no,cellular,18,may,196,1,-1,0,unknown,no
774,labeled,32,blue-collar,married,secondary,no,1784,yes,no,cellular,12,may,87,4,357,4,failure,no
775,labeled,31,technician,single,tertiary,no,444,yes,no,cellular,12,aug,130,2,-1,0,unknown,no
776,labeled,58,management,single,tertiary,no,330,no,yes,cellular,28,jul,82,3,-1,0,unknown,no
777,labeled,26,student,single,secondary,no,207,no,no,cellular,16,nov,104,1,196,1,failure,no
778,labeled,42,housemaid,married,primary,no,7,yes,no,telephone,28,jul,59,5,-1,0,unknown,no
779,labeled,30,management,married,tertiary,no,552,no,no,cellular,21,aug,137,4,-1,0,unknown,no
780,labeled,37,blue-collar,married,primary,no,704,no,no,unknown,18,jun,165,7,-1,0,unknown,no
781,labeled,29,technician,single,tertiary,no,2899,yes,no,unknown,3,jun,250,1,-1,0,unknown,no
783,labeled,45,blue-collar,married,primary,no,135,yes,yes,unknown,16,may,187,19,-1,0,unknown,no
784,labeled,26,services,single,secondary,no,504,yes,yes,cellular,30,jan,206,5,239,3,failure,no
785,labeled,46,management,married,tertiary,no,5,no,no,cellular,28,aug,205,2,-1,0,unknown,no
786,labeled,37,entrepreneur,married,tertiary,no,301,no,no,cellular,1,sep,76,1,-1,0,unknown,no
787,labeled,31,entrepreneur,married,tertiary,no,5190,no,no,cellular,20,nov,187,2,-1,0,unknown,no
788,labeled,29,management,single,tertiary,no,445,no,no,cellular,5,aug,504,1,92,1,success,yes
789,labeled,35,blue-collar,single,secondary,no,372,yes,yes,unknown,6,may,207,3,-1,0,unknown,no
790,labeled,35,management,single,tertiary,no,0,no,no,cellular,29,aug,669,6,-1,0,unknown,no
792,labeled,33,technician,divorced,secondary,yes,2,yes,yes,cellular,18,nov,167,5,-1,0,unknown,no
794,labeled,41,admin.,married,secondary,no,4545,no,no,unknown,30,may,298,3,-1,0,unknown,no
795,labeled,60,management,married,unknown,no,6313,no,no,unknown,19,jun,39,2,-1,0,unknown,no
796,labeled,49,blue-collar,married,primary,no,377,yes,no,cellular,31,jul,18,44,-1,0,unknown,no
797,labeled,25,services,single,secondary,no,56,no,no,cellular,21,jul,71,11,-1,0,unknown,no
798,labeled,32,blue-collar,married,primary,no,94,no,no,cellular,23,jul,312,1,-1,0,unknown,no
799,labeled,42,management,married,tertiary,no,0,no,no,cellular,13,aug,325,2,-1,0,unknown,no
801,labeled,50,services,single,primary,no,147,yes,no,unknown,7,may,198,2,-1,0,unknown,no
802,labeled,45,technician,married,secondary,no,1423,yes,no,cellular,24,jul,311,1,-1,0,unknown,no
803,labeled,33,technician,single,tertiary,no,316,no,no,cellular,21,aug,126,3,-1,0,unknown,no
804,labeled,25,management,single,tertiary,no,807,no,no,cellular,18,sep,267,2,114,2,failure,yes
805,labeled,41,entrepreneur,married,primary,no,32,yes,no,cellular,21,nov,549,2,-1,0,unknown,yes
806,labeled,36,technician,single,secondary,yes,2,no,no,cellular,12,aug,587,2,-1,0,unknown,yes
807,labeled,32,blue-collar,single,secondary,no,610,no,yes,cellular,28,may,95,3,-1,0,unknown,no
809,labeled,39,blue-collar,married,secondary,no,-409,yes,no,cellular,8,may,177,1,-1,0,unknown,no
810,labeled,54,unknown,married,secondary,no,2214,no,no,cellular,12,nov,104,1,99,2,other,yes
811,labeled,31,management,married,tertiary,no,1374,yes,no,cellular,30,jan,203,2,2,3,other,no
813,labeled,37,technician,married,secondary,no,1629,yes,no,unknown,19,may,229,3,-1,0,unknown,no
815,labeled,36,blue-collar,married,secondary,no,1557,yes,no,unknown,12,may,325,4,-1,0,unknown,no
816,labeled,51,blue-collar,divorced,primary,no,39,yes,no,cellular,13,may,341,1,-1,0,unknown,no
817,labeled,49,entrepreneur,married,primary,no,569,no,no,unknown,19,jun,84,1,-1,0,unknown,no
818,labeled,57,admin.,divorced,primary,no,4,no,no,unknown,15,may,17,10,-1,0,unknown,no
819,labeled,39,self-employed,married,secondary,no,268,no,no,cellular,11,may,102,2,-1,0,unknown,no
820,labeled,45,admin.,married,secondary,no,-538,yes,no,unknown,3,jun,214,2,-1,0,unknown,no
821,labeled,34,blue-collar,single,primary,no,459,yes,no,cellular,18,may,173,1,299,2,other,no
822,labeled,42,entrepreneur,divorced,tertiary,yes,-6,yes,no,unknown,5,may,380,1,-1,0,unknown,no
823,labeled,33,blue-collar,married,secondary,no,3576,yes,no,cellular,2,apr,124,1,308,2,other,no
824,labeled,42,technician,married,secondary,no,4948,yes,no,cellular,2,mar,311,2,-1,0,unknown,yes
825,labeled,47,technician,married,secondary,no,1989,yes,yes,cellular,25,aug,108,4,-1,0,unknown,no
826,labeled,32,admin.,single,secondary,no,97,yes,no,cellular,18,may,110,1,315,2,failure,no
827,labeled,34,management,married,tertiary,no,4835,yes,no,cellular,4,feb,265,1,-1,0,unknown,no
829,labeled,37,housemaid,married,primary,no,181,no,no,cellular,8,aug,148,4,-1,0,unknown,no
830,labeled,28,management,single,tertiary,no,0,no,no,telephone,27,may,198,2,-1,0,unknown,no
831,labeled,54,management,married,tertiary,no,2958,yes,no,cellular,20,nov,83,1,-1,0,unknown,no
832,labeled,44,blue-collar,married,primary,no,129,yes,no,cellular,7,may,378,1,-1,0,unknown,no
834,labeled,80,management,married,primary,no,6475,no,no,telephone,19,oct,123,1,-1,0,unknown,no
835,labeled,33,blue-collar,married,secondary,no,668,yes,no,cellular,18,jul,968,1,-1,0,unknown,yes
836,labeled,26,unemployed,married,tertiary,no,444,yes,yes,unknown,23,may,28,18,-1,0,unknown,no
837,labeled,57,admin.,married,secondary,no,368,no,no,telephone,16,nov,107,2,-1,0,unknown,no
838,labeled,40,services,married,secondary,no,15,no,no,cellular,4,jun,78,1,-1,0,unknown,no
839,labeled,23,admin.,single,secondary,no,581,yes,no,cellular,6,may,62,1,-1,0,unknown,no
840,labeled,50,technician,divorced,secondary,no,-711,yes,yes,cellular,24,jul,148,1,-1,0,unknown,no
842,labeled,40,self-employed,married,secondary,no,1514,yes,yes,unknown,23,may,373,1,-1,0,unknown,no
843,labeled,29,blue-collar,married,secondary,no,358,no,no,cellular,21,jul,88,5,-1,0,unknown,no
844,labeled,38,admin.,married,secondary,no,421,yes,no,cellular,17,apr,279,1,-1,0,unknown,no
845,labeled,33,management,divorced,secondary,no,114,no,no,cellular,20,aug,175,3,-1,0,unknown,no
846,labeled,35,blue-collar,married,primary,no,321,yes,no,cellular,16,jul,221,1,-1,0,unknown,no
847,labeled,53,blue-collar,married,primary,no,43,yes,no,cellular,7,apr,208,1,140,1,failure,no
848,labeled,37,management,married,tertiary,no,1688,yes,no,unknown,6,jun,95,2,-1,0,unknown,no
849,labeled,40,technician,married,secondary,no,693,yes,no,cellular,4,feb,97,4,196,5,failure,no
850,labeled,55,blue-collar,married,primary,no,2275,no,no,cellular,25,aug,139,9,-1,0,unknown,no
851,labeled,39,management,divorced,tertiary,no,16,no,no,unknown,18,jun,311,5,-1,0,unknown,no
853,labeled,50,management,divorced,tertiary,no,200,yes,no,cellular,24,jul,248,1,-1,0,unknown,no
854,labeled,32,technician,single,secondary,no,0,no,no,cellular,26,aug,181,2,-1,0,unknown,no
856,labeled,57,technician,married,secondary,no,3069,yes,yes,cellular,7,may,63,3,-1,0,unknown,no
857,labeled,45,self-employed,married,secondary,no,3101,yes,no,cellular,7,aug,159,2,-1,0,unknown,no
859,labeled,47,management,married,tertiary,no,3681,no,no,cellular,14,aug,101,2,-1,0,unknown,no
860,labeled,40,technician,married,secondary,no,1278,no,no,cellular,17,apr,342,2,-1,0,unknown,no
861,labeled,34,technician,married,secondary,no,121,yes,yes,cellular,4,jun,153,1,309,3,other,no
862,labeled,51,services,divorced,secondary,no,520,yes,no,telephone,17,nov,76,1,-1,0,unknown,no
863,labeled,56,technician,married,secondary,no,4065,no,no,cellular,27,aug,239,5,-1,0,unknown,no
864,labeled,31,management,single,tertiary,no,878,yes,no,cellular,18,nov,190,2,-1,0,unknown,no
865,labeled,59,technician,married,primary,no,4206,no,no,cellular,14,jan,309,1,91,10,success,yes
866,labeled,29,management,married,tertiary,no,581,yes,yes,cellular,14,jul,192,2,-1,0,unknown,no
867,labeled,39,services,married,primary,no,1595,yes,no,unknown,23,may,201,2,-1,0,unknown,no
868,labeled,28,blue-collar,single,secondary,no,52,no,no,unknown,19,may,190,1,-1,0,unknown,no
869,labeled,77,retired,married,tertiary,no,0,no,no,cellular,16,oct,847,1,60,1,success,yes
871,labeled,42,blue-collar,married,primary,no,0,yes,no,cellular,17,jul,71,1,-1,0,unknown,no
873,labeled,52,management,married,secondary,no,423,yes,no,unknown,30,may,153,1,-1,0,unknown,no
874,labeled,41,blue-collar,married,primary,no,395,yes,no,unknown,16,jun,87,6,-1,0,unknown,no
875,labeled,44,management,married,secondary,no,8261,yes,no,cellular,23,jul,201,16,-1,0,unknown,no
876,labeled,46,blue-collar,married,primary,no,148,yes,no,cellular,6,may,116,2,169,3,failure,no
877,labeled,55,technician,married,secondary,no,957,yes,no,cellular,29,jan,104,1,-1,0,unknown,no
878,labeled,28,admin.,married,secondary,no,15,yes,no,cellular,30,jan,73,3,256,3,other,no
880,labeled,30,technician,single,tertiary,no,-967,no,yes,cellular,21,aug,194,2,-1,0,unknown,no
881,labeled,27,services,single,secondary,no,59,yes,no,unknown,28,may,543,2,-1,0,unknown,yes
882,labeled,36,management,married,tertiary,no,1310,yes,no,cellular,7,aug,100,2,-1,0,unknown,no
884,labeled,35,blue-collar,married,secondary,no,405,yes,no,cellular,20,apr,12,6,-1,0,unknown,no
885,labeled,38,technician,single,secondary,no,4360,yes,no,cellular,29,jul,188,2,-1,0,unknown,no
886,labeled,47,technician,married,secondary,no,71,no,no,unknown,29,may,278,1,-1,0,unknown,no
887,labeled,32,blue-collar,married,secondary,no,887,yes,no,cellular,10,sep,185,1,99,5,success,yes
888,labeled,32,admin.,married,secondary,no,1035,yes,no,cellular,17,jul,84,1,-1,0,unknown,no
889,labeled,48,blue-collar,married,secondary,no,-18,no,yes,unknown,4,jul,270,1,-1,0,unknown,no
890,labeled,40,admin.,married,secondary,no,1318,yes,yes,unknown,26,may,76,2,-1,0,unknown,no
891,labeled,35,technician,divorced,secondary,no,473,yes,yes,unknown,26,may,434,4,-1,0,unknown,no
892,labeled,32,services,married,secondary,no,177,yes,no,telephone,15,may,45,2,-1,0,unknown,no
894,labeled,52,blue-collar,married,primary,no,29,no,no,cellular,13,aug,109,2,-1,0,unknown,no
895,labeled,48,admin.,divorced,unknown,no,-61,no,no,cellular,14,may,243,1,-1,0,unknown,no
896,labeled,49,technician,married,tertiary,no,1234,no,no,cellular,13,aug,354,3,-1,0,unknown,yes
897,labeled,42,entrepreneur,married,primary,no,154,no,no,cellular,20,aug,94,2,-1,0,unknown,no
898,labeled,55,blue-collar,married,primary,no,633,yes,no,unknown,5,may,247,1,-1,0,unknown,no
899,labeled,34,technician,single,secondary,no,1382,yes,yes,unknown,28,may,185,6,-1,0,unknown,no
900,labeled,35,blue-collar,married,primary,no,3,yes,no,unknown,13,may,326,4,-1,0,unknown,no
901,labeled,59,admin.,married,secondary,no,99,yes,no,cellular,12,may,139,2,350,1,failure,no
902,labeled,34,management,married,tertiary,no,418,yes,no,cellular,18,nov,138,1,-1,0,unknown,no
903,labeled,31,blue-collar,married,secondary,no,1413,yes,no,cellular,6,may,142,3,-1,0,unknown,no
904,labeled,25,admin.,married,secondary,no,891,yes,no,unknown,28,may,328,1,-1,0,unknown,no
905,labeled,30,technician,single,tertiary,no,9,yes,no,cellular,6,may,45,2,169,2,failure,no
906,labeled,26,management,single,secondary,no,67,no,no,cellular,28,jul,76,4,-1,0,unknown,no
907,labeled,28,technician,single,tertiary,no,181,yes,yes,unknown,28,may,62,2,-1,0,unknown,no
908,labeled,50,services,married,secondary,no,56,no,yes,cellular,27,aug,151,8,-1,0,unknown,no
909,labeled,36,self-employed,married,tertiary,no,25,yes,yes,cellular,18,jul,95,4,-1,0,unknown,no
910,labeled,53,blue-collar,married,secondary,no,2240,yes,no,cellular,14,jul,272,3,-1,0,unknown,no
911,labeled,25,student,single,secondary,no,324,no,no,telephone,26,aug,170,4,-1,0,unknown,yes
913,labeled,37,technician,married,secondary,no,1062,yes,no,cellular,31,jul,413,2,-1,0,unknown,no
915,labeled,32,management,married,tertiary,no,48,no,no,cellular,2,feb,124,3,-1,0,unknown,no
918,labeled,44,technician,divorced,secondary,no,-326,yes,no,unknown,7,may,171,1,-1,0,unknown,no
919,labeled,36,management,married,tertiary,no,487,no,no,cellular,5,aug,157,3,97,2,success,yes
920,labeled,54,technician,married,secondary,no,2221,no,yes,cellular,13,aug,73,2,-1,0,unknown,no
921,labeled,29,management,single,tertiary,no,4202,yes,no,cellular,18,may,119,1,-1,0,unknown,no
923,labeled,53,unknown,married,primary,no,728,no,no,cellular,27,oct,759,2,-1,0,unknown,yes
924,labeled,31,admin.,single,secondary,no,-456,yes,no,unknown,28,may,81,2,-1,0,unknown,no
925,labeled,58,housemaid,married,primary,no,5273,yes,no,unknown,4,jun,763,4,-1,0,unknown,no
926,labeled,47,management,married,tertiary,no,7703,yes,no,cellular,21,nov,157,5,-1,0,unknown,no
928,labeled,52,technician,married,secondary,no,59,no,no,telephone,29,aug,20,2,-1,0,unknown,no
929,labeled,41,technician,married,secondary,no,59,yes,no,cellular,6,aug,185,4,-1,0,unknown,no
930,labeled,56,housemaid,divorced,primary,yes,1244,no,no,unknown,5,jun,1558,1,-1,0,unknown,yes
931,labeled,50,management,married,tertiary,no,114,yes,no,cellular,4,nov,70,5,85,5,other,no
932,labeled,34,housemaid,married,tertiary,no,0,no,no,cellular,26,may,141,1,188,1,failure,no
933,labeled,52,entrepreneur,married,tertiary,no,0,no,no,unknown,19,jun,163,3,-1,0,unknown,no
934,labeled,42,management,married,secondary,yes,-28,no,no,cellular,5,feb,176,1,-1,0,unknown,no
935,labeled,42,management,single,tertiary,no,10913,no,no,cellular,4,may,74,3,-1,0,unknown,no
936,labeled,31,self-employed,single,secondary,no,351,yes,no,unknown,26,may,592,4,-1,0,unknown,no
937,labeled,45,admin.,married,secondary,no,70,yes,yes,cellular,15,may,262,2,352,2,failure,no
939,labeled,33,blue-collar,single,secondary,no,137,yes,no,cellular,14,may,123,1,360,3,other,no
940,labeled,47,admin.,married,secondary,no,1942,no,yes,cellular,14,may,225,1,364,1,failure,no
942,labeled,71,unknown,married,tertiary,no,353,no,no,cellular,27,jan,208,1,93,2,failure,no
943,labeled,55,retired,married,primary,no,4426,no,no,cellular,5,aug,67,4,-1,0,unknown,no
944,labeled,30,blue-collar,married,secondary,no,-105,yes,no,cellular,15,may,144,5,-1,0,unknown,no
945,labeled,27,student,single,secondary,no,1571,no,no,cellular,30,jan,164,5,-1,0,unknown,no
947,labeled,30,blue-collar,single,primary,no,62,yes,no,unknown,19,may,122,6,-1,0,unknown,no
948,labeled,73,retired,married,unknown,no,509,no,no,telephone,16,oct,434,1,57,1,failure,yes
949,labeled,42,technician,divorced,secondary,no,-280,yes,no,unknown,26,may,258,1,-1,0,unknown,no
950,labeled,60,retired,married,secondary,no,88,no,no,cellular,30,apr,156,2,-1,0,unknown,no
951,labeled,29,management,single,tertiary,no,3353,no,no,cellular,21,jul,120,3,-1,0,unknown,no
952,labeled,59,self-employed,married,tertiary,no,583,no,no,unknown,13,may,64,2,-1,0,unknown,no
953,labeled,36,blue-collar,single,secondary,no,336,no,yes,unknown,16,jun,559,3,-1,0,unknown,no
955,labeled,47,admin.,single,secondary,no,2540,no,no,cellular,18,nov,110,5,-1,0,unknown,no
956,labeled,42,blue-collar,married,secondary,no,3057,yes,no,unknown,27,may,32,1,-1,0,unknown,no
957,labeled,34,blue-collar,married,secondary,no,476,yes,yes,cellular,20,apr,217,1,-1,0,unknown,no
958,labeled,45,entrepreneur,married,primary,no,59,yes,no,telephone,13,may,119,3,371,3,failure,no
959,labeled,42,technician,divorced,secondary,no,2983,yes,no,unknown,21,may,187,5,-1,0,unknown,no
960,labeled,48,management,married,tertiary,yes,-17,yes,no,cellular,15,may,20,6,291,2,other,no
962,labeled,46,management,married,tertiary,no,0,no,no,unknown,7,may,70,2,-1,0,unknown,no
963,labeled,30,entrepreneur,single,secondary,no,644,no,no,cellular,14,jul,358,6,-1,0,unknown,no
964,labeled,36,blue-collar,married,secondary,no,446,yes,no,unknown,21,may,260,5,-1,0,unknown,no
965,labeled,54,retired,divorced,primary,no,19,no,no,unknown,20,jun,23,4,-1,0,unknown,no
967,labeled,34,admin.,married,secondary,no,54,yes,no,unknown,20,may,89,2,-1,0,unknown,no
970,labeled,39,admin.,single,unknown,no,0,yes,no,cellular,11,may,62,1,-1,0,unknown,no
974,labeled,39,services,married,secondary,no,1434,yes,no,unknown,20,may,212,2,-1,0,unknown,no
975,labeled,31,blue-collar,married,secondary,no,1667,yes,no,cellular,20,apr,342,1,-1,0,unknown,no
976,labeled,48,technician,married,secondary,no,342,yes,no,cellular,28,jan,255,2,-1,0,unknown,no
977,labeled,32,entrepreneur,married,unknown,no,78,yes,no,cellular,21,nov,158,1,135,1,failure,no
978,labeled,33,management,married,tertiary,no,1813,yes,no,unknown,4,jun,99,4,-1,0,unknown,no
979,labeled,49,retired,married,primary,no,1673,no,no,cellular,17,jul,128,3,-1,0,unknown,no
980,labeled,40,admin.,divorced,secondary,no,213,no,no,unknown,7,jan,176,1,-1,0,unknown,no
981,labeled,32,technician,single,tertiary,no,4664,yes,no,unknown,21,may,860,2,-1,0,unknown,yes
